code,name,credits,description
PM 8510,Foundations for Ministry ,Three,"Required of all D.Min. students, this course is designed to prompt students to rethink the foundational 
values that drive them and to gain personal feedback from those closest to them. The instructors will 
seek to help participants reflect upon needs for personal growth and ministry skill development, as well 
as issues for appropriate theological investigation and cultural relevancy. Opportunities will be given to 
assess strengths and weaknesses, including the use of testing tools and the development of a plan for 
enhancing areas of potential growth. (PG) PM 7311. Three hours. "
PM 8530,Strengthening Spiritual Vitality ,Three,"God’s grace is expressed not only in salvation but also in the Christian life-in forgiving, accepting, 
enabling, sustaining, equipping and empowering the believer. This course examines the true meaning of 
grace, the need for grace (even for believers), the effectiveness of grace in developing Christ-like 
character and the relationship of God’s grace and the believer’s practice of spiritual disciplines in 
Christian growth. Subjects to be covered include: living by grace, preaching grace-based messages, 
creating a grace environment in the local church, understanding grace as a motivation for both 
sanctification and Christian service, and the importance of the practice of spiritual disciplines.  PM 6530. 
Three hours. 
 "
PM 8610,Pastoral Counseling ,0,"This course considers various needs that occur in the context of pastoral ministry and offers insights to 
understand the complexity of people's emotional and spiritual problems in the church. The 
psychological approaches with Biblical and theological perspectives provide effective solutions for those 
people in need. 
 "
PM 8630,Leadership and Growth Pipeline  ,Three,"A biblical and organizational analysis of the leadership and growth needs of ministries, resulting in the 
development of a discipleship-based strategy for sustainable outreach, evangelism, catechesis, 
assimilation, formation, and leadership production, as evidenced by demonstrable numerical growth. 
Three hours. 
 "
PM 8670,"Team Staffing, Mentoring, and Coaching  ",Three,"A biblical and theological overview of ministry leadership as it pertains to coordinating the work of the 
ministry through volunteer and paid ministry staff.  Special attention given to providing advanced 
strategic equipping in hiring, positioning, equipping, overseeing, mentoring, and coaching ministry 
professionals. Three hours. 

 "
PM 8830,Advanced Shepherding  ,Three,"An advanced biblical, theological, and practical consideration of the pastor’s role and responsibilities as 
the shepherd of God’s flock. Special focus on effective pastoral care including disciple making strategy, 
conflict resolution, ministry to the suffering and grieving, interpersonal relationship skills, spiritual 
formation in small groups, and pastoral counseling. Three hours. 
 "
PM 8840,Ministry Vision and Strategy  ,3,"A theological overview of management and leadership principles involved in the identification and 
execution of a God-given ministry vision and strategy.  Includes attention to identifying the knowledge, 
skill sets, tools, and competencies required for effective visioneering, vision-casting, and strategic 
planning required to move an organization to mission-vision-goal fulfillment. (3 hours)    
 "
PM 8850,Ministry Alignment and Execution  ,Three,"A theological analysis of biblical and organizational principles effective in the planning, organization, 
resourcing, and execution of ministry goals.  Special emphasis to be given on expertly motivating and 
mobilizing a well-organized and empowered team of highly-equipped people to reach the multifaceted 
goals of a church or Christian ministry. Three hours. 
 "
PM 8950,Research in Pastoral Ministry ,Three,"Students in the D.Min. program may receive permission to do independent study relating to a specific 
pastoral situation. A research paper including related ministry materials will be the final product of the 
study. Only one independent study of this nature may be considered as meeting the requirements of the 
D.Min. program. Three hours. "
PM 8990,Doctor of Ministry Professional Project–All Concentrations ,Six,"D.Min. candidates must successfully complete a major ministry project at the conclusion of their course 
work. This project should involve an actual ministry situation or program need and incorporate 
significant theological and theoretical research. A project report of 125–200 pages must be submitted. 
For deadlines, consult the Doctor of Ministry Handbook. Six hours. 
 
Doctor of Intercultural Studies  "
DI 8030,Intercultural Communication  ,Three,"A basic understanding of this foundational element in all intercultural ministries is developed in the class 
and in assigned reading. Communication itself is discussed in its various facets, and then each facet is 
considered as to how it creates meaning in other cultures for real communication. Social, cultural, 
linguistic, and psychological barriers to good communication in a second culture are considered. Other 
areas covered are intercultural education and leadership training. IM 8620, MI 6030, MIN 6400, PM 
5490, PM 8620. Three hours.  
 "
DI 8080,Modern Trends in Global Mission (Online Seminar) ,Three,"This course examines recent developments in Christian mission against a four-fold backdrop. First, God’s 
divine governance of his world is a foundational reality to be acknowledged. Second, under God’s 
ultimate reign the world changes, as do its various contexts. Third, God specially directs and empowers 
his redemptive mission throughout the earth. Fourth, historically Christian mission efforts have arisen 
within settings determined by the three facets just listed. Modern mission trends can thus best be 

examined by keeping in view this four-fold backdrop of God’s governance, changing world contexts, 
Spirit-led mission, and mission history. MI 6210. Three hours.   
 "
DI 8140,Cultural Anthropology for Ministry ,Three,"This course provides basic understandings in cultural anthropology for effective cross-cultural and 
multicultural ministries. It shows the importance of knowing anthropological concepts to gain and 
maintain that effectiveness and gives the student an understanding of culture with its behavior, values, 
beliefs, and the assumptions that lie behind them. Among other concepts, the course covers social 
systems, role and status, rites of passage, enculturation, acculturation, and culture shock. Also discussed 
are cultural values on time, thinking, decision-making, morality, individualism, conflict, logic, and 
ambiguity. It deals with the complexities of culture change and how worldview affects that change. 
Students will discover many of their own cultural values through the course, an essential element in 
understanding and working with a second culture. PM 8810, IM 8810, MI 6410. Three hours. "
DI 8150,Contextualization for Meaningful Ministry ,Three,"This course prepares the student to fit evangelism, church planting, church development, and relief 
ministries into the social and cultural context of the receiving people. It majors on preparing 
missionaries to plant Christianity in the soil of the targeted people group so it will grow up within their 
context rather than to spread a veneer of Christian values over that culture.  The contextualization of 
methodology, theology, and forms and expressions in the local church is discussed. The danger of 
Western values being expressed in biblical interpretation and the importance of taking into 
consideration the religious worldview and the definitions used in the receiving culture are discussed. 
Consideration is given, as well, to the differences of the cultural context within which the biblical text 
was written. This course also prepares pastors for multicultural situations in preaching and teaching 
ministries. MI 6090. Three hours 
 "
DI 8160,Church Planting and Growth ,0,"An intensive study of the biblical definition of a local church and how that becomes the goal in church 
planting. New Testament early church forms and methods of expansion are investigated. An 
examination of the spiritual foundation and the principles and methods of evangelism and discipleship is 
undertaken with a special emphasis given to the training of nationals and the transfer of leadership to 
them. 
 "
DI 8180,Cross-Cultural Leadership Development ,Three,"Students who complete this course should be able to: (1)evaluate the models demonstrated and 
teaching given on leadership development in the Old and New Testaments, including the concept of 
servant leadership, (2)distinguish the cultural factors that impact on the development of effective 
Christian leaders in a specific culture, (3)compare and contrast different cultural leadership styles and 
development processes, and (4)design a leadership development process appropriate to a specific 
culture. Three hours. 
 "
DI 8240,Directed Research and Writing (Online Seminar) ,Three,"Learners will engage in exploration of potential supporting themes related to their future dissertation 
topic. This involves designing a detailed topic-driven outline, then conducting a targeted research 
project under the direction of a DICS faculty member. The online class research project will involve the 
identification and use of quality digital, print, and other research, resulting in a comprehensive 
annotated bibliography, then a formal precedent literature draft paper. Three hours 
 
"
DI 8280,Doctoral Research Methods ,Three,"Essential techniques of qualitative and quantitative research are taught and practiced.  The appropriate 
uses of social research are explored through research reports and case studies.  Students use practice 
exercises to demonstrate their ability to conduct research, interpret the results, and apply findings to 
practical situations in ministry settings. MI 6200. Three hours. 
 "
DI 8520,World Religions ,Three,"In this course the belief systems of major religions are studied with a view to understanding why the 
tenets make sense and drive behavior for the adherents. How each religion affects the host culture and 
how the culture affects the religion will be explored. The inadequacies of each belief system will be 
discussed in light of the adequacy of Christianity, thus, an introductory understanding of biblical 
theology is assumed.  IM 7020, MI 6420. Three hours. 
 DI 8530 Biblical Theology of World Mission 
A course on the biblical basis and theological framework for world mission showing how that endeavor 
is the purpose of God as he reaches out to his creation. God is a missional God and all theology has a 
missional purpose since it concerns the God of mission and the mission of God. The course develops the 
concepts of how theological categories are inherently missiological and missiological categories 
intensely theological. The missio Dei is scrutinized in terms of the nature, goal, story, and methods of 
that mission. Three hours. 
 "
DI 8580,World Religions in Mission ,Three,"This course provides a clear introduction to the major world religions, examining their religious 
traditions of the world in light of their history, worldview, practices, places, philosophies, and ideals. 
These include the Primitive religions, Zoroastrianism, Islam, Hinduism, Buddhism, Cheondoism, 
Shintoism, Confucianism, and Daoism. In addition, by identifying these major religions of the world, this 
course challenges students to familiarize themselves with these religions and contextualize efficiently 
within the diversity of religiosity for a more effective mission. Three hours. 
 "
DI 8980,Professional Research Project: Intercultural Studies  ,Eight,"DICS candidates must successfully complete a major research project at the conclusion of their course 
work. This project should involve the research of an actual intercultural ministry situation problem, 
program need, or missiological question and incorporate significant theological and missiological, 
theoretical research. The proposal for the research will be approved by the advising faculty.  A 
dissertation of 225–250 pages must be submitted. For details and deadlines, consult the Doctor of 
Intercultural Studies Handbook. Eight hours. "
PM 8260,Current Theological Issues ,Three,"This seminar coordinates study and discussion of current theological issues and trends that are 
impacting the church. Special attention is given to the application of these issues and trends to real life 
settings. This course is team taught. TH 7101. Three hours. "
PM 8610,Pastoral Counseling ,0,"This course considers various needs that occur in the context of pastoral ministry and offers insights to 
understand the complexity of people's emotional and spiritual problems in the church. The 
psychological approaches with Biblical and theological perspectives provide effective solutions for those 
people in need. 
 
 

ELECTIVES 
 "
DI 8060,Cross-Cultural Education  ,Three,"An emphasis is put on educational principles and then relates them to teaching and learning styles of 
other cultures.  Traditional learning styles will be explored for other cultures with a view to the best 
formal, informal, and non-formal methodologies that might be applied in the various situations.  
Planning for learning outcomes and meeting expectations for both the teacher and the educational 
process in the second culture will be discussed. MI 7030. Three hours.  
 "
DI 8080,Modern Trends in Global Mission ,Three,"This course examines recent developments in Christian mission against a four-fold backdrop. First, God’s 
divine governance of his world is a foundational reality to be acknowledged. Second, under God’s 
ultimate reign the world changes, as do its various contexts. Third, God specially directs and empowers 
his redemptive mission throughout the earth. Fourth, historically Christian mission efforts have arisen 
within settings determined by the three facets just listed. Modern mission trends can thus best be 
examined by keeping in view this four-fold backdrop of God’s governance, changing world contexts, 
Spirit-led mission, and mission history. MI 6210. Three hours. 
 
 "
DI 8200,Encountering Islam ,Three,"This course is intended to give the student an understanding of the true nature of the religion of Islam.  
It has become the second most influential religion in the world, next to Christianity itself.  In our day 
Islam has taken on the reputation of a terrorist organization that is only a short way from holding the 
world hostage to its demands.  How much is true?  Where does this emphasis come from?  What does 
Islam say about itself?  And what should our response be?  IM 8300, MI 5300. Three hours. 
 "
DI 8220,Cultures of the Old Testament ,Three,"Students will seek to understand how people thought, communicated, and lived in the ancient world 
during the Old Testament period.  Special emphasis will be placed on key people groups and political, 
cultural, theological, and literary developments that form the background to the Bible. Students will 
learn to use insights from geography, cultural anthropology, sociology, philosophy, politics, literature, 
and history for the interpretation of Scripture in light of the history and culture of the people to whom it 
was addressed. Three hours. 
     "
DI 8230,Cultures of the New Testament ,Three,"Students will seek to understand how people thought, communicated, and lived in the ancient world 
during the New Testament and Intertestamental periods.  Special emphasis will be placed on key people 
groups and political, cultural, theological, and literary developments that form the background to the 
New Testament.  Students will learn to use insights from geography, cultural anthropology, sociology, 
philosophy, politics, literature, and history for the interpretation of Scripture in light of the history and 
culture of the people to whom it was addressed.  PM 5060. Three hours. 
 "
DI 8300,Ethics and Morality Across Cultures ,Three,"All Christians hold values derived from their culture. Many, if not most of these values, shape the 
expression of Christianity in their culture. Much of this is good as it reflects how Christianity is relevant 
in their context. In many cases, cultural norms define what obedience to God’s Word should look like in 
that particular context in regard to expressions of God’s will such as “honor your father and your 
mother,” and “husbands love your wives,” or yet “steal no longer….”  These culturally defined behaviors 
seek to respect God’s will and honor His name, but they depend on cultural definitions and therefore 

change from culture to culture. Obedience to God’s will is, to some extent, relative to the context in 
which it is practiced. It is not a question of whether a man should love his wife or not, but rather a 
question of how he should do that. Issues of ethics and morality often cause conflict between people of 
different cultures. This course seeks to reveal and discuss God’s Word on these vital issues. Three hours. "
DI 8310,History of Missions ,Three,"The backgrounds and development of the mission enterprise from the apostolic period until the present 
are analyzed in view of their benefit to the intercultural task before us today. A proper understanding of 
the work of the Holy Spirit in this endeavor is emphasized. To give the student a good grasp of present-
day major movements, significant current trends in missiological thought and practice will be examined. 
Three hours. 
 "
DI 8330,Biblical Apologetics ,Three,"This course seeks to persuade men, women, and children individually and corporately to consider, to 
compare, to clarify, and hopefully to believe in the exclusive truths and uniqueness of the person of 
Jesus, the Christ, in the midst of and often in direct opposition to their current faith system. Three hours. 
 "
DI 8410,Spiritual Conflict ,Three,"The purpose of this course is to expose the student to a range of approaches to spiritual warfare and to 
explore and explain the biblical data on the subject.  Biblical teaching and examples in Old and New 
Testaments will be explored.  Various authors will be examined in their approach and models for 
spiritual warfare.  At the end of the course the student will be able to discuss issues within spiritual 
conflict with clarity and address issues of concern with wisdom and tact.  Finally, the student will be able 
to explain and apply a biblical approach to spiritual warfare in life ministry, which will be demonstrated 
through a class project. Three hours. 
 "
DI 8500,Discerning God’s Will  ,0,"The purpose of this course is to expose the student to traditional ways of “finding” God’s will for one’s 
life and then to explore and explain the biblical data on the subject. Biblical teaching and examples in 
Old and New Testaments will be explored. Various authors will be examined to determine their 
approach and models for decision making and the will of God. At the end of the course the student will 
be able to discuss the normally illusive subject of God’s will with clarity, speak to the subjective nature 
of popular theories on the subject, and own a personal theology of God’s will for the believer. PM 8500, "
DI 8515,Biblical Teamwork in Ministry    ,Three,"The student will study the biblical principles that mandate teamwork in the world mission task 
concentrating on God’s approach to man in general and the models and teachings of the Gospels and 
the Book of Acts. The biblical perspectives on training leadership, as well as the cultural aspects involved 
in doing that in a second culture, are studied. Various leadership-training models are presented and 
evaluated. Three hours. 
 "
DI 8900,Independent Research Elective ,Three,"Students in the DICS program may receive permission to do independent study relating to a specific 
intercultural situation. A research paper including related materials will be the final product of the study. 
Only one independent study of this nature may be considered as meeting the requirements of the 
program.  The research may take one of two tracks: missiological research or an area study. 
Missiological research is in-depth study in an area in the field of missiology. It is reserved for upper-level 
students upon approval of the Director of the DICS Program and is pursued under his supervision. A 
research paper, accounting of time, and a reading report with annotated bibliography are required.  

Area studies are an examination of the secular and ecclesiastical history, the present social, economic, 
political, educational, and religious situation, and the cultural themes of a country that are of import to 
the student. A research paper and a reading report with annotated bibliography are required. Three 
hours. "
IM 8150,Mission Strategy ,Three,"This course will provide examples of the application of strategic planning from the New Testament, in 
particular from the ministry of the apostle Paul.  Throughout the course we will attempt to keep our 
focus on the supreme purpose of human history, the calling out and perfecting of the Bride of the Lord 
Jesus Christ.  A clear vision of the glory of the Church is our main asset for effective ministry. MI 6140. 
Three hours. 
 "
IM 8960,Research in Intercultural Ministry ,Three,"This course is an Independent Study which takes place under the supervision of a Grace Seminary 
Professor. Students desiring to complete an Independent Study must have proven previous ability to 
complete doctoral level work, apply to the Director of the Doctoral of Intercultural Studies program in 
writing, and submit a written proposal. Three hours. 
 "
PM 8030,Gospel Centered Ministry ,Three,"The gospel is not merely the door that gets us into the Christian life, but the means by which we 
continue to experience all that God is and has done for us in Jesus Christ.  As such the central task of 
ministry is to articulate and apply the gospel to every area of life.  This class will explore the nature of 
the gospel and how to make it the functional center of all that we do in ministry.  PM 7050. Three hours. 
 "
PM 8190,Evangelism and Discipleship ,Three,"This course considers such issues as: a) the context of society which we are called to disciple and the 
need to think cross-culturally in order to impact America for Christ; b) the responsibility of the church 
and the perspectives she must embrace in order to obey God, as well as continue to exist; c) the 
responsibilities and priorities of the church, which emphasizes the call for churches to be about the 
business of evangelism and discipleship; d) different styles for church ministry; and e) strategies for 
personal and corporate evangelistic and discipleship efforts. PM 6720. Three hours.


Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 7 "
BIB2010,Scripture and Interpretation ,credit,"Foundational principles of effective Bible study will be applied for personal study and small group Bible 
study leadership. Observational skills of the English text will be developed through hands-on activities 
and assignments. Hermeneutical principles will be applied to various biblical genres with the goal of 
equipping the learner to interpret the text based on its historical/cultural and literary context. 
Application of the meaning of the text for spiritual formation will be emphasized as well. Three credit 
hours 
 "
BIB3300,Essential Doctrinal Themes ,credit,"This course is designed to engage the student in the essential doctrines of the Christian Faith and to help 
them complete the desired transference from belief to conviction in their personal faith.  The purpose of 
this class is to examine eight areas of theology in such a manner as to allow the learner to search the 
Scriptures so they can begin to articulate and defend what they believe about the Christian 
faith.  Special attention will be given to helping the student grasp the historical doctrinal commitments 
of Grace College and Seminary by engaging students in class discussion around those commitments. 
Three credit hours. 
 "
FYE1000,First-Year Foundations ,credit,"This course will help students discover their God-given strengths, navigate through current college 
issues, and help the student better understand what makes a Christian liberal arts education valuable. It 
will also introduce students to the value off-campus involvement and introduce students to prospective 
departments and faculty within the institution, assisting in the selection process of choosing a major and 
a career. This course is designed to make students’ years at Grace the best experience possible. Three 
credit hours.  
 "
ECN3000,Consumer Economics  ,credit,"Consumer Economics is a course designed to prepare students to understand the economic system from 
a Biblical perspective and how it affects individuals as consumers, producers and citizens. Students will 
integrate knowledge, skills and practices required for management of resources in a technologically 
expanding global economy. Real world topics covered will include income, money management, 
spending and credit, as well as saving and investing. Core skills in decision making, problem solving, 
critical thinking, goal setting, management of multiple roles and using technology are integrated into the 
course content. Three credit hours. 
 "
PHI3010,Christianity and Critical Thinking ,credit,"This course will critically examine the beliefs and presuppositions of philosophers and philosophies over 
the centuries and their impact on modern Christianity and the Christian Worldview.  A critical 
examination will begin by utilizing the lens of Scripture as the basis of truth in evaluating these 
beliefs.  The application of that examination will be centered on the reasons for God as well as the 
nature of suffering and evil as learners are encouraged to formulate a biblically sound Christian 
Worldview. Three credit hours. 
 
 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 8 "
COM1100,Public Speaking ,credit,"The objective of this course is to provide students with an introduction to the principles of public 
discourse and civic engagement. The focus will be on a practical background in recognizing, analyzing, 
and constructing arguments in the public sphere. Readings, class time, and assignments will focus on the 
skills and concepts necessary for successful application of the principles to a civic engagement project. 
Three credit hours, including lab. 
 "
ENG1100,Effective Writing ,credit,"This course is designed to help you develop and hone the skills involved in clear and persuasive writing 
at the college level and beyond. While the primary focus of this course is scholarly writing, we will also 
explore other genres of writing important to civic life, such as the personal expressive narrative, 
rhetorical analysis, and opinion/editorial essay.  Three credit hours. 
 "
PSY1200,Essentials of Behavioral Science ,credit,"This introductory course in Behavioral Sciences provides an opportunity to learn about various 
behavioral science topics, concepts and real life applications. This course will survey multiple topics as 
they relate to relationships. Students will also be encouraged during this course to increase personal 
awareness of how cognitive and emotional factors influence behavior in a variety of social contexts. The 
focus of this course is on improving relationships in many different sectors of life. Three credit hours.  
 "
HIS 1050,Current Issues in Historical Context  ,0,"This class examines the historical and political development of at least two broad topics that remain 
part of contemporary discussion and illustrate the way the past can help students understand 
current debates and conversations. The topics chosen are meant to represent areas of significant 
concern for understanding current issues and moral questions. The course asks the question, “How 
did we get here?” and provides a foundation for discussions of diversity, citizenship, Christian 
ethics, and cultural awareness. Topics will likely change over time. Three Credits. 
 "
HUM2000,Global Perspectives  ,credit,"The purpose of Global Perspectives is to encounter world cultures through literature, film, and dialogue. 
In this interdisciplinary course, students engage divergent outlooks from around the world, grappling 
with cultural differences and presuppositions. This course cultivates cultural competency, provides a 
framework for understanding God’s heart for the nations, and prepares students for the Cross-Cultural 
Field Experience. Three credit hours. 
 "
HUM2100,Creative Arts and Culture ,credit,"Through a global, thematic approach, this course explores the human phenomenon of creativity. Posing 
the question ""Why creative arts?' this course focuses on exploring how culture and creativity reflect 
each other within the realm of visual and performing arts. Through themes of survival, religion, the 
state, and self, this course examines artists’ roles within cultures, the way art is made or performed, 
how meaning is derived, and how art is used, kept or destroyed. Required experiential activities for 
engaging in visual and performing arts include such things as attending museum exhibits, concerts or 
theatrical productions.  Three credit hours. 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 9 "
SCI2030,"Faith, Science, and Reason ",credit,"Faith, Science, and Reason is designed to assist the student in (1) demonstrating the scope and 
magnitude of science and mathematics; (2) why we study these subjects; (3) knowing the limitations of 
these subjects; (4) where the Christian fits and operates within the scientific paradigm; and (5) how a 
Christian can incorporate their faith and reason within the scientific enterprise and how to use it as a 
productive platform when communicating to those of different worldviews. Three credit hours.  
 
 
MAJOR REQUIREMENTS 
 "
BBL2010,Understanding the Old Testament  ,credit,"An introduction to the Old Testament with special reference to background, historical setting, literary 
composition, theology and message. After successfully completing this course, the student should be 
able to demonstrate a knowledge of background issues which introduce one to the study of various 
concepts of the Old Testament, the historical milieu of each Old Testament book studied, the purpose 
and general content of each Old Testament book studied, the use of the Old Testament in modern 
ministry, and the foundation the Old Testament provides for the New Testament. Three credit hours 
 "
BBL2020,Understanding the New Testament  ,credit,"This course introduces the New Testament with special reference to background, historical setting, 
literary composition, theology, and message. After successfully completing this course, the student 
should be able to demonstrate a knowledge of background issues which introduce one to the study of 
various concepts of the New Testament, the historical milieu of each New Testament book studied, the 
purpose and general content of each New Testament book studied, the relationship between the New 
and Old Testaments, and the use of the New Testament in modern ministry. Three credit hours. 
 "
BIB2310,History of Christianity  ,credit,"Students will seek to discover what transpired in Christianity from the 1st century to modern times in 
order to understand what Christianity is in the present. They will identify the major events, 
personalities, and theological issues, both Western and non-Western, that shaped the development of 
Christianity. They will appreciate the challenges that the church faced as it matured in history, and they 
will gain perspective on the challenges still facing the church today. Prerequisite: BIB1050. This is an 
upper level course available to juniors and seniors. It is also offered at a graduate level. Three credit 
hours. "
BBL3010,Defining Doctrines of the Christian Faith  ,credit,"Students will identify the central affirmations of Christianity that distinguish orthodoxy from heresy, 
heterodoxy, liberalism, and neo-orthodoxy. Students will be able to support each defining doctrine from 
Scripture. The role of creeds, church councils, and doctrinal statements in defining and preserving 
orthodoxy will be explored. Students will appreciate the diversity within Christian orthodoxy, while the 
central affirmations are preserved. Prerequisite: BIB1050. Three credit hours. 
 
 
 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 10 "
BBL3090,Spiritual Formation  ,credit,"Students will explore the various dynamics that converge to produce maturity in the life of a Christian. 
They will seek to construct a theory of spiritual formation based on a practical knowledge of God, a 
realistic awareness of self, a full-orbed understanding of pertinent scriptural insights, and a historical 
perspective of various approaches to spirituality. They will examine the necessity of the integration of 
the individual pursuit of spiritual maturity with the corporate dimension. The approach of the course will 
include practical application along with classroom discussion and outside research. Prerequisite: BIB 
2010. Three credit hours. 
 "
MIS3220,Principles and Practice of Prayer  ,credit,"Students will examine the teaching of the Scriptures on the subject of prayer with a view to discovering 
the absolute necessity of a vital prayer experience in the life of the man or woman of God and in the life 
of the Church. Urgency, consistency, and effectiveness of prayer will all be discussed as well as practical 
guidance for fostering these. Significant time will be spent in the practice of prayer. Three credit hours. 
 "
BBL3140,Biblical Backgrounds  ,credit,"Students will seek to understand how people thought, communicated, and lived in the ancient world 
during the OT, NT and Intertestamental Periods. Special emphasis will be placed on key people groups 
and political, cultural, theological, and literary developments that form the background to the Bible. 
Students will learn to use insights from geography, cultural anthropology, archaeology, sociology, 
philosophy, politics, literature, and history for the interpretation of Scripture in light of the history and 
culture of the people to whom it was addressed. Three credit hours. 
 "
BBL 4810,Senior Seminar (Leadership in Ministry)  ,credit,"This course is designed to facilitate senior level students in the application of theory to ministry practice. 
The learner will be challenged to integrate biblical/theological knowledge gained in a variety of courses 
together with specialized research that pertains to specific ministry issues. Three credit hours. "
MLD 1000,Principles of Ministry Leadership  ,credit,"This course designed to equip students to serve effectively as ministry leaders in a variety of faith-based 
nonprofit contexts. The course provides an introductory and holistic overview of principles inherent to 
the practice of Christian ministry leadership. Researched based theories and models, organizational 
design, and leadership principles will be discussed and integrated within a framework of biblical, 
theological, organizational, and cultural perspectives. Three credit hours 
 "
MLD 2700,Servant Leadership                                                                                                                                               ,credit,"Servant Leadership (MLD 2700) is designed to guide the student into embracing a Christ-centered 
approach to leadership by means of serving others, focusing on these three dynamics in the life and 
ministry of the servant leader: conviction, character and competence. Included in the course are 
opportunities to learn through reading, participating in discussions, involvement in an interactive video 
course by the instructor, interviewing a seasoned servant leader and hands on experience in serving in a 
current ministry. Three credit hours. 
 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 11 "
MLD 3000,Nonprofit Financial Management                                                                                                                       ,credit,"This course will introduce learners to the role of resource management found 
within nonprofit environments. Learners will interact with philanthropy, earned income strategies, 
governmental support, and financial management of such resources. Three credit hours.  
 "
MLD 3300,Ministry: Outreach and Care                                                                                                                               ,credit,"This course focuses on evangelism, missions, social involvement, pastoral care, and community. This 
course assists the student with helping others, planning, and resources. 3 credit hours. 
 "
MLD 3400,Communication in Christian Ministry                                                                                                             ,credit,"This course will look into the importance of communication in leadership 
within Christian Ministry. Communication will be studied within the context of today’s technological, 
strategic and ministerial developments. The course will deal with principles in 
organizational communication” and “communicating in teams and networks.” Focuses will be on the 
analysis of an organization of the student’s choice and on the understanding and completion 
of communication needs within an organization. Three credit hours. 
 "
ICS 3650,Intercultural Ministry  ,credit,"This course is an overview of intercultural missions in which students will discover the importance of 
cultural value systems, intercultural communication, contextualization, and cultural adaptation, and 
how these issues affect biblical ministry in intercultural and multicultural contexts. Future pastors, youth 
ministers, Christian counselors, and other Christian ministry personnel will become more effective in 
various intercultural situations by shaping their ministry to penetrate other cultures more deeply. 
Knowing how culture functions, the extent to which it shapes people, and how we are affected by our 
own culture keeps us from reading our cultural values into other contexts and into our interpretation of 
the Bible. It also guards against unknowingly imposing our cultural values on others. The course will not 
count toward the requirements of an undergraduate intercultural mission minor. Three credit hours. 
 "
BBL 3000,Theological Systems  ,credit,"Students will explore the theological methods and presuppositions practiced by the diversity of 
theological systems. Students will seek answers to questions such as, how is presuppositional 
apologetics different from evidential apologetics. How is systematic theology different from biblical 
theology? How is dispensational theology different from covenant theology? How is reformed theology 
different from Armenian theology? How is progressive dispensationalism different from classic 
dispensationalism? Students will study the methods and presuppositions of leading theologians, from 
the Apostle Paul to the present. Prerequisite: BIB1050. This is an upper level course available to juniors 
and seniors. It is also offered at a graduate level. Three credit hours. 
 "
PHI 3000,Apologetics  ,0,"The purpose of this course is to provide students with an introductory survey to the defense of the 
Christian worldview in its contemporary postmodern context. The course will cover areas such as: the 
biblical and theological justification for the apologetic task; issues surrounding apologetic methodology; 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 12 "
BIB 3290,New Testament Exposition  ,credit,"Foundational principles of effective Bible study will be applied for personal study and small group Bible 
study leadership. Observational skills of the English text of the New Testament will be developed 
through hands-on activities and assignments. Hermeneutical principles will be applied to various biblical 
genres with the goal to equip the learner to interpret the text based on its historical/cultural and literary 
context. Application of the meaning of the text for spiritual formation will be emphasized as well. 
Prerequisites: BIB1050, BIB2010, and BBL2020. Three credit hours. 
 "
BIB 3310,Old Testament Exposition  ,credit,"Foundational principles of effective Bible study will be applied for personal study and Bible study 
leadership. Observational skills of the English text of the Old Testament will be developed through 
hands-on activities and assignments. Hermeneutical principles will be applied to various biblical genres 
with the goal to equip the learner to interpret the text based on its historical/cultural and literary 
context. Application of the meaning of the text for spiritual formation will be emphasized as well. 
Prerequisites: BIB1050, BIB2010, and BBL2010. Three credit hours. 
 "
SOC 1100,Introduction to Sociology  ,credit,"An introductory study of humans functioning in society. Basic principles of sociology will be experienced 
including organization, structure, strata, and problems in American society. Emphasis will be placed on 
observational techniques that will help to develop a spirit of active participation in the world. Three 
credit hours. 
 "
MAT 3200,Probability and Statistics  ,credit,"This is an introductory course in probability and statistics. Topics covered include probability theorems 
and models, statistical techniques, and practices for applying statistical techniques in the world around 
us. Prerequisites: 12 credit hours; Basic Algebra. Three credit hours. 
 "
MLD 2020,Ministry Leadership Seminar 1—Becoming a Disciple of Jesus  ,90,"This course will introduce learners to the major issues involved in becoming a disciple of Jesus. Students 
will interact with classroom learning as well as real life ministry experience and mentoring 
relationships. Students will participate in 90 hours of ministry experience during the summer seminar. It 
is strongly suggested but not required that the students participate in a minimum of one ministry 
project during this time. Some ministry projects that would be ideal include mission’s trips, church 
camps, bible camps and other similar activities. Students will turn in their hours to their professor on a 
weekly basis. Students will also participate in mentoring conversations based on the topics of the class. 
The student will meet with an approved mentor for a total of 8 hours during the time frame of the class. 
Six credit hours. 
 
Grace College Akron Catalog | 2023-2025 
 
School of Professional and Online Education 13 "
MLD 3020,Ministry Leadership Seminar 2—Making Disciples of Jesus ,credit,"(Course design in progress) 
Students will formulate the methodology, research best practices, interview ministry personnel, and 
defend the thesis. Six credit hours. 
 "
