code,name,credit hours,description
MUS 301,MUSIC THEORY I,3,"Prerequisite: MUS 155 
Core Area: Fine Arts 
This course provides building blocks for musical literacy in developing comprehensive musicianship skills in three main areas: 
melody/counterpoint, harmony, and rhythm/meter.  This course prepares students through the study of rhythm, intervals, 
phrases, melodies, chords and chord progressions.  Chord study includes primary and secondary triads in root position and 
an introduction to inversions."
MUS 302,MUSIC THEORY II,3,"Prerequisite: MUS 301 
A continued study of the diatonic and chromatic harmony of the Common Practice Period through the development of 
composition, analysis and keyboard skills.  Emphasis on elementary forms, chromatic harmony, elementary modulation, 
secondary dominants of primary chords, and modal mixture. 
 
COURSES OF INSTRUCTION 
 | 183 
 
COURSES OF INSTRUCTION: NURSING"
NUR 103,INTERPERSONAL COMMUNICATION,1,"No prerequisites (May be taken or repeated past the freshman year with permission of the instructor).   
This course introduces the student to basic interpersonal communication skills within context of professional nursing. 
Emphasis is placed upon the processes of communicating with individuals and within groups."
NUR 104,NURSING PROCESS,1,"No prerequisites (May be taken or repeated past the freshman year with permission of the instructor).   
This course uses the foundation of critical thinking to introduce the student to the systematic steps of the nursing process. 
The nursing process is applied to nursing practice as students write nursing care plans based upon simulated clinical scenarios."
NUR 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
NUR 203,THEORIES/CONCEPTS,1,"Prerequisites: PSY 105, SOC 105 
Pre or Co-requisites: NUR 104 or permission of instructor   
In this course, major theories and concepts derived from nursing and related disciplines provide a basis for the study of 
nursing practice. Students will explore the historical evolution of nursing and related theories utilized in the application of 
the nursing process.  
 
NUR 204 AND 204L - HEALTH ASSESSMENT (2) 
Prerequisites: BIO 211, BIO 211L, BIO 212, BIO 212L, BIO 216, BIO 216L; CHE 103, CHE 103L, CHE 104, CHE 104L; PSY 105, SOC 
105 or permission of instructor   
Pre or Co-requisites: NUR 104, NUR 203, PSY 214, BIO 215, BIO 216, BIO 216L, or permission of instructor   
This course focuses on holistic health assessment throughout the lifespan. Students will have opportunities to practice taking 
health histories and performing physical examinations in the nursing lab."
NUR 205,NURSING SKILLS LAB I,1,"Prerequisites: BIO 211, BIO 211L, BIO 212, BIO 212L, CHE 103, CHE 103L, CHE 104, CHE 104L; PSY 105, SOC 105 or permission 
of instructor   
Pre or Co-requisites: NUR 104; BIO 216, BIO 216L; NUR 204, NUR 204L, or permission of instructor   
Progressing from the simple to the complex, this course introduces the student to the concepts, processes, and skills essential 
to safe nursing practice. The student is given opportunities to develop and achieve competence in basic nursing skills through 
lecture, discussion, audiovisual aids, demonstration, and practice."
NUR 206,GERONTOLOGICAL NURSING,2,"(One two-hour class and six hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 104, NUR 203, NUR 204, NUR 204L, NUR 205; BIO 211, BIO 211L, BIO 212, BIO 212L, BIO 215, BIO 216, BIO 
216L; CHE 103, CHE 103L, CHE 104, CHE 104L; SOC 105, PSY 105, PSY 214, or permission of instructor   
Pre or Co-requisites: NUR 103, NUR 208; BIO 255   
Gerontological nursing explores age related changes, cultural responses to aging, common health problems, psychosocial 
issues, theories, and standards of practice in health care for older adults. Students utilize the nursing process to care for older 
adults.  Theory and clinical components are included."
NUR 207,PARENT-CHILD NURSING,3,"(Two two-hour classes and six hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 104, NUR 203, NUR 204, NUR 204L, NUR 205; BIO 211, BIO 211L, BIO 212, BIO 212L, BIO 215, BIO 216, BIO 
216L; CHE 103, CHE 103L, CHE 104, CHE 104L; SOC 105, PSY 105 and PSY 214 or permission of instructor   
Pre or Co-requisites: NUR 103, NUR 208, BIO 255   
The primary focus of this course is on the employment of the nursing process with well persons adapting to the 
developmentally related stressors of pregnancy, birth, and childhood. Theory and clinical components are included.  
184 | COURSES OF INSTRUCTION"
NUR 208,SKILLS LAB II,1,"Prerequisites: NUR 104, NUR 203, NUR 204, NUR 204L, NUR 205; BIO 211, BIO 211L, BIO 212, BIO 212L, BIO 215, BIO 216, BIO 
216L; CHE 103, CHE 103L, CHE 104, CHE 104L; PSY 105 or permission of instructor   
Pre or Co-requisites: NUR 103, NUR 104; BIO 255   
Progressing from the simple to the complex, this course introduces the student to the concepts, processes, and skills essential 
to safe nursing practice. The student is given opportunities to develop and achieve competence in basic nursing skills through 
lecture, discussion, audiovisual aids, demonstration, and practice."
NUR 210,NUTRITION FOR NURSES,2,"Prerequisites: CHE 103, CHE 103L, CHE 104, CHE 104L; BIO 211, BIO 212   
This course provides a foundation in nutritional science for competent and effective nursing practice with patients across the 
life cycle.  The course addresses dietary principles for health promotion and disease prevention, including collecting data 
about nutritional status, implementing actions to promote normal nutrition or modify diet in response to illness, and 
evaluating responses to diet therapy for specific conditions."
NUR 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
NUR 300,INDEPENDENT STUDY,1-4,"Students in nursing have the option of registering for Independent Study in Nursing.  Students will work with a faculty member 
to develop learning objectives, identify appropriate learning activities, and methods of evaluation."
NUR 305,PATHOLOGICAL PROCESSES,3,"Prerequisites: BIO 211, BIO 211L, BIO 212, BIO 212L, BIO 216, BIO 216L; CHE 103, CHE 103L, CHE 104, CHE 104L, or permission 
of instructor.  Open to non-nursing majors.   
The focus of this course is on the physiological and pathological mechanisms causing alterations in the homeodynamic 
condition, laying a foundation for the application of the nursing process with individuals, families, and groups."
NUR 306,NURSING CARE OF THE CHILDBEARING FAMILY,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 207, NUR 208; BIO 255 or permission of instructor   
Pre or Co-requisites:  NUR 305   
This course applies the nursing process to promote the adaptation of women and their families to an optimal level of health 
during normal, complex, and high-risk pregnancies during the perinatal period. Theory and clinical components are included."
NUR 307,NURSING CARE OF THE ADULT,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 206, NUR 208, NUR 305; BIO 255 or permission of instructor   
This course applies the nursing process to promote patient safety and adaptation of individuals and families to their optimum 
health during the acute phases of illness. Theory and clinical components are included."
NUR 308,NURSING CARE OF CHILDREN,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 207, NUR 208, NUR 305; BIO 255 or permission of instructor   
This course explores illnesses that affect children and helps the student identify the multiple needs of the ill child and his/her 
family. The student utilizes the nursing process to assist the child and family to adapt to illness and achieve optimal health. 
Theory and clinical components are included."
NUR 309,MENTAL HEALTH NURSING,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 206, NUR 207, NUR 208; BIO 255 or permission of instructor   
Pre or Co-requisites: NUR 305   
This course examines the effects of acute mental illness on clients and their families. The nursing process is utilized to promote 
adaptation by clients to reach their optimal level of functioning. Theory and clinical components are included. 
COURSES OF INSTRUCTION 
 | 185"
NUR 310,THEORETICAL PERSPECTIVES IN NURSING,3,"This course, designed for the RN student entering the BSN program, introduces the student to the philosophy, theory and 
roles of the professional nurse across the educational continuum in the context of contemporary and future professional 
nursing practice. Major theories and concepts derived from nursing and related disciplines provide a basis for the study of 
nursing practice. In this course students will explore the historical evolution of nursing and related theories, focusing on the 
connection of theory, research and practice."
NUR 355,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
NUR 400,INDEPENDENT STUDY,1-4,"Students in nursing have the option of registering for Independent Study.  Students will work with a faculty member to 
develop learning objectives, identify appropriate learning activities, and methods of evaluation."
NUR 403,NURSING RESEARCH,2,"Prerequisites: MAT 205 or MAT 208; NUR 305, NUR 306 or NUR 307 or NUR 308 or NUR 309 or permission of instructor   
This course is an introduction to the research process and the role of research in nursing with a focus on developing a basic 
understanding of the components of the research process and on the critical consumption of research."
NUR 404,ADVANCED NURSING CARE OF THE ADULT,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 305, NUR 307, NUR 309 or permission of instructor   
Pre or Co-requisites: NUR 403   
This course focuses on the holistic application of the nursing process with patients and families adapting to the stressors of 
complex and critical illnesses. The practices of critical care nursing are components of the course. Theory and clinical 
components are included."
NUR 405,CHRONICITY AND NURSING,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 305, NUR 307, NUR 308, and NUR 309 or permission of instructor   
Pre or Co-requisites: NUR 403   
This course focuses upon the application of the nursing process to the care of patients and families who are experiencing life-
limiting illnesses, disabilities, or chronic health problems not amenable to cure. The practices of chronic care, prevention, 
rehabilitation, palliative care, and hospice nursing will be explored and implemented. Theory and clinical components are 
included."
NUR 406,COMMUNITY HEALTH NURSING,4,"(Two two-hour classes and 12 hours of clinical per week for 7 ½ weeks) 
Prerequisites: NUR 306, NUR 307, NUR 308 and NUR 309 or permission of instructor   
Pre or Co-requisites: NUR 403   
The care of the community as a client is the focus of this course. Principles of health promotion and illness prevention for 
individuals, families, and groups are utilized in working towards a healthy community. World health organizations and 
environmental issues are examined for their effects on communities. Theory and clinical components are included."
NUR 407,NURSING MANAGEMENT,4,"(Two three-hour classes per week and 120 hours of integrated practicum over 7 ½ weeks) 
Prerequisites: NUR 403, NUR 307, NUR 308, NUR 309 and NUR 404, or permission of the instructor   
Pre or Co-requisites: NUR 403   
This course examines the application of leadership principles and management skills in nursing.  Students apply the nursing 
process to patients and families experiencing complex health problems.  Clinical experiences are designed to fulfill the current 
Kentucky Board of Nursing requirements for transition to professional practice."
NUR 408,PROFESSIONAL SEMINAR,1,"Prerequisites: NUR 306, NUR 307, NUR 308 and NUR 309 or permission of instructor   
186 | COURSES OF INSTRUCTION 
 
Pre or Co-requisites: NUR 403   
This course explores issues related to professionalism and trends in nursing and health care."
NUR 410,COMMUNITY HEALTH ISSUES AND NURSING,4,"Prerequisite: NUR403  
Designed for the registered nurse, this course examines the application of the nursing process to families, groups, and the 
community. A focus is placed on bridging acute care to the community. The student applies community resources to 
continuity of care. World health issues, basic epidemiology, and health policy are examined for impact in the community. 
 
NURS 410P - COMMUNITY HEALTH ISSUES AND NURSING PRACTICUM (4) 
Prerequisite: NUR403 and NUR410  
Designed for the registered nurse, this course examines the application of the nursing process to families, groups, and the 
community. The student applies principles of community nursing to design a self-guided practicum with focus on community 
resources for individuals, families, and groups. The student conducts a community assessment and examines the impact of 
health needs of the community."
NUR 411,LEADERSHIP AND MANAGEMENT IN NURSING,4,"Prerequisites: NUR403  
This course assists registered nurses to create a vision for themselves as leaders in healthcare. Course content focuses on the 
evaluation of models and concepts of leadership and management transformation for application in healthcare and develops 
knowledge of current approaches to systems and models for change management. 
 
NUR 411P - LEADERSHIP AND MANAGEMENT IN NURSING PRACTICUM (4) 
Pre or Co requisite: NUR411  
The registered nurse focuses on the application of leadership and management principles to autonomously deliver safe, 
evidence-based care. The student functions as collaborator, change agent, and leader within health care."
NUR 455,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
 
COURSES OF INSTRUCTION: PHILOSOPHY"
PHI 105,INTRODUCTION TO PHILOSOPHY,3,"Core Area: Philosophy  
Unlike most disciplines, there is no single uncontroversial, answer to the question of what it is to “do philosophy.”  Instead, 
there is considerable debate amongst its practitioners about what philosophy is in the first place.  Is it method for making 
thought more rigorous, and art of reflection, a way of living guided by love of wisdom, an inquiry into the fundamental nature 
of being, or something else entirely?  This course introduces philosophy through an examination of a variety of answers, both 
historical and contemporary, that philosophers have offered to the questions to what philosophy is and why it is valuable.  
This course introduces students at any level or from any major to the field of philosophy, including subfields of ethics, 
aesthetics, metaphysics, epistemology, social and political philosophy, and logic.  Various readings included and different 
instructors will emphasize different subfields."
PHI 125,HISTORY OF ANCIENT AND MEDIEVAL PHILOSOPHY,3,"Core Area: Philosophy  
An overview of western Philosophy from its beginnings to the Renaissance with special emphasis on a selected few of the 
more important Philosophers."
PHI 130,HISTORY OF MODERN & CONTEMPORARY PHILOSOPHY,3,"Core Area: Philosophy  
An overview of western Philosophy from the Renaissance to the present, with special emphasis on a selected few of the more 
important philosophers. 
 
COURSES OF INSTRUCTION 
 | 187"
PHI 155,SPECIAL TOPICS,3,"Core Area: Philosophy  
Special topics courses are offered periodically for topics not included in the established curriculum."
PHI 175,INTRODUCTION TO LOGIC,3,"Student will develop the skills needed for careful analytical reasoning and problem solving as well as practice assessing the 
reliability of evidence and testing the soundness and validity of various forms of argumentation.  This course is particularly 
recommended for any student who anticipates the need to take one or other of the advanced tests for admission to graduate 
or professional programs.  This course does NOT fulfill a core requirement."
PHI 210,ETHICS LAB,1,"This course introduces students to the ethical dimensions of human life and offers them the basic language and methodology 
with which to critically examine these dimensions. The course format integrates lecture and active case discussion to provide 
both the necessary philosophical grounding and the real-world skills sought by students. The course will provide an 
introduction to basic ethical theory and various approaches to ethical decision-making (clinical, business, environmental 
policy, etc.). In addition, students will engage particular ethical issues and topics, as appropriate to the course (e.g., truth-
telling and medical error, informed consent, conscientious objection, physician-assisted suicide, death and dying, and 
pediatric ethics for biomedical ethics; honesty, fairness, privacy, social responsibility, advertising, whistle-blowing, 
international & cultural issues for business ethics)."
PHI 214,SPORTS & ETHICS,3,"Core Area: Philosophy  
Should we aim to win in athletic competition no matter what the cost – to personal integrity, to national honor, or to team 
respect?  What is wrong with using drugs to enhance performance?  Does behavior of the court or field have any bearing on 
the game?  Using a variety of sources from both film and written text, we will examine ethical concerns about behavior on 
and off the field/court across a variety of sports, at the collegiate and professional levels."
PHI 215,ETHICS & TECHNOLOGY,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as their application to technology."
PHI 216,BIOMEDICAL ETHICS,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as application to various areas of human endeavor.  The 
specific area of application will be designated in the course listings for a particular semester."
PHI 217,BUSINESS ETHICS,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as their application to various areas of human endeavor."
PHI 218,ENVIRONMENTAL ETHICS,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as application to the environment and environmental 
concerns."
PHI 219,SOCIAL ETHICS,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as their application to various areas of human endeavor 
and society."
PHI 220,PHILOSOPHY OF EDUCATION,3,"Core Area: Philosophy  
A course that will focus on the epistemological underpinnings of important theories of knowledge and learning in the history 
of ideas; it will also examine the formation of schools and institutions of higher learning, and the social, political and economic 
functions that these institutions serve. 
188 | COURSES OF INSTRUCTION"
PHI 230,AESTHETICS,3,"Core Area: Philosophy  
A course covering art and literature as beauty, expression and communication, the reality of beauty, the objectivity and 
subjectivity of art and literature, beauty and truth and beauty and value."
PHI 232,PHILOSOPHY OF MUSIC,3,"Core Area: Philosophy  
The goal of this class is to inspire students to think about sound and music in a way that is attentive to the aesthetic, spiritual, 
social, and political dimensions of musical practice and experience in the twenty first century.  The readings for the class come 
from poets, novelists, and philosophers who have thought deeply about the meaning of music in contemporary life.  The 
course may also involve attending a number of concerts at various local venues."
PHI 233,PHILOSOPHY OF FILM,3,"Core Area: Philosophy  
This class will examine a variety of philosophical issues and questions pertaining to the medium of film.  As the class is not 
primarily an introduction to film studies, no attempt has been made to cover the contributions of every important director 
in the history of film, or to deal in any sustained way with the technical aspects of filmmaking."
PHI 235,SOCIAL AND POLITICAL PHILOSOPHY,3,"Core Area: Philosophy  
An examination of the interdependence of human beings and the reality of society, the person's relations to others in society 
and the question of authority and the freedom of the members of society."
PHI 250,EXISTENTIALISM,3,"Core Area: Philosophy  
The main goal of this class is to engage and explore the twentieth century philosophical movement known as existentialism 
through a close reading of primary texts, discussion of the central themes of existentialism, and student research and writing."
PHI 255,SPECIAL TOPICS,3,"Special topics courses are offered periodically not included in the established curriculum.  PHI 255 fulfills either core 
requirement in values and ethics or metaphysics and epistemology.  PHI 255A only fulfills the core for metaphysics and 
epistemology.  PHI 255B fulfills the core for values and ethics."
PHI 305,PHILOSOPHY OF HUMAN NATURE,3,"Core Area: Philosophy  
A course focusing on the animate world around us and its reality as living, the difference between the living and the merely 
physio chemical, the human body as living, the difference between vegetative life and animal life; the human being as animal 
and evolution and ecology.  Other topics will include the difference between the human being and other animals, thought 
versus sensation, choice versus instinct, the question of the human soul, its reality and immortality; the unity of the human 
person, the power to decide and the question of human freedom and human reason and its implications."
PHI 307,MAJOR PHILOSOPHICAL AUTHORS,3,"Core Area: Philosophy  
A course exploring the writings of an author selected by the professor.  Students will be expected to read closely, reflect 
critically, and write in a clear, professional manner about the issues raised by the work of the author.  This course may be 
repeated."
PHI 316,RESEARCH ETHICS,3,"Core Area: Philosophy  
This course in research ethics will explore many of the major ethical challenges in scientific research arising from areas such 
as: safeguarding of data and intellectual property; appropriate relationships in science; publication and peer review; animal 
and human research subjects; and international research.  Our goal is to be thoughtful and considered in generating solutions 
to the representative case studies we will read and discuss, based on the tools of ethical theory and philosophical reflection, 
COURSES OF INSTRUCTION 
 | 189 
including critical thinking skills.  We will also reflect upon the nature of science, which will enhance our context for generating 
such solutions."
PHI 325,PHILOSOPHY OF SCIENCE,3,"Core Area: Philosophy  
Topics will include the world around us in its physio-chemical, material reality; the world of energy, force, position, space, 
and time, the world as changing and the universe of empirical research and its limits."
PHI 326,PHILOSOPHY OF TECHNOLOGY,3,"Core Area: Philosophy  
Students will explore ethical principles and major theories as well as application to various areas of human endeavor."
PHI 330,PHILOSOPHY OF HISTORY,3,"Core Area: Philosophy  
A course covering history and changing human relations, the question of history as development, progress versus mere 
change, learning from history and judging history and the freedom or determinism of history."
PHI 335,PHILOSOPHY OF LAW,3,"Core Area: Philosophy  
This course should bring the student to a reflective awareness of the kinds of issues that arise in attempting to ground an 
understanding of the origin, nature, and practice of law."
PHI 337,PHILOSOPHY OF RELIGION,3,"Core Area: Philosophy  
Topics covered in this course will include the rationality of belief in God, arguments for and against the existence of God, the 
nature of God as revealed by the evidence for saying that He exists, God's relation to the world He created and the relation 
of this investigation to religions."
PHI 355,SPECIAL TOPICS,3,"Special topics courses are offered periodically when courses are developed that deviate from offerings of the established 
curriculum but are nonetheless consistent with departmental goals."
PHI 375,PHILOSOPHY LAB,1,"This course for philosophy majors and minors will explore professional philosophy, including tools used by and available to 
philosophers, as well as careers that could arise out of studying philosophy.  Not an introduction to philosophy but an 
introduction to being a philosopher."
PHI 400,BACCALAUREATE RESEARCH PROJECT,3,"Candidates for the bachelor degree are required to submit a research project consisting of three 12 to 15 page papers, 
typically connected by a central theme, issue or topic selected by the student and prepared under the guidance of a member 
of the Department.  Students will acquire familiarity with the bibliographic, research and writing skills appropriate to the field 
of Philosophy.  Ordinarily the student begins this project in the fall term of the academic year in which the degree is expected 
to be conferred; the final version of the research project is to be submitted no later than April 1 for evaluation by the mentor 
and a second reader.  Any modifications requested are to be completed before a final grade is assigned.  A public oral 
presentation of the results of the research is arranged after the final version has been approved."
PHI 401,METAPHYSICS,3,"Core Area: Philosophy  
An examination of the reality, or being, of the things around us, what can be said of anything insofar as it is real, the 
contingency of the realities around us, their finiteness and its implications, the infinite and their creature hood, change, being 
and becoming."
PHI 417,VALUE THEORY,3,"Core Area: Philosophy  
190 | COURSES OF INSTRUCTION 
 
Nature, sources and types of values will be studied.  Attention will be given to the major theories of value that have been 
proposed as well as to important issues such as the objectivity or subjectivity of values, the connection between value and 
ethical judgment, the role of values in elaborating systems of norms.  Aesthetic, economic, intellectual, social and religious 
values will be examined in an effort to grasp the underlying relations among them"
PHI 421,GLOBAL ETHICS,3,"Prerequisite: 2 Ethic Courses   
Co-Requisite: THE 425   
Core Area: Philosophy  
This capstone seminar (for the Ethical Studies A.A.) in global ethics will explore many of the major ethical challenges in today’s 
global context arising in areas such as: foreign policy, war and peace, human rights, environmental concerns, poverty, 
consumption, and international current events.  Students will philosophically reflect on and generate solutions to 
representative case studies, applying ethical theory (using Ethics Game) and employing critical thinking skills.  Students will 
consider Catholic social justice teachings, the nature of business, international relations, and international develop and relief, 
which will enhance the context for generating such solutions.  The course presupposes a working knowledge of Catholic social 
justice teachings (thus a pre- or co-requirement in THE 425 Social Justice), as well as a basic working knowledge of ethical 
theory (thus the pre-requirement of at least two other Philosophy courses in ethics)."
PHI 455,READINGS IN PHILOSOPHY,3,"Students will discuss selected readings in an area or period of Philosophy directed, explained and guided by the instructor as 
arranged between the instructor and the student."
PHI 495,INTERNSHIP,1-3,"Interns work within organizations or other settings gaining experience in a specific area.   
COURSES OF INSTRUCTION: PHYSICS"
PHY 121,ELEMENTS OF PHYSICS I,3,"Prerequisite: MAT 115 (with a “C- “or better) or MAT 143 or MAT 151 or ACT Math Score ≥ 22 or SAT Math Score ≥ 550 or 
successful completion of pre-calculus by-pass exam.   
Core Area: Natural Science - Physics 
An introductory non calculus course in Physics designed for students majoring in disciplines other than math and the physical 
sciences.  The course"
covers 1,"and 2- dimensional motion, vectors, forces, momentum, energy, thermodynamics, and waves. 
 
PHY 121L - ELEMENTS OF PHYSICS I LABORATORY",1,"(3-hour lab)  
Concurrent Requisite: PHY 121   
Core Area: Natural Science - Lab 
An introductory non calculus course in Physics designed for students majoring in disciplines other than math and the physical 
sciences.  Students will perform selected experiments in mechanics, heat, and sound."
PHY 122,ELEMENTS OF PHYSICS II,3,"Prerequisite: PHY 121   
An introductory non calculus course in Physics designed for students majoring in disciplines other than math and the physical 
sciences.  The course covers electric fields, Ohm’s Law, magnetism, light, lenses, and some 20th century physics. 
   
PHY 122L - ELEMENTS OF PHYSICS II LABORATORY (1) 
(3-hour lab)   
Concurrent Requisite: PHY 122   
An introductory non calculus course in Physics designed for students majoring in disciplines other than math and the physical 
sciences.  Students will perform selected experiments in sound, electricity, optics, and possibly some 20th century physics."
PHY 141,GENERAL PHYSICS I,4,"Concurrent Requisites: MAT 151   
COURSES OF INSTRUCTION 
 | 191 
Core Area: Natural Science - Physics 
An introductory calculus-based course for Physics, Chemistry, Math and Pre Engineering majors. Topics include mechanics.  
 
PHY 141L - INTRODUCTION TO MEASUREMENT I (1) 
(3-hour lab)   
Concurrent Requisite: PHY 141   
Core Area: Natural Science - Lab 
Students will perform selected experiments in mechanics."
PHY 142,GENERAL PHYSICS II,4,"Concurrent Requisites: MAT 152   
An introductory calculus-based course for Physics, Chemistry, Math and Pre-Engineering majors. Topics include electricity 
and magnetism.  
 
PHY 142L - INTRODUCTION TO MEASUREMENT II (1) 
(3-hour lab)   
Concurrent Requisite: PHY 142   
Students will perform selected experiments in electricity and magnetism."
PHY 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
PHY 241,GENERAL PHYSICS III,3,"Concurrent Requisites: MAT 201   
An introductory calculus-based course for Physics, Chemistry, Math and Pre-Engineering majors. Topics include waves, sound, 
heat, optics, and modern physics.  
 
PHY 241L - INTRODUCTION TO MEASUREMENT III (1) 
(3-hour lab)   
Concurrent Requisite: PHY 241   
Students will perform selected experiments in heat, sound, optics, and modern physics."
PHY 242,MODERN PHYSICS,3,"Prerequisite: PHY 122 or PHY 241; MAT 143   
Special relativity, introduction to quantum mechanics, atomic and nuclear physics are covered."
PHY 255,SPECIAL TOPICS IN PHYSICS,1-3,"A special topics course investigates a specific topic in Physics that may not be included in the normal Physics curriculum.  The 
course may be structured to emphasize lab work, equipment or computer software development and evaluation, or the more 
traditional lecture format."
PHY 311,STATICS,3,"Prerequisite: PHY 241; MAT 201   
Statics will cover the application of the conditions of equilibrium to coplanar and space systems, static friction, centroids and 
moments of inertia."
PHY 312,CLASSICAL MECHANICS,4,"Prerequisite: PHY 242; MAT 202 and MAT 220   
An examination of the motion of a particle, systems of particles, d ‘Alembert’s principle, calculus of variation, Lagrange's 
equation, Hamilton's principle and dynamics, rigid bodies, moving coordinate systems, and small oscillations."
PHY 315,THERMAL PHYSICS,3,"Prerequisite: PHY 241; MAT 202   
192 | COURSES OF INSTRUCTION 
 
An investigation of the Laws of Thermodynamics, Maxwell's relation and Thermodynamic potential and the equation of state 
and elements of phase transition.  An introduction to statistical mechanics, Maxwell Boltmann, Bose Einstein and Fermi Dirac 
statistics and applications will be provided."
PHY 317,ASTROPHYSICS,3,"Prerequisite: PHY 242   
An advanced introduction to physics associated with astronomy and cosmology.  Topics will include orbital mechanics, 
spectroscopy, stellar interiors and evolution, galactic dynamics, the interstellar medium and cosmology.  Students can expect 
to utilize equipment at and data from The Bank of Kentucky Observatory as part of this course. 
 
PHY 321/322 - ADVANCED EXPERIMENTAL PHYSICS I, II (1, 1) 
(3-hour lab)   
Prerequisite: PHY 241L   
Students will perform selected experiments in mechanics, heat, physical optics, electricity and magnetism, solid state, and 
atomic and nuclear physics, designed to acquaint the student with the instrumentation and techniques of measurement and 
computer analysis used in modern day physics."
PHY 351,ELECTRONICS,4,"PHY 351L - ELECTRONICS LABORATORY 
(3-hour lecture, 3-hour laboratory)   
Prerequisite: PHY 122 or PHY 142   
Electronics will study AC and DC circuits and discrete and integrated semiconductors including diodes, transistors, amplifiers, 
and oscillators.  Other topics will include a study of digital logic, digital circuitry and microprocessors including gates, flip-
flops, counters, registers, multiplexing, and A/D converters."
PHY 355,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
PHY 391/392 - RESEARCH PROJECTS IN PHYSICS I, II (1, 1) 
An experimental project with a tone of research for physics majors."
PHY 411,NUCLEAR AND PARTICLE PHYSICS,3,"Prerequisite: PHY 416, MAT 310   
An examination of nuclear decay, nuclear reactions and models, subatomic particles, and discussions of recent advances in 
nuclear and particle physics."
PHY 412,INTRODUCTION TO SOLID STATE PHYSICS,3,"Prerequisite: PHY 241, PHY 251, PHY 416   
Topics covered in this course will include X ray crystallography, semi-conductor, phonons, dielectric materials, magnetic 
materials, and theory of solids."
PHY 416,QUANTUM MECHANICS,3,"Prerequisite: PHY 242, PHY 312; MAT 220, MAT 310   
Course will cover the dual nature of matter and radiation, the development of quantum mechanics, the uncertainty principles, 
wave functions and Schrodinger’s equation, representation theory, Hilbert Space, Dirac notation, eigenvalue problems, the 
potential well and potential barrier, as well as additional solutions to Schrodinger’s equation such as in simple symmetries"
"of 
2","3 dimensions.  The hydrogen atom and associated quantum numbers may be included. 
 
PHY 422 - ADVANCED CLASSICAL MECHANICS",3,"Prerequisite: PHY 312   
A continuation of topics explored in Classical Mechanics, including an in-depth examination of Hamiltonian mechanics, 
nonlinear mechanics, chaos, collision theory, and continuum mechanics."
PHY 426,ADVANCED QUANTUM MECHANICS,3,"Perquisite: PHY 416   
COURSES OF INSTRUCTION 
 | 193 
This course will consider some of the material in PHY 416 in more detail and continue on with the hydrogen atom, angular 
momentum and spin, systems of particles, perturbation theory, scattering theory, and other special topics of interest."
PHY 432,ELECTROMAGNETISM,4,"Prerequisite: PHY 142; MAT 310   
Electric and magnetic fields in free space and in materials, electromagnetic fields and waves and radiation are discussed."
PHY 442,ADVANCED ELECTROMAGNETISM,3,"Prerequisite: PHY 432   
This course will consider some of the material in PHY 432 in more detail and continue on with Electrodynamics, radiation near 
and far fields, and some common elementary graduate school problems."
PHY 455,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
PHY 475,ADVANCED TOPICS IN MATHEMATICAL PHYSICS,3,"Prerequisite: Permission of the instructor   
An in-depth investigation of a current issue in mathematical physics using the tools previously developed in the program.  The 
issue will be selected from topics such as functional integration, introduction to quantum field theory, differential geometry, 
general relativity, solitons, applications of non-linear PDEs, and representation theory, among others.  Cross-listed as MAT 
475."
PHY 490,ADVANCED RESEARCH PROPOSAL,1,"Prerequisite: PHY 322   
The student will create a written proposal for a research project that consists of a timeline, budget, and defined 
accomplishments.  This proposal will be based on background readings and often some preliminary data measurements to 
verify the feasibility of the project.  It is possible to successfully complete this course with the conclusion that the proposed 
project is not feasible or not affordable.  In this situation, the student must repeat the course with more realistic goals.  The 
proposal will be reviewed by the departmental faculty and the Chair’s approval is required to take PHY 491.  This course may 
be repeated once for additional credit."
