Course Code,Course Title,Credit Hours,Description
NSC 140,CONTEMPORARY CLIMATE SCIENCE,3," 
This interdisciplinary and interactive course is  designed to foster an interest in global  environmental issues 
by informing the student of  both the anthropogenic and n atural causes for  climate change. While focusing 
on the scientific  aspects of climate change, a broader study will  include issues pertaining to global policy 
and economics in order to engage the student in public  policy debates.  
 "
NSC 141,SCIENTIFIC INQUIRY,3," 
An interdisciplinary science course that examines fundamental concepts in physics, chemistry, biology, 
and geology. Students deconstruct historically famous experiments in order to understand the scientific 
theories and methodolog ies as well as the nature of science itself.   
 "
NRS 111,NUR SING SKILLS,1," 
This course prepares students to safely and efficiently perform basic psychomotor nursing skills which are 
client -centered, culturally responsive and evidence -based. Classroom, laboratory and simulation 
experiences foster the development  of clinical reasoning, a spirit of inquiry, and teamwork in preparation 
for the clinical experience.  
Prerequisite: Admission into the NURS.AAS program  
 "
NRS 116,PHARMACOLOGY,3," 
This course introduces students to basic principles of drug actions and nursing implications within the 
framework of the nursing process. Students will develop clinical reasoning and drug computation skills 
necessary to safely administer  medications in a culturally responsive, client -centered manner.  
Prerequisite: Admission in to the NURS.AAS program  
 "
NRS 119,HEALTH ASSESSMENT,3," 
This course prepares students to conduct evidenced -based, client -centered health assessments. Using a 
systematic and culturally responsive approach, the student will demonstrate safe assessment techniques 
and electronic health record documentation according to evidence -based practice.  Classroom, laboratory "
NRS 145,NORMAL/THERAPEUTIC NUTRITION,3," 
Basic nutritional concepts are presented with emphasis on application to patient care. Selected nutritional 
disorders and fundamentals of die t therapy are also included.  
 "
NRS 120,NURSING FUNDAMENTALS,4," 
This hybrid course introduces students to fundamental concepts of professional nursing, the nursing 
process, and advances with informatics.  This course is designed to teach students the impo rtance of 
evidence -based practice in providing client -centered and culturally responsive care.  This course also 
examines the disease prevention and health maintenance programs available within the community while 
also addressing Population Health within as signments.  Topics within this course include principles for 
building professional behaviors, advocating for the safety and well -being of clients, developing sound 
clinical reasoning, promote a spirit of inquiry, and build a strong foundation for a professi onal identity. 
Clinical experiences in the long -term care facilities and in community settings are designed to reinforce 
theory concepts, skills, and the nursing process.   
Prerequisite: Admission into the NURS.AAS program  
 "
NRS 210,MEDICAL SURGICAL NURSING I,4," 
This course prepares the student to provide culturally  responsive, safe, quality care while utilizing 
evidence -based clinical reasoning that meets the educational and health promotion needs of the medical -
surgical client and their families. Clinic al experiences, designed to reinforce theory, are included in the 
acute care setting.  
Prerequisite s: NRS 1 20, NRS 111, NRS 116, NRS 119  
 
NRS 2 11 CARE OF WOMEN AND NEONATES (3  CR) 
This course utilizes the nursing process to assist the student in collaborating with the client/family or other 
health care members to provide culturally responsive care during the childrearing experience. The student 
will address care issues from a physiological, pathophysiological, and psychosocial context using clinic al 
reasoning to provide safe and quality care for women and neonates. Clinical experiences designed to 
reinforce theory are included i n acute care clinical settings.  
Prerequisite s: NRS 12 0, NRS 111, NRS 116, NRS 119  
  "
NRS 212,BEHAVIORAL HEALTH,3," 
This course prepares the student to provide culturally responsive, safe, quality care utilizing clinical 
reasoning when caring for clients and their families with behavioral health needs. Clinical experiences, 
designed to reinforce theory, practice standards, a nd current research, are included in both the acute care 
and community settings.  Prerequisite s: NRS 210, NRS 211, and NRS 215  
 "
NRS 213,PEDIATRICS,3," 
This course explores Family Centered Care (FCC) concepts according to theories of growth and 
development to provide culturally responsive, safe, quality care utilizing clinical reasoning in the practice 
of primary preventative, acute and chronic nursing care of the pediatric patient population. Digital 
documentation techniques along with clinical experiences designed to reinforce application of theory, 
practice standards, and current research are included in both the acute care and community settings.  
Prerequisite s: NRS 210, NRS 211 and NRS 215  
 "
NRS 214,MEDICAL SURGICAL NURSING II,4, 
NRS 215,PATHOPHYSIOLOGY,4," 
This course challenges student to apply the  fundamental principles of pathophysiology in the  management 
of the most relevant acute and chronic  diseases within the framework of the nursing  process. The student 
will use pathophysiology  knowledge to develop sound clinical reasoning,  promote a spirit of inquiry, and 
build a strong  foundation for a pro fessional identity.  
Prerequisites: NRS 111, NRS 116, NRS 119, NRS 120  
 "
NRS 230,MEDICAL SURGICAL NURSING III,4," 
This course prepares students to provide culturally responsive safe, quality, transitional care while utilizing 
nursing judgment to increasin gly complex, critically ill, and/or multiple clients and their families. Clinical 
experiences designed to reinforce theory are included in both acute care and community settings.  
Prerequisite s: NRS 212, NRS 213 and NRS 214  
 "
PAM 190,INTRODUCTION TO PUBLIC ADMNISTRATION,3," 
This introductory course provides an overview of the field of public administration by focusing on 
theoretical foundation and practical knowledge. This course aims to introduce students to basic 
principles, context, environment, organizational structure, and co ntemporary issues in public  
administration.  
 "
PAM 240,PUBLIC POLICY MAKING & ANALYSIS ,3," 
Public administrators face many policy issues today including social justice concerns, policy development 
and navigating through political and demographic shifts. In this course stude nts will learn how to 
develop responses to public problems through policy making. Students will discuss challenges presented 
by a changing social and cultural environment such as cultural, racial, gender and value -related, 
financial, technological, institu tional, and operational issues in which public organizations operate. This  
course will also provide students with the tools necessary to adapt public administration by taking  
a dynamic, pervasive, and proactive approach towards public policy that promote o rganizational goals 
and community centered programming around critical issues.  
Prerequisite: PAM 230.  
 
………………………………………  
 
PHILOSOPHY (PHL)  
 "
PHL 231,INTRODUCTION TO PHILOSOPHY,3," 
In this course, you will be exposed to some of the major figures in Western philosophy, and through them, 
some of the most important philosophical questions. You will discuss questions such as: Is ethics all a 
matter of opinion? What is the good life for human beings? When is the state justified in using coercive 
power? Wh at is the nature of knowledge, and how do we get knowledge? What is the nature of reality?  
Can we prove the existence of God?  
 
 
 "
PHL 232,LOGIC,3," 
This course gives you a background in both informal and formal logic. Informal logic, which is derived fro m 
everyday types of discussions and arguments, is dealt with first. Topics included are the nature of 
arguments in general, statistical arguments, and fallacies (bad arguments). Formal logic involves dealing 
with arguments in an artificial language and is the ancestor of digital computers and every computer 
programming language. You will learn how to manipulate the artificial language and construct relatively 
simple proofs.  
 "
PHL 236,ETHICS,3," 
In this course, students will examine various questions concerning the status of ethical judgments and 
become familiar with certain approaches to ethics that have been influential in Western philosophy, 
including Kantian ethics, utilitarianism and virtue -based ethical theories. In addition, students will consider  
how these approaches can be employed in ethical decision -making.  
Prerequisite: ENG 131  
 "
PHL 243,GREAT WORLD RELIGIONS,3," 
Students examine the literature and historical settings of great world religions. The relationship of 
contemporary thought is considered for representative groups.  
 
………………………………………  "
PHY 131,CONCEPTUAL PHYSICS,4," 
Become familiar with basic concepts used in physics to describe and explain various physical phenomena. 
The course covers the following topics: kinematics (the description of motion); mechanics (the study of 
force, momentum, and energy); the behavior of solids, liquids and gases; temperature and heat; waves 
and sound; electricity and magn etism; and optics. The course is designed to familiarize the student with 
the basics of physics using a minimum of mathematics. The course includes a laboratory component.  
Prerequisite: MAT 0 40* or higher  
 "
PHY 145,INTRODUCTION TO BASIC PHYSICS,2," 
This course addresses the basic principles of classical physics specifically for the sonography program with 
a minimal amount of mathematics. The topics covered include motion, mechanics, energy, properties of 
matter, waves, heat, electricity and magnetism.  
Prerequisite: MAT 040* or higher  
 "
PHY 150,CONCEPTS IN ASTRONOMY,3," 
A one -semester conceptual astronomy course for non -science majors. This is a survey course that focuses 
on four broad content categories: the motions of the sky, the solar system, light & stars, and the universe. 
The emphasis of the course is on critical thinkin g about specific topics in these categories with a minimum 
of mathematics. There is no laboratory component.  
Prerequisite: MAT 033* or higher  
 "
PHY 151,ASTRONOMY,4," 
A one -semester conceptual astronomy course for non -science majors. This is a survey cou rse that focuses 
on four broad content categories: motions of the sky, the solar system, light and stars, and the universe. 
The emphasis of the course is  on critical thinking about specific topics in these categories. The course has 
an associated laborator y in which students run experiments to verify the concepts presented. The 
mathematical skills necessary for this course include working with ratios, rates, scaling, unit conversion, 
percentages, exponents, graphing, basic geometry and substitution  into for mulas.  
Prerequisite: MAT 033* or higher  
 "
PHY 231,COLLEGE PHYSICS I,4," 
Pre-professional and engineering technology students explore kinematics, mechanics, dynamics, 
thermodynamics, acoustics and general wave motion. The course includes a laboratory comp onent.  
Prerequisite: MAT 13 0* or higher  
 "
PHY 232,COLLEGE PHYSICS II,4," 
Students cover topics in electricity, magnetism and modern physics and is a continuation of PHY 231. The 
course includes a laboratory component.  
Prerequisite: PHY 231  
 "
PHY 251,MODER N UNIVERSITY PHYSICS I,5," 
Students cover classical mechanics, thermodynamics and wave motion. This course should be elected by 
all science and engineering students. The course includes a laboratory component.  
Prerequisite: MAT 151 or higher  
 "
PHY 252,MODERN UNIVERSITY PHYSICS II,5, 
PLS 141,AMERICAN NATIONAL GOVERNMENT,3," 
Develops a systematic framework for the interpretation of political activity in the United States. Numerous 
models explain the theoretical foundations of government and the decision -making process.  
 "
PLS 262,INTERNATIONAL RELATIONS,3," 
Survey contemporary world affairs and examine the nation -state system, the struggle for power, and 
factors creating harmony and hostility among states.  
 
………………………………………  
PRACTICAL NURSING (PNC ) 
 "
PNC 110,FOUNDATIONS OF PRACTICAL NURSING ,5," 
Students are introduced to the nursing process and their role as caregivers. Maslow’s hierarchy of needs is 
explored along with nursing skills that meet basic physiologic and safety needs. Clinical experie nce 
provides the student an opportunity to demonstrate initial application of the roles of nursing judgment 
and professional identity in a highly structured, supervised setting.  
Prerequisite: Admission into the PNCE.CERT program  
 "
PNC 111,FOUNDATIONS SKILLS  LAB,1," 
This course introduces students to fundamental  skills of practical nursing and the nursing  process. The 
laboratory component will provide  the student with visual demonstrations of  procedures, as well as 
hands -on practice and  group collaboration . 
Prerequisites: Admission into the PNCE.CERT program  "
PNC 112,PRACTICAL NURSE PHARMACOLOGY  I,2," 
This course introduces the PNC student to basic principles of drug actions and nursing implications within 
the nursing process framework. Students will develop safe medication practices and accurate drug dosage 
computation skills in a culturally sensitive, client -centered manner.  
Prerequisite: PNC 111  
Corequisite: PNC 110  
 "
PNC 113,PRACTICAL NURSE PHARMACOLOGY  II,1," 
The student will explore the nursing  process to understand the role of medications in relation to human 
disease, patient education, and disease management.  
Prerequisite: PNC 112  
Corequisite: PNC 120  
 "
PNC 140,MEDICAL -SURGICAL NURSING  III,3," 
Students use the nursing process to implement the  nursing role with adult clients experiencing  basic 
physical ( sensory, renal, reproductive,  musculoskeletal, and mental health) conditions. Emphasis will be 
placed on the special needs of  elderly clients. Understanding of how client's  response to disease states 
alters the safety,  love and belonging, and self -esteem n eeds will be  explored. Interventions helpful to the 
care of  the elderly will be included.  
Prerequisites: PNC 130 and PNC 1301  
 "
PNC 150,MATERNAL/NEWBORN CONCEPTS ,2," 
Students will extend the use of the nursing  process to women, obstetric patients, and  neonates. Maslow's 
hierarchy of needs is utilized  as a framework  to care for the client who has a  well-defined health care 
problem in a structured  setting.  
Prerequisites: PNC 140 , PNC 170 and PNC 1701   
 "
PNC 160,PEDIATRIC CONCEPTS ,2," 
Stud ents will extend the use of the nursing  process to children and childrearing clients. Maslow's hierarchy 
of human needs is utilized as  a framework to care for the client who has a well -defined health care 
problem in a structured  clinical setting.  
Prerequisite: PNC 140  
 
 
 
 "
PNC 170,ENTRY INTO PRACTICE ,2," 
Students will review the ethical/legal  responsibilities of the licensed practical nurse along with the scope  
of practice of the LPN as defined by the Michigan  Nurse Practice Act. Issues related to types of  health care 
organizations, LPN organizations,  continuing education, and licensure will be  covered. NCLEX -PN and 
licensure forms will be  received with instructions regarding completion  of forms as well as the testing / 
licensure  process. Informa tion on the search for  employment and job -seeking skills will be  included.  
Prerequisite: PNC 130  
 
………………………………………  
 
PSYCHOLOGY (PSY)  
 "
PSY 140,INTRODUCTION TO PSYCHOLOGY,4," 
Overview of the field of psychology, including learning, development, emotion, mo tivation, personality, 
abnormal behavior and psychotherapy.  
Prerequisites: ENG 086* and ENG 091 * 
 "
PSY 144,INTRODUCTION TO PROBABILITY & STATISTICS FOR  BEHAVIORAL  SCIENCE  RESEARCH ,4," 
This course is an introduction to experimental design, data representation, basic descriptive statistics, 
probability theorems, frequency distributions and functions, binomial  and normal probability distributions 
and functions, probability density functions, hypothesis testing, statistical inference, C hi-square analysis, 
linear regression, correlation and application of the above in making informed, data -driven decisions in 
real-world contexts. Both graphing calculators and computer -based statistical software (Microsoft Excel) 
will be used.  If the prere quisite is more than two years old, then the mathematics department 
recommends the course placement exam be taken or the prerequisite be retaken to ensure the        
success of the student.  
Prerequisite: MAT 033* or MAT 130* or higher  
 "
PSY 152,SOCIAL PSYCH OLOGY,3," (Same as SOC 152)  
Theoretical synthesis of social influences, including attitude formation, social and cognitive development, 
aggression, prosocial behavior, prejudice, conformity, culture and gender differences, influences, group 
processes an d interpersonal attraction will be studied.  
Prerequisite: PSY 140 or SOC 231  
 "
PSY 161,INTRODUCTION TO COUNSELING ,3," 
Learn basic counseling skills against a backdrop of comparative theories and systems of counseling. 
Ethical, legal and practical issues included.  
Prerequisite: PSY 140  
 "
PSY 222,APPLIED BEHAVIOR ANALYSIS,3," 
Methods and techniques for changing behaviors based on learning principles. Includes modeling, 
simulation, role playing, operant, aversion, fear reduction and self -management methods.  
Prerequisite: PSY 140  
 "
PSY 225,INTRODUCTION TO GROUP THERAPY,3," 
This course is designed to expose the student to the principles and concepts associated with the conduct 
of group therapy.  The course will be a combination of lecture an d application. The course is designed for 
psychology/social work majors with an interest in clinical applications.  
Prerequisites: PSY 140 and PSY 161, PSY 251 or PSY 252  
 "
PSY 232,SPORTS PSYCHOLOGY,3," 
This course will cover various psychological princip les associated with sport. The course is designed to 
introduce the student to the field of sport psychology through a broad  overview of the major topics in 
sport psychology, including but not limited to: personality, motivation, arousal, imagery, goal sett ing, 
burnout, gender, diversity and culture. A focus will be on performance enhancement through practical 
applications of theory.  
Prerequisite: PSY 140  
 "
PSY 245,INFANCY AND CHILDHOOD,3," 
Physical, mental, emotional and social development of the human individual from conception through 
childhood.  Genetic, prenatal and postnatal influences on development are examined. Cognitive and social 
learning theories are used to integrate research findings.  
Prerequisite: PSY 140  
  "
PSY 251,ABNORMAL PSYCHOLOGY,3," 
Survey of those behaviors that do not fit the norm of society, including causal factors, specific disorders 
and treatment methods.  
Prerequisite: PSY 140  
 "
PSY 252,DEVELOPMENTAL PSYCHOLOGY,3," 
Principles and theories of human development from conce ption through adulthood, with applications to 
foster optimal development. Cognitive, behavioral and social learning theories are used to integrate 
research findings. Prerequisite: PSY 140  
 "
PSY 256,EDUCATIONAL PSYCHOLOGY,3," 
Application of psychological theories to the teaching -learning process. Principles of cognitive and social 
development discussed along with discipline, motivation and assessment and evaluation.  
 "
PSY 290,HUMAN SEXUALITY,3," 
Physiological, psychological and sociocultural influences o n human sexuality, including gender, sexual 
maturation and behavior, identity, values, orientation, relationships, sexually transmitted diseases, sexual 
disorders and therapy.  
Prerequisite: PSY 140  
 "
PSY 344,ORGANIZATIONAL PSYCHOLOGY,3," 
Performance management and organizational change techniques based on principles of behavioral 
psychology. Environmental change strategies are emphasized. Topics include personnel management, 
employee motivation, job satisfaction, compensation strategies an d practices, employee behavior and 
leadership.  
Prerequisite s: ENG 131 and PSY 140  
 
………………………………………  
 
 
RADIOGRAPHY (RAD)  
 "
RAD 120,RADIOLOGIC ORIENTATION,2," 
This course orientates students to the field of radiography. Students are prepared to enter the hospital 
setting. Hospital personnel, departments, history, and means of operation are discussed. The moral, legal 
and professional rights and responsibilities of a radiographer are a focus.  
 "
RAD 121,RADIOGRAPHIC POSITIONING I,4," 
Students learn to form ulate and apply a working knowledge of radiographic positioning and human 
anatomy. The student will learn to select and employ the correct procedure process  during a radiographic 
examination and prepare to implement this knowledge in a clinical setting. Th e course covers anatomy 
and positioning of the chest, upper airway, abdomen, upper & lower extremity. Students will actively 
practice in a lab setting with a lab instructor.  
 "
RAD 125,RADIOGRAPHIC POSITIONING II,4," 
Students will continue to formulate an d apply a working knowledge of radiographic positioning and 
human anatomy. The students will learn to select and employ the correct procedure process during a 
radiographic examination and prepare to implement this knowledge in a clinical setting. This cour se will 
cover the bony thorax, spine, head, gastrointestinal tract, as well as urinary imaging.  
Prerequisite: RAD 121  "
RAD 126,CLINICAL PRACTICUM I,3," 
Clinical experience is provided in this course under the direct supervision of ARRT -registered 
radiog raphers. Clinical competencies will be given corresponding to the exams  completed in the 
classroom. Performance standards are used to evaluate the student’s progress.  
Prerequisite: RAD 121  
 "
RAD 160,FUNDAMENTALS OF RADIOLOGIC SCIENCE,4," 
This course will teach the student about the physics of radiology. The basic principles of electricity, 
magnetism and electromagnetic energy will be covered. This knowledge will help to provide an 
understanding of how a quality diagnostic radiograph is created,  while taking into account safe exposure 
factors for a patient. Students will understand how x -rays are created and how they interact with tissues 
and matter. A clear understanding of the fundamentals of physics is the starting point for becoming a 
superio r radiologic technologist.  
Prerequisite: RAD 126  
 "
RAD 161,RADIOGRAPHIC EXPOSURE,4," 
This course will study in depth the four radiographic qualities of density, contrast, recorded detail and 
distortion. Factors that affect the four radiographic qualities  will be discussed.  Students will learn 
mathematical formulas that aid them in better understanding these factors. Lab and group performance 
will be utilized to help students learn and understand the content.  
Prerequisite: RAD 126  
 "
RAD 162,CLINICAL PRACTIC UM II,3," 
Continuation of Clinical Practicum I.  
Prerequisite: RAD 126  
  
 
 
 
 "
RAD 209,CROSS SECTIONAL IMAGING,3," 
This course is designed to prepare imaging students for CT and MRI imaging. Students will learn how to 
identify and assess cross -sectional images. Expectations of radiologists and physicians will be clearly 
delineated in the course. Students that complete this course successfully will be better prepared for 
rotations in CT and/or MRI imaging.  
Prerequisite: RAD 125  
 "
RAD 211,CLI NICAL PRACTICUM III,6," 
Continuation of Clinical Practicum II.  
Prerequisite: RAD 162  
 "
RAD 212,SPECIAL RAD STUDIES,4," 
This course will provide a detailed study of special radiographic procedures. The course will discuss the 
role of the technologist, equipment required in various procedures, and concerns of the technologist 
when performing these exams. The course also discusses radiation protection and health physics. This 
course will provide direction to students for registry preparation.  
Prerequisite : RAD 160  
 "
RAD 213,RADIOBIOLOGY,2, 
RAD 214,CLINICAL PRACTICUM IV,5," 
Continuation of Clinical Practicum III.  
Prerequisite: RAD 211  
 "
RAD 218,RADIOGRAPHIC PATHOLOGY,3," 
This course will introduce the student radiographer to pathology. Students will learn about how differing 
pathologies occur and how they present themselves radiographically. The course will also discuss how 
differing pathologies affect the radiographic procedure itself.  
Prerequisite: RAD 213  
 "
RAD 219,CLINICAL PRACTICUM V,5," 
Continuation of Clinical Practicum IV.  
Prerequisite: RAD 214  
 
……………………… ………………  
 
RESPIRATORY CARE (RES)  
 "
RES 100,RESPIRATORY CARE TECHNIQUES I,7," 
This classroom and laboratory course is an introduction to the duties and responsibilities of respiratory 
care practitioners.  Topics covered include a review of physical science, cardiopulmonary anatomy and 
physiology, cardiopulmonary resuscitation, basic nursing skills, medical gas and aerosol administration, 
employee health and safety, pulmonary medications, and an orientation to clinical sites.  
 
 "
RES 101,INTRODUCTION TO RESPIRAT ORY CARE,2," 
The student in this course will be able to describe what a respiratory care practitioner does, where they 
work, the role of the respiratory care practitioner in patient care as well  as to recognize the role of 
professional organizations in the career. Using a series of case studies,  the student will identify HIPAA 
violations. The student will be introduced to medical abbreviations, calculations commonly used in 
respiratory care, normal values for vital signs and the normal chest x -ray, basic  heart/lung anatomy and 
physiology, lung volumes and capacities, and blood gas interpretation.  
  "
RES 104,CARDIOPULMONARY ASSESSMENT,2," 
This course is an introduction to basic physical and laboratory assessment of cardiopulmonary patients. 
Topics includ e basic pulmonary function and medical lab values, blood gas analysis, and bedside patient 
assessment equipment and techniques.  
 "
RES 114,CARDIOPULMONARY PATHOPHYSIOLOGY I,2," 
The student in this course will be able to describe the etiology, pathophysiology, clinical manifestations, 
diagnosis and management of a variety of cardiopulmonary diseases and processes. Using a series of case 
studies, students will continue to develop assessment skills and apply clinical practice guidelines to 
develop care plans for patients with cardiopulmonary disease.  
Prerequisites: RES 100 and RES 104  
 "
RES 115,CLINICAL PRAC TICE I,5," 
This course provides a hospital experience in which previously acquired classroom theory and laboratory 
skills can be exercised. Skills practiced include those associated with patient respiratory assessment, 
oxygen therapy, a wide range of br onchopulmonary hygiene therapies, and equipment processing.  
Prerequisites: RES 100 and RES 104  
 "
RES 120,RESPIRATORY CARE TECHNIQUES III,6," 
Mechanical ventilation topics are continued in this classroom and laboratory course. Topics presented 
include vol ume pre -set and pressure pre -set ventilator equipment and basic ventilator application and 
management techniques for adult patients.  
Prerequisites: RES 110 and RES 114  
 "
RES 124,RESPIRATORY PHARMACOLOGY,2," 
This course provides an overview of general pha rmacology with an emphasis on drugs used in the critical 
care management of cardiopulmonary conditions.  
Prerequisites: RES 110, RES 114 and RES 115  
 "
RES 125,CLINICAL PRACTICE II,2," 
This clinical course provides three types of experience for the respira tory therapy student. Firs t, there will 
be a continuation of basic respiratory care modalities from the previous semester. Second, the diagnostic 
areas of basic pulmonary function testing, arterial blood gas puncture and analysis, and 12 -lead 
electrocardio graphy will be introduced. Third, the student will receive an orientation to volume control 
ventilation in the adult ICU environment. In addition, weekly clinic seminars will be held on campus to 
facilitate student learning.  
Prerequisites: RES 110, RES 114  and RES 115  "
RES 126,CARDIOPULMONARY PATHOPHYSIOLOGY II,2," 
The student in this course will be able to describe the etiology, pathophysiology, clinical manifestations, 
diagnosis and management of a variety of advanced cardiopulmonary diseases and proces ses. Using a 
series of case studies, students will continue to develop assessment skills and apply clinical practice  
guidelines to develop care plans for patients with cardiopulmonary disease.  
Prerequisite: RES 114  
 "
RES 204,DIAGNOSTIC THEORY,3," 
This course covers pulmonary function testing and blood gas analysis equipment and procedures in the 
laboratory and clinical settings and includes an emphasis on the interpretation of test results from this 
equipment.  Ventilator graphics, an extension of P FT graphics, and their interpretation will be presented. 
Additionally, equipment and procedures in common use in the areas of ABG laboratories, 
cardiopulmonary stress testing, pulmonary rehabilitation, and pulmonary home care will be presented.  
Prerequisit es: RES 120, RES 125 and RES 126  
 "
RES 205,CLINICAL PRACTICE III,5," 
This clinical course allows students to assist in the pulmonary management of adults on mechanical 
ventilation. An integrated approach to patient care will be stressed through accurate patient assessment "
RES 207,ADVANCED CARDIOPULMONARY ANATOMY & PHYSIOLOGY,3," 
This course advances the student’s knowledge of cardiopulmonary physiology. The cardiac sections cover 
gross and histologic cardiovascular anatomy, neural/endocrinological control of cardiac function, 
hemodynamics, microcirculatory disorders, and a review of common cardiac arrhythmias. The pulmonary 
section covers bronchopulmonary anatomy, gas diffusion, blood flow, ventilation/perfusion relationships, 
gas transport, mechanics and control of ventilation, and lung responses to changing environments and 
condi tions.  
Prerequisites: RES 120, RES 125 and RES 126  
  "
RES 210,PERINATAL & PEDIATRIC RESPIRATORY CARE,3," 
This classroom and laboratory course covers topics including fetal growth and development, patient 
assessment, commonly encountered equipment and the  clinical management of common 
neonatal/pediatric diseases and conditions.  
Prerequisites: RES 120 and RES 205  "
RES 220,RESPIRATORY SEMINAR,2," 
This course presents a wide variety of topics for discussion. Included are respiratory care history, 
management  and supervision, trends in allied health, research, job acquisition skills and credentialing 
exam preparation.  
Prerequisite: RES 210  
 "
RES 225,CLINICAL PRACTICE IV,5," 
This clinical course provides a varied experience for students who are about to gradu ate. A major 
emphasis will be in assisting with the pulmonary management of neonatal patients on mechanical 
ventilation. Other rotations will be in a variety to advanced diagnostic laboratories and alternate site 
venues where respiratory therapists are emp loyed. In addition,  weekly clinic seminars will be held on 
campus to facilitate student learning.  
Prerequisite: RES 210  
 
………………………………………  
SEMINAR (SEM)  
 "
SEM 122,INTRODUCTION TO SERVICE ENGAGEMENT,1," 
This course aims to introduce and help students understand the concepts of teamwork and collaboration 
by actively participating with local non -profit organizations.  
 "
SEM 140,SEMINAR IN LIFE PATHWAYS,3," 
Seminar in Life Pathways (SEM 140) is the gateway  course to Jackson College. This course is designed to 
help all students develop both hard and soft skills, the inner qualities and external behaviors needed to 
take charge of their academic and career success. Students will be guided through an extensive process in 
making career choices and selecting an academic program of study at Jackson College and beyond . 
 
………………………………………  
 
SOCIAL WORK (SWK)  
 "
SWK 292,INTRODUCTION TO SOCIAL WORK,3, 
SMT 100,INTRODUCTION TO SPORT  MANAGEMENT,3," 
Students will explore careers in the sport industry, both in the  U.S. and globally, inclusive of professional, 
collegiate, yout h, and non -profit sport, as well global branding, sponsorships, merchandising and 
entertainment events. Using the sports industry perspective, many business principles will be covered, 
such as: marketing, strategic management, communication, sales and reve nue generation, facility 
management and finance.  
Prerequisi tes: CIS 095*  and MAT 033*  
 "
SMT 110,ESPORT IN SOCIETY,3," 
This course is designed to explore the sociological factors that influence esport in our society. The purpose 
of the course is to provide the student with the basis and ability to examine sociological issues found 
within esport. Key areas that will be examined in this course are health and wellness, global issues, youth 
and teen experiences, and race, religion, and gender equity in e sport.  
 "
SMT 111,HISTORICAL AND SOCIOLOGICAL ISSUES IN SPORT,3," 
This course is designed for students to examine and understand the ways in which sport and physical 
activity are affected by historical and social forces, and in turn, how sport and physica l activity influence 
society. This course also examines the sociological factors that influence sport in our society. The purpose 
of the course is to provide students with a sound theoretical basis and the ability to critically examine the 
sociological iss ues found within sport.  
 
 
 
 "
SMT 210,INTRODUCTION TO ESPORT MANAGEMENT,3," 
This course is designed to explore the various areas of the esport business industry. The course will 
examine the following areas in esport: business competencies, event managemen t, league operations, fan 
engagement, coaching, team management, content creation and video production, sponsorship, and 
broadcasting and streaming.  Other areas that will be examined in this course are health promotion and 
preventative care for esport game rs, influence of media on esport, and the history of esport. This course 
will introduce students to career opportunities and business concepts required to manage esport 
organizations and operations. The industry structure and challenges will also be discus sed. 
 "
SMT 230,PRINCIPLES OF SPORT  MARKETING,3," 
Students analyze the sport marketplace and consumption trends to identify customer wants and needs 
and develop effective marketing strategies to satisfy them. Emphasis is placed on evaluating  
sport/entert ainment environments, identifying target markets, building brands, and the marketing 
functions of product or service planning, pricing, promotion and placement (distribution).  
Prerequisites : CIS 095 *and MAT 033*  
 "
SMT 240,SPORT FACILITY AND EVENT MANAGEMEN T,3, 
SMT 245,INTERNSHIP,3," 
Students plan, organize, direct, and assess a public activity which integrates the learning objectives of the 
sports manageme nt degree. Students will have meaningful internship experience with an appropriate 
company. The company and job must be approved by the supervising faculty member.  
Prerequisite: Instructor permission required.  
 "
SMT 255,SPORT MANAGEMENT CAPSTONE,3," 
This capstone course culminates the sport management degree program. The goal of the course is to 
apply all previous course learning to develop and enhance employability skills within the sport 
management industry. In this course, students will explore topics such as writing a cover letter, writing a 
resume, building a business plan, and understanding a personal financial statement. Students will also 
examine various entry level professional certificate opportunities. This course provides students with an 
oppor tunity to develop personal capabilities, professional competencies, and business acumen by 
integrating and applying knowledge to real -work organizational opportunities and issues. This course is 
intended to provide the foundation knowledge necessary for an  entry -level career or an upper -level 
course preparation in sport management.  
 
………………………………………  
 
 
 
 
 
 
SOCIOLOGY (SOC)  
 "
SOC 152,SOCIAL PSYCHOLOGY,3," (Same as PSY 152)  
Theoretical synthesis of social influences, including attitude formation, social and cognitive development, 
aggression, prosocial behavior, prejudice, conformity, culture and gender differences/influences, group 
processes and interpersonal attraction.  
Prerequisite: PSY 140 or SOC 231  
 "
SOC 231,PRINCIPLES OF SOCIOLOGY,3," 
The discipline and its contributions to understanding the fundamental processes of social interaction. 
Includes  development of self, socialization process, groups and social structure. Ap plication of sociological 
principles to our society by examination of relevant research.  
Prerequisites: ENG 085* and ENG 090*  
 "
SOC 246,MARRIAGE AND FAMILY,3," 
The position and significance of marriage and the family in contemporary society are examined.  Issues are 
examined within the larger political,  historical and social context, including marriage and family values "
SPN 131,ELEMENTARY SPANISH I,4," 
Introduces and develops the four skills of language learning: listening, speaking, reading and writing, with 
special emphasis on listening and speaking.  
 "
SPN 132,ELEMENTARY SPANISH II,4," 
Provides increased practice in the basic language skills: listening, speaking, reading and writing.  
Prerequisite: SPN 131  
 "
