Code,Title,Hours,Description
SCIN 3100,Biological Science with Lab,4,"This course is a survey of our living world from single-celled 
organisms to plants, to humans. The course will highlight commonalities between all living things and will also 
cover concepts guiding interactions within the biosphere and between us and our world. Applicable current events 
will also be explored as they relate to the week’s topic. "
SCIN 3204,Science Concepts & Methods with Lab,4,"This course is an integrated science course encompassing 
major concepts and principles of physics, chemistry, astronomy, or earth sciences. The emphasis is on these 
concepts and principles and their application to real-world views.  "
SCIN 3224,Introduction to Meteorology,4,"This course introduces students to basic weather principles, including 
fronts, air pressure, jet stream, and heat and energy distribution. Students gain awareness of their world through 
understanding how complex interactions of weather elements produce various weather systems. Students learn how 
to locate and interpret weather data, including a surface map and how to analyze available data to forecast weather. 
In the laboratory portion of the course, students learn to read, record and report on data collected from a weather 
station, with the ultimate goal of creating a local weather forecast based on interpretation of personally-collected 
data.  "
SCIN 3501,Water Science & Human Thriving Lab,1,"This laboratory course accompanies SCIN 3503. In this 
course, students will have the opportunity to visit water management facilities, conduct water testing, analyze soil 
samples, explore water chemical properties, and participate in other activities that support the accompanying lecture 
course. Students should expect to complete hands-on demonstrations and experiments and to write reports of their 
findings. When combined with SCIN 3503, this course will meet the Arts and Sciences Core 4-hour Science with 
lab requirement.  "
SCIN 3503,Water Science & Human Thriving,3,"This course focuses on the science behind the cycling and 
chemistry of water and the use of water to meet the needs of mankind over the history of civilization through today. 
In order to provide a big-picture understanding of water issues, students will learn about a variety of topics as they 
relate to water, including: water chemistry, water movement through plants and soil, related concepts in hydrology 
and geology, irrigation principles and the history of agriculture, and finally current issues of urbanization and 
international disputes over water resources. The course will meet the 3-hour science Elective requirement in the Arts 
and Sciences Core. In combination with the lab, this course will meet the Science with lab (4 credit hour) 
requirement for the Arts and Sciences Core. The course can also be applied as a 3-hour general elective. "
SFFS 3013,Motor Learning,3,"This course focuses on motor skill acquisition; variables that influence learning 
and performance of motor skills; and the relationship between skill acquisition, growth, development, and 
adaptation. Students apply these principles in teaching and coaching motor skills. Prerequisite: SFIT 2013 
Kinesiology. [ACSM-CPT, ACSM-GEI, ACSM-HFS, NSCA-CPT, NSCA-CSCS]  "
SFFS 3023,Essentials of Strength Training & Conditioning,3,"This course focuses on theories, organization, 
methods, and techniques involved in the teaching and coaching of strength training, physical conditioning, and 
personal training. It includes an introduction to biomechanical principles and their application. Prerequisite: SFIT 
2013 Kinesiology. Recommended Preparation: HLSC 1013 Health Science and BIOL 2034 Anatomy & Physiology I 
with Lab. [ACSM-CPT, ACSM-GEI, ACSM-HFS, NSCA-CPT, NSCA-CSCS] "
SFFS 3033,"Health & Fitness Testing, Evaluation & Prescription",3,"This course provides practical experience in 
using laboratory instruments and methodologies to evaluate health-related components of physical fitness. Special 
emphasis is placed on testing protocols, interpretation, risk identification and stratification, and the application of 
American College of Sports Medicine (ACSM) guidelines in prescribing a health and fitness regimen. 
Recommended Preparation: SFIT 2013 Kinesiology and SFFS 3023 Essentials of Strength Training & 
Conditioning, HLSC 1013 Health Science and BIOL 2034 Anatomy & Physiology I  with Lab. [ACSM-CPT, 
ACSM-GEI, ACSM-HFS, CSRM 2, NSCA-CPT, NSCA-CSCS] "
SFFS 3040,Anatomical Kinesiology,4,"This course is designed to help students understand the most common 
muscles and muscle groups relevant to exercise and body movements. The course will focus on muscle origin, 
insertion, and action which will better equip the students to understand what exercises target and which body 
movements are generated by specific muscles and muscle groups. This course will give students additional 
knowledge that will help improve body awareness, which, over time is helpful for lifetime health and fitness. 
Content of this course is a solid foundation for understanding and explaining body movement. Improving one’s 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
354 
 
 
understanding of body movement is important for lifetime wellness, adapting exercise to one’s abilities, as well as 
provide some context of understanding with musculoskeletal medical needs. "
SFIT 1011,Aerobics,1,This course develops skills in aerobics. 
SFIT 1021,Basketball,1,"This course develops skills in basketball with emphasis on its rules, tactics, and 
strategies. "
SFIT 1031,Royal Wellness Program,1,"The Royal Wellness Program provides practical application of health and 
fitness principles in an exercise class setting. Students learn and apply various techniques and appropriate 
implementation strategies for exercise class development and execution. Proper weight loss and weight control 
principles are discussed, and methods for accurate and practical monitoring for body composition improvements are 
utilized.  "
SFIT 1041,Golf,1,"This course develops skills in golf with emphasis on its rules, tactics, and strategies. "
SFIT 1051,Lifesaving,1,This course develops skills in lifesaving. 
SFIT 1061,Racquetball,1,"This course develops skills in racquetball with an emphasis on its rules, tactics, and 
strategies. "
SFIT 1071,Running,1,This course develops skills in running with an emphasis on effective strategies. 
SFIT 1081,Self Defense,1,"This course develops skills in self-defense with an emphasis on its tactics and 
strategies. "
SFIT 1091,Soccer,1,"This course develops skills in soccer with an emphasis on its rules, tactics, and strategies. "
SFIT 1101,Softball,1,"This course develops skills in softball with an emphasis on its rules, tactics, and strategies. "
SFIT 1111,Swimming,1,This course develops skills in swimming with an emphasis on effective strategies. 
SFIT 1121,Tennis & Badminton,1,"This course develops skills in tennis & badminton with an emphasis on their 
rules, tactics, and strategies. "
SFIT 1131,Volleyball,1,"This course develops skills in volleyball with an emphasis on its rules, tactics, and 
strategies. "
SFIT 1141,Weight Training,1,"This course develops skills in weight training with an emphasis on effective 
strategies. "
SFIT 1151,Women’s Volleyball: Varsity,1,"This course is designed for female students who make the varsity 
volleyball team and complete the intercollegiate competitive season. It develops knowledge of game rules, strategy, 
coaching, and nutrition, along with an improved fitness level. Attendance and participation levels are important 
factors in the evaluation process. Christian student-athletes will be expected to think how their identities as a 
Christian, student, and athlete are integrated. Being able to do this within the context of sport will allow for a 
practical opportunity to grow as a Christian sportsperson. "
SFIT 1161,Women’s Soccer: Varsity,1,"This course is designed for female students who make the varsity soccer 
team and complete the intercollegiate competitive season. It develops knowledge of game rules, strategy, coaching, 
and nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1171,Men’s Soccer: Varsity,1,"This course is designed for male students who make the varsity soccer team 
and complete the intercollegiate competitive season. It develops knowledge of game rules, strategy, coaching, and 
nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1181,Cross-Country: Varsity,1,"This course is designed for students who make the varsity cross-country 
team and complete the intercollegiate competitive season. It develops knowledge of rules, strategy, coaching, and 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
355 
 
 
nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1191,Women’s Basketball: Varsity,1,"This course is designed for female students who make the varsity 
basketball team and complete the intercollegiate competitive season. It develops knowledge of games rules, strategy, 
coaching, and nutrition, along with an improved fitness level. Attendance and participation levels are important 
factors in the evaluation process. Christian student-athletes will be expected to think how their identities as a 
Christian, student, and athlete are integrated. Being able to do this within the context of sport will allow for a 
practical opportunity to grow as a Christian sportsperson. "
SFIT 1201,Men’s Basketball: Varsity,1,"This course is designed for male students who make the varsity 
basketball team and complete the intercollegiate competitive season. It develops knowledge of the game rules, 
strategy, coaching, and nutrition, along with an improved fitness level. Attendance and participation levels are 
important factors in the evaluation process. Christian student-athletes will be expected to think how their identities 
as a Christian, student, and athlete are integrated. Being able to do this within the context of sport will allow for a 
practical opportunity to grow as a Christian sportsperson. "
SFIT 1211,Men’s Baseball: Varsity,1,"This course is designed for male students who make the varsity baseball 
team and complete the intercollegiate competitive season. It develops knowledge of game rules, strategy, coaching, 
and nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1221,Tennis: Varsity,1,"This course is designed for students who make the varsity tennis team and 
complete the intercollegiate competitive season. It develops knowledge of game rules, strategy, coaching, and 
nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1231,Golf: Varsity,1,"This course is designed for students who make the varsity golf team and complete the 
intercollegiate competitive season. It develops knowledge of game rules, strategy, coaching, and nutrition, along 
with an improved fitness level. Attendance and participation levels are important factors in the evaluation process. 
Christian student-athletes will be expected to think how their identities as a Christian, student, and athlete are 
integrated. Being able to do this within the context of sport will allow for a practical opportunity to grow as a 
Christian sportsperson. "
SFIT 1241,Cheerleading: Varsity,1,"This course is designed for female athletes who make the varsity 
cheerleading team and complete the intercollegiate season. It develops knowledge of cheerleading and an improved 
fitness level. Attendance and participation levels are important factors in the evaluation process. Christian student-
athletes will be expected to think how their identities as a Christian, student, and athlete are integrated. Being able to 
do this within the context of sport will allow for a practical opportunity to grow as a Christian sportsperson. "
SFIT 1261,Practicum,1,"Students gain practical experience with management of tasks through experiential 
learning. Students will assist with planning, organizing, leading, and evaluating various sport and fitness activities, 
events, and games. Topics also include best practices and procedures with operating and maintaining athletic 
facilities. Students will be expected to log approximately 30 hours outside of the classroom. "
SFIT 1271,Softball: Varsity,1,"This course is designed for female students who make the varsity softball team 
and complete the intercollegiate competitive season. It develops knowledge of games rules, strategy, coaching, and 
nutrition, along with an improved fitness level. Attendance and participation levels are important factors in the 
evaluation process. Christian student-athletes will be expected to think how their identities as a Christian, student, 
and athlete are integrated. Being able to do this within the context of sport will allow for a practical opportunity to 
grow as a Christian sportsperson. "
SFIT 1291,Functional Fitness,1,"This course develops versatile fitness skills, using minimal equipment, with an 
emphasis in speed, agility, quickness, as well as form, technique, and program development generated from current 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
356 
 
 
research and best practices from the field. Students will integrate strength training and flexibility to complement 
functional fitness goals. "
SFIT 1301,Triathlon Skills,1,"This course develops skills in triathlon training with an emphasis on its rules, 
techniques, and strategies. Students will learn basic swimming, cycling, and running fundamentals. "
SFIT 1321,Indoor Sports & Games,1,"This course develops skills in indoor sports, including, but not limited to, 
volleyball, futsal, basketball, goal ball, table tennis, various adapted sports and games, etc. with an emphasis on each 
sport's rules, techniques, and strategies. "
SFIT 1331,Lifetime Sports & Games,1,"This course develops skills in lifetime sports, including, but not limited 
to, golf, tennis, disc golf, pickle ball, table tennis, etc. with an emphasis on their rules, techniques, and strategies. "
SFIT 1341,Outdoor Sports & Games,1,"This course develops skills in outdoor team sports, including, but not 
limited to baseball, softball, beach volleyball, flag football, Chicago ball, ultimate frisbee, capture the flag, Spike 
Ball, Kan Jam, various adapted sports and games, etc. with an emphasis on each game’s rules, techniques, and 
strategies. "
SFIT 2013,Kinesiology,3,"The course serves as an introduction and foundation to the Sport and Fitness 
Leadership major. Students will examine how physical activity permeates all aspects of life. A strong emphasis will 
be placed on career exploration, career opportunities, and professional development. This will entail the creation of 
resumes and cover letters, bringing in guest speakers from the field of kinesiology, and enhancing student 
professionalism and leadership skills. "
SFIT 2023,Sport & Exercise Psychology,3,"This course is devoted to assisting students in learning and using 
theoretical and practical information related to the psychology of sport and physical activity. Effective mental 
training skills for successful sport and life performance are also discussed. Lectures, labs, discussions, role playing, 
and guest speakers are used to illustrate the theoretical and applied foundations of sport psychology. "
SFIT 3013,Sports Ministry Models,3,"This course begins with a historical overview of the use of sports in 
Christian evangelism and discipleship (e.g. athletic metaphors of the Apostle Paul, the “Muscular Christianity” of 
the Victorian era, and the contemporary Sports Ministry movement), along with biblical, theological, and 
philosophical foundations for sports ministry (a theology of competition, victory, unity, character formation, and 
sportsmanship). Students then explore a variety of proven methods and models for using sports to share Christ with 
youth and adults (church leagues, sports mission trips, training camps, and clinics). Successful sports ministry 
programs serve as case studies providing ideas, lessons, and inspiration for their own outreach efforts. Participants 
learn about resources and organizations that promote sports ministry (such as the Association of Church Sports and 
Recreation Ministers and the Fellowship of Christian Athletes), as well as professional opportunities in the field. 
[CSRM 1, CSRM 2] Prerequisite: SFIT 2013 Kinesiology "
SFIT 3031,Internship Orientation,1,"The interactive seminar introduces the parameters of the internship 
experience and provides an in-depth look at various internship settings. The seminar includes a discussion of student 
requirements, responsibilities, policies, expectations, and support prior to and during the Sport & Fitness Internship. 
Topics include professional etiquette and behaviors, an overview of workplace policies and laws, and enhancing 
professional development competencies. Seminar students construct professional goals and objectives and then 
research and contact prospective Practicum site supervisors. By the conclusion of the seminar, students are required 
to secure a practicum site and supervisor who agrees to supervise, mentor, and evaluate the student during the 
Internship experience. The Internship Orientation is a prerequisite for the Internship; the Internship Orientation is 
recommended to be taken the term immediately before taking the Internship. Prerequisite: SFIT 2013 Kinesiology "
SFIT 4013,"Legal, Ethical & Professional Standards for Sports Professionals",3,"This culminating course for the 
Sport & Fitness Leadership Major focuses on legal, ethical, and professional standards for sports professionals. It 
gives attention to issues related to church, school, and community settings. Prerequisite: SFIT 2013 Kinesiology. 
[ACSM-GEI, ACSM-HFS, CSRM 2, NSCA-CPT] "
SFIT 4040,Sport & Fitness Extended Internship,12,"Students integrate theory, praxis, and faith, under the 
guidance of an experienced field mentor, through an immersive leadership experience in a church, school, or 
community setting with the SFIT industry. Students will earn 12 credit hours for successfully completing the course 
requirements, which includes logging approximately 400 clock hours at their internship site. Journaling, 
collaborative projects, professional mentorship, and performance reviews are designed to facilitate reflection and 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
357 
 
 
holistic personal, professional, vocational, and leadership development. Prerequisites: SFIT 2013 Kinesiology and "
SFIT 3031,"Internship Orientation. 
SFIT 4033 Sport & Fitness Internship",3,"Students integrate theory, praxis, and faith through a supervised 
leadership experience in a church, school, or community setting. Journaling and small group discussions facilitate 
reflection, mentoring, and growth. The internship experience may be between 3–12 credit hours (3 hours minimum 
are required). Prerequisites: SFIT 2013 Kinesiology and SFIT 3031 Internship Orientation.[ACSM-CPT, ACSM-
GEI, TDOE]   "
SFPE 3013,Introduction to Coaching,3,"This course includes an overview of the roles, qualifications, 
responsibilities, and skills required of coaches during the season and off season. It addresses principles and 
philosophies of coaching, as well as issues affecting coaches both on and off the field. Prerequisite: SFIT 2013 
Kinesiology. [ACSM-CPT, NSCA-CPT]  "
SFSA 3013,Organization & Administration of Athletic Programs,3,"Students explore practical aspects of 
administering athletic programs, including planning, organization, scheduling, staffing, recruiting and training 
volunteers, budgeting, promotion, fundraising and sponsorships, tournament and event management, working with 
coaches and officials, church and community resources, facility care, goal-setting, and evaluation. Prerequisite: "
SFIT 2013,"Kinesiology. [ACSM-HFS, CSRM 1, CSRM 2, NSCA-CSCS]  
SFSA 4013 Principles of Sport Marketing",3,"Students examine principles of marketing and apply fundamental 
concepts of pricing, product decisions, distribution channels, promotional strategies, and public relations to the sport 
industry. Topics also include marketing research and assessment, branding decisions, endorsements and 
sponsorships, licensing and logos, and trends in technology and media. Prerequisite: SFIT 2013 Kinesiology. "
SPAN 1100,Spanish I,3,"This course lays a foundation for ongoing language acquisition by devoting time and 
attention to all four language skills—listening, speaking, reading, and writing. It facilitates discussion and 
experience of Spanish culture, both inside and outside the classroom. Special Consideration: Without the 
instructor’s permission, this course is not open to students with more than two years of high school Spanish or more 
than one term of college-level Spanish or its equivalent. Course fee may apply. "
SPAN 1200,Spanish II,3,"This course furthers the goals and objectives set forth for SPAN 1100. It expands the 
foundation of language acquisition, with attention given to all four-language skills—listening, speaking, reading, 
and writing. It facilitates opportunities for discussion about and the experiencing of Spanish cultural practices, both 
inside and outside the classroom. Prerequisite: SPAN 1100 Spanish I or equivalent. "
SPAN 2300,Spanish III,3,"This course builds upon the foundation of communicative skills developed in SPAN 
1100 and SPAN 1200 through increased emphasis on setting the language within its “natural” historical, literary, 
and socio-cultural contexts and through a corresponding decrease in emphasis on grammar-as-grammar. 
Prerequisites: SPAN 1100 Spanish I, SPAN 1200 Spanish II or equivalents. Special Consideration: Without the 
instructor’s permission, this course is not open to students with more than three years of high school Spanish or 
more than one year of college-level Spanish or its equivalent. Course fee may apply.  "
SPAN 2400,Spanish IV,3,"This course continues the emphases of SPAN 2300, broadening and deepening the 
“passive” and “active” communication skills previously developed, through an increased emphasis upon using the 
language within its “natural” historical, literary, and sociocultural contexts. Prerequisite: SPAN 2300 Spanish III or 
equivalent.  "
SPED 3113,Techniques for Inclusion of Diverse Learners,3,"This course discusses the principles of inclusion, 
how to work with students with disabilities in an inclusive setting; the role of the special educator in an inclusive 
setting and ways to team teach with the general education teacher. Theories of inclusion will be discussed.  "
SPED 3223,Instructional Methods for Special Education,3,"Students will explore the content, materials and 
methods of all areas of the curriculum except reading and language arts giving special attention to meeting the needs 
of the student with disabilities. Special Consideration: This course is limited to students accepted into the teacher 
education program. "
SPED 3313,Characteristics & Needs of the Mildly & Moderately Disabled,3,"Emotional, behavioral 
characteristics, assessment and intervention strategies and theories will be examined with particular reference to the 
needs of the mildly and moderately disabled student.  
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
358 
 
 "
SPED 3323,Managing Challenging Behaviors & Special Education Law,3,"Students will explore special 
education legislation regarding the rights of persons with disabilities and the effect on our educational system and 
society. Consideration will be given to major current problems and issues concerning persons with disabilities and 
those with learning problems. Specific attention will be given to those with severe challenging behaviors. The class 
will guide students into developing a model for appropriate interaction with persons with disabilities informed by 
Christian principles, values and dispositions.  "
SPED 3333,Assessment & Diagnosis of Persons with Disabilities,3,"Terms and constructs used in describing 
and interpreting test results will be studied with the uses, purpose, nature and procedures of formal and informal 
tests. A brief history of psychometric testing will be presented. The student will learn to transform the assessment 
data into programmatic guidelines for instructional objectives. Special Consideration: This course is limited to 
students accepted into the teacher education program. "
SPED 4213,Diagnosis & Remediation of Reading Problems,3,"
This course examines the ways to diagnose errors and reading problems and then offers students tools to remediate 
these problems. Special Consideration: This course is limited to students accepted into the teacher education 
program who have taken the Reading Methods class. "
SPED 4313,Nature & Needs of the Gifted,3,"This course examines the particular nature, needs, and development 
of the gifted student. Pertinent issues such as creativity, cultural differences, gender, and underachievement are 
examined. The history of gifted education is explored, as well as how to recognize and identify giftedness in the 
classroom. Students also examine characteristics of the teacher of the gifted.  "
SPED 4323,Methods for Teaching the Gifted,3,"This course provides learners with an understanding of the 
instructional needs of gifted students and the resources available to teach and enrich the education of the individuals. 
Emphasis is placed on curricular models, teaching strategies of differentiated instruction, and processes for learning. "
THEO 1303,Orientation to Theology,3,"What is theology? How is it studied? What are its challenges and 
benefits? Questions like these offer structure to a study of key doctrinal issues relating to a God-centered life: 
Christology, salvation, work of the Spirit, community living, and Christian formation are considered. "
THEO 2303,Biblical Interpretation,3,"Learning to read, interpret, and apply the biblical text is a skill set built 
upon specific presuppositions and principles. Biblical Interpretation teaches learners how to recognize these 
presuppositions and use these principles to study Scripture with care and understanding. Prerequisites: BIBL 1103 
Orientation to Old Testament, BIBL 1203 Orientation to New Testament, and THEO 1303 Orientation to Theology.  "
THEO 2313,The Character and Work of God,3,"This course explores the attributes and names of God in 
Scripture and in Christian reflection including holiness, love, mercy, etc. It also explores the distinctive works of 
God, covering selected topics such as the relationship between God and creation, God’s self-revelation, the 
Incarnation of the Son of God, and the outpouring of the Holy Spirit. Prerequisite: THEO 1303 Orientation to 
Theology. "
THEO 2323,God and the Human Person,3,"How do we understand ourselves within a relationship to God and 
the Christian story? How do past, present, and future acts shape us and lead us to God? These questions suggest the 
pursuit of personal formation and ethics within the scope of Christian thought. Prerequisite: THEO 1303 
Orientation to Theology. "
THEO 3102/FAMS 3102,Theology & Human Sexuality,3,"This course is a theological and biopsychological-
spiritual investigation into human sexuality. Issues discussed include, but are not limited to, characteristics of 
healthy and unhealthy sexual relationships, interpersonal dynamics of sexual intimacy, gender, marriage, and sexual 
orientation. Students learn the art of theological reflection and worldview analysis as they explore sexuality 
historically and address human sexuality from value-respectful positions. Additional attention is given to 
investigating attitudes, behaviors, and decision-making as an expression of understanding. Prerequisites: THEO 
2XXX THEO Study 1 and THEO 2303 Biblical Interpretation. "
THEO 3104,New Testament Christology,3,"A study of the Church’s understanding of Christ as reflected in the 
New Testament. Particular attention is given to the relationship between New Testament text, the cultures of the 
Hellenistic-Roman world, Israel’s Scriptures, and the Church’s later development of Christological creeds and 
confessions. Prerequisites: THEO 2XXX THEO Study 1 and THEO 2303 Biblical Interpretation.  
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
359 
 
 "
THEO 3106,Topics in Theology,3,"This course covers individual topics, movements, and figures in the history of 
Christian theological reflection: among them, the study of God, Christ, the Holy Spirit, the Church, Salvation, and 
the nature of Scripture. Prerequisites: THEO 2XXX THEO Study 1 and THEO 2303 Biblical Interpretation.  "
THEO 3107,Contemporary Theology,3,"A study of major theological figures and movements in the 19th, 20th, 
and early 21st centuries. The course provides a broad perspective on theological developments within the time 
period while focusing on in-depth analysis of the primary sources. Prerequisites: THEO 2XXX THEO Study 1 and "
THEO 2303,"Biblical Interpretation.  
THEO 3112 Biblical Interpretation Across Cultures",3,"Different cultures read the biblical text with different 
eyes. They notice what other cultures do not. They apply the text differently based on their own cultural location. 
This course enables students to recognize their own cultural lenses and learn to read through the lenses of others in 
order to come closer to an intercultural “crowdsourced” reading. Prerequisites: THEO 2XXX THEO Study 1 and "
THEO 2303,"Biblical Interpretation.    
THEO 3115 Theology of the Trinity",3,"A study of the doctrine of the Trinity from the Scriptures to modern 
times. Students will read and discuss primary texts and contemporary treatments in order to better understand the 
place of the doctrine of the Trinity in Christian theology. Prerequisites: THEO 2XXX THEO Study 1 and THEO 
2303 Biblical Interpretation. "
THEO 3117,Creaturely Theology,3,"Creaturely theology blends biological and ecological field work on campus 
and in nearby areas with theological reflection on non-human creatures (plants and animals), spiritual formation in 
nature, and theological reflection on creation care and stewardship in order to better understand ourselves and non-
human creatures in a way that approximates how God understands and cares for such creatures. Prerequisites: 
THEO 2XXX THEO Study 1 and THEO 2303 Biblical Interpretation. NOTE: Course Fee may apply. "
THEO 3120,Theological & Biblical Foundations of Christian Worship,3,"This course explores biblical-
theological foundations of Christian worship. It seeks to develop a theology of worship based on the concepts and 
practices of worship modeled in Scripture and applies that theology in contemporary worshipping contexts. This 
course is taught by and for the Worship Ministry Program of the School of Communication and Creative Arts. 
Prerequisite: THEO 2303 Biblical Interpretation.  "
THEO 3121,History of Christian Worship,3,"This course surveys the development of Christian worship from 
the close of the New Testament era to the present day. Attention is given to the worship practices of the Stone-
Campbell Movement. The course aids the student to develop his or her own practical approach to worship. This 
course is taught by and for the Worship Ministry Program of the School of Communication and Creative Arts. 
Prerequisite: THEO 3120 Theological & Biblical Foundations of Christian Worship. "
THEO 3123,Women in the Bible,3,"This course studies the place of women in the Bible with attention to the 
texts’ historical and literary contexts. Particular attention is also given to the subsequent interpretation of texts about 
women in the Bible and the impact those interpretations have had on the church. Prerequisites: THEO 2XXX THEO 
Study 1 and THEO 2303 Biblical Interpretation. "
THEO 3133,Christian Thought and Film,3,"This course offers instruction in discerning theological elements 
inherent in modern film. Films selected for study feature examples of either Christian theology or theologies in 
competition with Christianity. Students receive tools for making moral decisions about movie-going and for 
evaluating a film’s content. Prerequisites: THEO 2XXX THEO Study 1 and THEO 2303 Biblical Interpretation. "
THEO 3143,"Christian Pilgrimage Today (3).This course is an academic supplement to a study-abroad experience 
in the lands of the Bible, regions integral to the historic development of biblical literature and home to three diverse 
text-oriented communities, namely Judaism, Christianity, and Islam. Observation and engagement allow learners to 
reflect upon Christian thinking and personal ministry in an increasingly complex world. Prerequisites: THEO 2XXX 
THEO Study 1 and THEO 2303 Biblical Interpretation. Note: course fee may apply.  
THEO 3173 Theology of Vocation",3,"This course explores theological thinking about calling and vocation. 
Learners are challenged to consider how Christian thought applies to a personal sense of purpose, mission, and 
employment. A final exercise is cast within the context of professional practice and ethics. Prerequisites: THEO 
2XXX THEO Study 1 and THEO 2303 Biblical Interpretation. "
THEO 3999,Global Theology,3,"This course introduces students to principles and processes for developing a 
theology of mission for the context in which they serve. Emphasis is placed on biblical precedent, exegesis, and a 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
360 
 
 
practical approach to the local context. Prerequisites: THEO 2XXX THEO Study 1 and THEO 2303 Biblical 
Interpretation. "
WORS 1001,Worship Leadership Orientation,1,"This course introduces first semester students to the Worship 
Leadership program by overviewing key areas of the curriculum, including the value of music studies, the 
importance of biblical, theological, and historical inquiry, the necessity of improving one's practical ministry, 
musical and production skills, and developing a philosophy in Christian gathered worship. The course aims to orient 
the student to the program's expectations and design in order to prepare them for success in their study of Worship 
Leadership. Students participate in a weekend retreat/seminar as part of this course. "
WORS 2000,Chapel Worship Leadership Team,1,"This team of students will be involved in the practical 
experience of planning, preparing and leading weekly chapel services. This provides a “laboratory” for the 
application of the principles of Christian worship as taught in the Worship Leadership program courses. (Open only 
to upperclassmen Worship Leadership majors and by invitation of instructor.) "
WORS 2010,Worship & Culture,3,"This course is designed to introduce students to biblical principles and 
pastoral considerations regarding the dynamic relationship between worship and culture. The course aims to aid 
students in developing a practical approach to worship leadership that is (1) grounded in the eternal and universal 
nature of Christian worship, and (2) informed by the specific cultural and demographic context of their local 
congregation. 
 WORS 3023 Songwriting & Composition (3). This course will introduce the elements and procedures of song 
composition that will be most useful in a church setting. The writing of lyrics will be addressed from a background 
of sound biblical theology, and the writing of music, from basic compositional principles that incorporate both 
traditional/hymnic and contemporary/praise song expressions of style. "
WORS 3033,Creative Worship,3,"A course introducing students to techniques and deployment of prevalent 
creative teaching and worship styles in the contemporary evangelical church. Principles of planning, dynamics, 
creative presentation, audience engagement, response, and evaluation will be presented. Guest lectures from creative 
professionals, working worship leaders, and recording artists will supplement the principal lectures. "
WORS 3110,Worship Leadership and Ministry,3,"This course introduces basic worship leadership skills as well 
as core biblical, theological, historical, philosophical, and pastoral considerations for worship leadership and 
ministry. Attention is given to 1) the role, function, and responsibilities of the worship minister, 2) cultivating 
pastoral relations with worship teams, staff, pastor, and church, 3) biblically, theologically, and historically informed 
patterns of worship, 4) worship design and planning, 5) conducting special services, 6) the Christian year, 7) 
executing the actions of worship, and 8) practical skills for leading worship services. During the course each student 
will lead a part of a worship service in a campus setting or local ministry setting where they will demonstrate the 
application of course principles to the planning, designing, organizing, and leading of that service. Prerequisite or 
co-requisite: THEO 3120 Theological & Biblical Foundations of Christian Worship. "
WORS 3120,Worship Ensemble Leadership,3,"This course covers the practical aspects of and methods for 
conducting rehearsals of instrumental teams, vocal teams, and worship choirs in preparation for worship services. 
Students gain experience rehearsing and leading instrumental teams, vocal teams, and worship choirs throughout the 
course. This course provides students with a biblical and theological framework for understanding the 
responsibilities, function, and service roles worship ensembles assume in Sunday worship. Worship service planning 
with ensemble participation, and the pastoral role the worship minister assumes in developing and leading worship 
ensembles will also be covered. "
WORS 3130,Introduction to Worship Technology and Production,3,"This course provides students with the 
basic skills needed to operate live audio and visual technology in today’s church, including knowledge of the 
standard equipment, styles, and techniques. This course also reflects upon the appropriate use of audio and visual 
technology in worship and the pastoral sensibilities necessary for its effective use. The student will not only 
demonstrate the ability to operate the equipment but the ability to do so in ways that enhance the content and 
expression of Sunday worship. "
