code,name,credit hours,description
MUS 160,Jazz Ensemble,1,"This course focuses on the performance of 
jazz music composed for the standard 15-17 
piece ensemble. Music of the swing, bebop, and 
contemporary periods is performed. Repeatable 
to a maximum of 4 semester hours; 4 semester 
hours may apply to an AFA or AA degree. A 
minimum of 4 hours of practice each week is 
required.
(0 lec/2 lab) 
1 sem hrs"
MUS 161,Jazz Improvisation Combo,1,"This course includes techniques for solo 
jazz improvisation in a small combo setting. 
Blues and modal scales and standard chord 
progression are studied.  Repeatable to a 
maximum of 4 semester hours; 4 semester 
hours may apply to an AFA or AA degree.  A 
minimum of 4 hours of practice each week is 
required.
(0 lec/2 lab) 
1 sem hrs"
MUS 164,Concert Band,1,"This course is an instrumental ensemble in 
which students rehearse and perform chamber 
music, concert band, and adapted literature. 
Repeatable to a maximum of 4 semester hours; 
four semester hours may apply to an AFA or AA 
degree. A minimum of 4 hours of practice each 
week is required.
Recommended Prereq: Music background.
(0 lec/2 lab) 
1 sem hrs"
MUS 166,Vocal Ensemble: Waubonsee ,N/A,"Chorale
The Waubonsee Chorale is a vocal ensemble of"
approximately 30,male and female singers. The ,1,"group explores the lively art of small ensemble 
singing through performances of selected 
music, such as madrigals, spirituals and other 
traditional choral music forms. It is open to all 
students and community residents. Repeatable 
to a maximum of 4 semester hours; 4 semester 
hours may apply to an AFA or AA degree. A 
minimum of 4 hours of practice each week is 
required.
(0 lec/3 lab) 
1 sem hrs"
MUS 170,Electronic Music Ensemble,1,"This performance ensemble utilizes 
Waubonsee's recording studio facilities and 
equipment to develop and perform original 
compositions. Digital Audio Workstations, 
microphones, signal processors, virtual 
instruments, and MIDI hardware devices are 
the ""instruments"" in this ensemble. Students 
are encouraged to experiment with the tools 
provided. Repeatable to a maximum of 4 
semester hours; 4 semester hours may apply to 
an AFA or AA degree.
Recommended Prereq: Music background.
(0 lec/2 lab) 
1 sem hrs"
MUS 171,Percussion Ensemble,N/A,"In this performance ensemble of 20th century 
percussion music and world drumming, 
individual percussion instruments and 
techniques are discussed. Traditional and 
contemporary percussion notation are taught 
to enable the student to perform assigned parts. 
Mallet instruments (marimba, vibes, etc.) as 
well as pitched and nonpitched percussion 
instruments are used. Repeatable to a maximum"
of 4,semester hours; 4 semester hours may ,1,"apply to an AFA or AA degree.
Recommended Prereq: Music background.
(0 lec/2 lab) 
1 sem hrs"
MUS 176,Waubonsee Community ,1,"College Performing Steel 
Band
This intermediate-level steel pan ensemble 
performs Caribbean, Pop, Classical and other 
genres of music. Each genre will be explored 
as students are introduced to basic steel pan 
arranging. Repeatable to a maximum of 4 
semester hours; 4 semester hours may apply to 
a degree or certificate.
Note: Student's skill level will be assessed for 
appropriate course placement.
(0 lec/2 lab) 
1 sem hrs"
MUS 200,Music Literature: A ,3,"Historical Survey
This course contains an overview of the various 
historic music styles in the Western Tradition. 
Representative works are chosen for study 
which illustrate the styles and the principal 
components of those genres including sound 
and sight, vocabulary, and explaining the 
relationship between music and culture or 
social growth.
Recommended Prereq: MUS120 or MUS121.
(3 lec/0 lab) 
3 sem hrs"
MUS 211,Introduction to the ,3,"Recording Studio
This course is designed as an introduction to 
the tools and techniques used in digital sound 
recording and production. Topics include 
digital recording and editing techniques, 
microphone techniques, audio mixing console 
operations, signal processing, audio mastering 
and gain staging. Students have access to 
Waubonsee's recording studios for assigned 
projects. A minimum of 3 hours of Waubonsee 
studio work is required each week.
Recommended Prereq: Familiarity with basic 
functions of Mac OS.
(3 lec/0 lab) 
3 sem hrs"
MUS 213,Audio Synthesis and MIDI ,3,"Sequencing
This course provides creative application of 
more advanced concepts and tools used in 
audio production. Topics include using the 
Musical Instrument Digital Interface (MIDI), 
MIDI controllers, digital editing, sampling, 
looping techniques, and programming 
synthesizers to create unique sounds. Students 
have access to Waubonsee's recording studios 
for assigned projects. A minimum of 3 hours of 
Waubonsee studio work is required each week.
(3 lec/0 lab) 
3 sem hrs"
MUS 215,Electronics for Audio ,3,"Production
This course is an introduction to the practical 
application of circuits and electronics used in 
musical equipment. Topics include, but are not 
limited to, Ohm's law, interpreting schematics, 
using volt meters, diagnosing failed electronic 
components, repairing equipment, and 
soldering.
Note: Knowledge of basic algebra is 
recommended.
(3 lec/0 lab) 
3 sem hrs"
MUS 221,Theory of Music III,3,"This course is a continuation of MUS123, 
building upon knowledge and skills introduced 
in that course. Musical study is focused on five 
musical forms, study of four-part voice leading 
and writing principles, and analysis of music 
utilizing the principles of nineteenth-century 
tonal chromatic harmony.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS123.
Coreq: MUS222.
(3 lec/0 lab) 
3 sem hrs
137
www.waubonsee.edu
Course Descriptions
Music"
MUS 222,Aural Skills III: Developing ,1,"the Musical Ear
This course continues study of the musicianship 
skills studied in MUS124. Dictation and 
solfeggio singing study begins with diatonic 
materials, advancing progressively to materials 
containing accidentals which ornament and 
modulate to closely related keys.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS124.
Coreq: MUS221.
(1 lec/0 lab) 
1 sem hrs"
MUS 223,Theory of Music IV,3,"This course focuses on music theory from 1900 
to the present day, examining ways in which this 
time of rapid change both retained and moved 
away from established traditions in western 
tonal music. Study is centered around the 
musical works and revolutionary techniques of 
a variety of composers such as, but not limited 
to Schoenberg, Stravinsky, Cage, Corigliano, 
and Adams.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS221.
Coreq: MUS224.
(3 lec/0 lab) 
3 sem hrs"
MUS 224,Aural Skills IV: Developing ,1,"the Musical Ear
This course continues study of the musicianship 
skills studied in MUS222. Dictation and 
solfeggio singing move to materials which 
feature progressively more frequent accidentals 
and the obscuring of the tonal center.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS222.
Coreq: MUS223.
(1 lec/0 lab) 
1 sem hrs"
MUS 251,Class Instruction-Piano II,2,"Conducted in the electronic piano lab, this 
course provides group piano instruction with 
an emphasis on developing intermediate 
performing techniques. Students focus 
on appropriate notation, chords, and 
harmonization for this skill level. Musical study 
includes popular, folk and classical music. A 
minimum of 4 hours of practice each week is 
required.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS151.
(2 lec/0 lab) 
2 sem hrs"
MUS 252,Class Instruction-Piano III,2,"Conducted in the electronic piano lab, this 
course provides group piano instruction 
with an emphasis on developing advanced 
harmonization techniques such as extended 
chords, transposition and accompanying 
techniques. Musical study includes popular, folk 
and classical music. A minimum of 4 hours of 
practice each week is required.
Note: Student's skill level will be assessed for 
appropriate course placement.
Recommended Prereq: MUS251.
(2 lec/0 lab) 
2 sem hrs"
MUS 254,Class Guitar II,2,"This course provides intermediate level 
group instruction for guitar. Students focus 
on chord formation with bar chords, seventh 
chords, pentatonic scales, and intermediate 
level accompaniment patterns. Musical study 
includes popular, rock, blues, folk and other 
styles. A minimum of 4 hours of practice each 
week is required.
Note: Guitar must be brought to the first class.
Recommended Prereq: MUS154 or equivalent.
(2 lec/0 lab) 
2 sem hrs"
MUS 266,Chamber Choir,1,"Chamber Choir is an auditioned choral 
group intended to offer expanded vocal 
music opportunities. Class sessions consist 
mainly of auditions, sight-reading, and 
rehearsal of material to prepare a repertoire 
for performances. Emphasis is placed on 
musicianship skills such as reading, effective 
ensemble technique, and interpretation of 
various chamber (small group) musical styles, 
such as the Renaissance Madrigal, motets, part 
songs, and contemporary chamber music. A 
minimum of 4 hours of practice each week 
is required. Repeatable to a maximum of 4 
semester hours; 4 semester hours may apply to 
a degree or certificate.
Note: Contact Dr. Mark Lathan, Assistant 
Professor, at (630) 466-2501, for audition 
information. Students must audition in the first 
week and register by Friday of the first week.
Coreq: MUS166.
(0 lec/2 lab) 
1 sem hrs"
MUS 280,Applied: Composition/,2,"Arranging
This course provides private instruction 
in composition individually designed for a 
student that intends to be a music major and 
complete an AFA degree. Students concentrate 
on compositional technique and creative 
original projects. Repeatable to a maximum of 8 
semester hours; 8 semester hours may apply to 
an AFA or AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee.
Recommended Prereq: MUS121.
(1 lec/2 lab) 
2 sem hrs"
MUS 281,Applied: Piano,2,"This course provides private instruction in 
piano individually designed for a student that 
intends to be a music major and complete an 
AFA degree. Students concentrate on technique 
and repertory commensurate with their current 
ability. Repeatable to a maximum of 8 semester 
hours; 8 semester hours may apply to an AFA or 
AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
Recommended Prereq: One year of piano study.
(1 lec/2 lab) 
2 sem hrs"
MUS 282,Applied: Voice,2,"This course provides private instruction in 
voice individually designed for a student that 
intends to be a music major and complete an 
AFA degree. Students concentrate on technique 
and repertory commensurate with their current 
ability. Repeatable to a maximum of 8 semester 
hours; 8 semester hours may apply to an AFA or 
AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
(1 lec/2 lab) 
2 sem hrs"
MUS 283,Applied: Woodwinds,N/A,"This course provides private instruction in 
woodwinds individually designed for a student 
that intends to be a music major and complete 
an AFA degree. Students concentrate on 
technique and repertory commensurate with 
their current ability. Repeatable to a maximum"
of 8,semester hours; 8 semester hours may ,2,"apply to an AFA or AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
(1 lec/2 lab) 
2 sem hrs"
MUS 284,Applied: Brass,2,"This course provides private instruction in 
brass individually designed for a student that 
intends to be a music major and complete an 
AFA degree. Students concentrate on technique 
and repertory commensurate with their current 
ability. Repeatable to a maximum of 8 semester 
hours; 8 semester hours may apply to an AFA or 
AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
(1 lec/2 lab) 
2 sem hrs
138
2023/2024
Course Descriptions
Music"
MUS 285,Applied: String Instruments,N/A,"This course provides private instruction in 
string instruments individually designed for a 
student that intends to be a music major and 
complete an AFA degree. Students concentrate 
on technique and repertory commensurate with 
their current ability. Repeatable to a maximum"
of 8,semester hours; 8 semester hours may ,2,"apply to an AFA or AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
Recommended Prereq: MUS154 or MUS254.
(1 lec/2 lab) 
2 sem hrs"
MUS 287,Applied: Percussion,N/A,"This course provides private instruction in 
percussion individually designed for a student 
that intends to be a music major and complete 
an AFA degree. Students concentrate on 
technique and repertory commensurate with 
their current ability. Repeatable to a maximum"
of 8,semester hours; 8 semester hours may ,2,"apply to an AFA or AA degree.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
Recommended Prereq: One semester of 
percussion study.
(1 lec/2 lab) 
2 sem hrs"
MUS 288,Applied: Audio Production,2,"This course provides private instruction in 
audio production and MIDI programming 
individually designed for each student's need. 
Students concentrate on creative musical 
projects utilizing Waubonsee's recording 
studios commensurate with their current ability.
Note: Student's skill level will be assessed for 
appropriate course placement. A total of 16 
contact hours are provided per semester. Cost 
per hour lesson is approximately $50, which is 
covered by tuition and course fee. 
Recommended Prereq: MUS211.
(1 lec/2 lab) 
2 sem hrs"
MUS 296,Special Topics/Music,1 to 3,"This course offers in-depth exploration of a 
special topic, issue or trend in the field of music. 
Repeatable to a maximum of 12 semester hours 
for different special topics; 6 semester hours 
may apply to a degree or certificate.
(0 to 3 lec/0 to 6 lab) 
1 to 3 sem hrs
Nurse Assistant  (NAS)"
NAS 101,Basic Nurse Assistant ,6,"Training
This course, approved by the Illinois 
Department of Public Health, is designed to 
prepare persons to function in the role of nurse 
assistant in a variety of health care settings. 
Content includes basic nursing procedures 
and standards of practice, food service, body 
mechanics, safety measures, special treatments, 
communication skills, and care of persons with 
Alzheimer's disease and related dementias. 
Clinical experiences are provided in long-term 
care facilities.
Note: Due to state attendance requirements, 
students must register by the first day of class. 
Based on the Illinois Department of Public 
Health (State of Illinois) requirements, students 
who want to register for Basic Nurse Assistant 
Training classes must complete a mandatory 
Livescan fingerprint criminal background check 
for the Health Care Worker Registry. Included in 
the fees are: $ 65 for the state competency exam 
and $4 for a WCC student name badge. Please 
note that Waubonsee processes and sponsors 
this application once at the completion of the 
course. All students enrolled in the course are 
required by the Illinois Department of Public 
Health to have a background check prior to 
clinical experiences. In addition, students must 
provide evidence of a 2-step test for tuberculosis 
(TB) prior to the first clinical day. A valid 
social security number is required at the time of 
enrollment. See special admission requirements 
at www.waubonsee.edu/cnareg.
(3 lec/7 lab) 
 
           6 sem hrs
Nursing  (NUR)"
NUR 100,How to Succeed in Nursing,1,"This course is designed to help students 
transition from prerequisite courses to nursing 
courses and to be successful in a nursing 
program. Emphasis is placed on what to expect 
in nursing, study and test taking skills and 
survival. Basic math problems in nursing and 
medical terminology are reviewed. Repeatable 
to a maximum of 4 semester hours; 1 semester 
hour may apply to a degree or certificate.
Recommended Prereq: Completion of most 
nursing program prerequisite courses.
(1 lec/0 lab) 
1 sem hrs"
NUR 105,Introduction to Professional ,5,"Nursing
This course focuses on using the nursing 
process to identify priorities in the delivery 
of client care. Ethical and professional 
behaviors and therapeutic communication 
techniques are covered. Intervention methods 
to promote client wellness and infection 
prevention practices are included. Emphasis 
is on client safety and prevention, including 
the safe calculation of medications using the 
dimensional analysis method of computation. 
Special consideration is given to concepts for 
culturally diverse adult and geriatric nursing 
clients.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on 
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in all 
of the following: BIO250, BIO270, BIO272, 
COM100, ENG101, ENG102, PSY100, PSY205.
Coreq:  
Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 110,Concepts of Mental Health ,5,"Nursing
This course focuses on adapting the nursing 
process to the practice of psychiatric-
mental health nursing. Psychiatric disorders; 
psychiatric nursing concepts; nursing 
interventions; therapies; professionalism and 
continual professional growth; and community 
roles and services are stressed. Additional 
topics include suicide risk and appropriate 
interventions through the lifespan. Mental 
status exam will be performed on a geriatric 
client to determine cognitive status. Clinical 
experiences are provided in a psychiatric facility 
emphasizing therapeutic communication. 
Pediatric and geriatric concepts are integrated.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on 
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs
139
www.waubonsee.edu
Course Descriptions
Nursing"
NUR 120,Basic Concepts of Nursing,5,"This course begins to transition from the 
nursing process to clinical judgment to create 
a holistic care plan emphasizing cultural/
spiritual practices for diverse clients. It focuses 
on the basic concepts of nursing such as pain 
management, client teaching, oxygenation, 
acid/base balance, fluid/electrolyte balance 
and glucose regulation. It continues to build 
on the basic nursing skills with an emphasis 
placed on physical assessment and medication 
administration. Pediatric and geriatric concepts 
are integrated. Professionalism and continual 
professional growth are also covered. Clinical 
experience is provided in a variety of settings.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on  
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in 
NUR105 and NUR110.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 150,Concepts of Nursing I,5,"This course focuses on the use of the nursing 
process and clinical judgment to assess the 
needs of medical-surgical clients experiencing 
stress, respiratory or gastrointestinal conditions, 
and surgery. Physical assessment skills and 
sterile technique are also covered. Pediatric and 
geriatric concepts are integrated. Additional 
topics include evidence-based nursing 
interventions, healthcare team communication, 
professional integrity, accountability, ethical 
and professional behavior. Clinical experience is 
provided in a variety of settings.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on 
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in 
NUR105 and NUR110.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 160,Pharmacology,2,"This course examines how drugs are 
administered and utilized in the body and the 
role of the pharmacist. A client's reactions to 
medications both therapeutic responses and 
adverse reactions are considered. Potential drug 
interactions are explored. Client education 
related to drug therapy is emphasized.
Recommended Prereq: BIO270 and BIO272; or 
BIO260.
(2 lec/0 lab) 
2 sem hrs"
NUR 200,Nursing Concepts of the ,5,"Childbearing Family
This course focuses on the nursing care of 
the childbearing family. The normal and 
complicated pregnancy and the care of the 
mother and neonate are studied. Women's 
health and growth and development of the well 
child and family are discussed. Administering 
injections for the pediatric population is 
covered. Therapeutic communication, 
professional behaviors and culturally competent 
care are reviewed. Clinical experiences are 
designed to use nursing concepts of the 
childbearing family and develop nursing care 
plans that promote optimum health and well-
being for this population. Clinical experiences 
are provided in a variety of settings.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on  
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in 
NUR120 and NUR150.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 205,Concepts of Nursing II,5,"This course focuses on the nursing care of 
culturally diverse medical surgical client. There 
is a special focus on care of persons receiving 
intravenous therapies. Emphasis is placed on 
assessing cues and data, establishing priorities 
of care, and the development, organization, and 
utilization an individualized problem-based 
nursing plan of care. Age related (pediatric and 
geriatric) concepts are integrated. Therapeutic 
communication; professionalism and continual 
professional growth are reviewed. Clinical 
experience is provided in a variety of settings
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on  
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in 
NUR120 and NUR150.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 250,Concepts of Nursing III,5,"This course focuses on the client and family 
who is acutely ill, including those with 
endocrine disorders, cardiac disorders, 
peripheral vascular disorders, acute 
surgeries and patients requiring intensive 
care. Emphasis is on assessment; teaching; 
establishing priorities of care; healthcare 
team communication; and organization and 
utilization of the nursing care plan. Includes 
safe medication administration to high acuity 
clients. Pediatric and geriatric concepts are 
integrated. Clinical experience is provided in a 
variety of settings.
Note: Clinical may be scheduled early mornings, 
afternoons or evenings and is dependent on  
clinical site. Clinical sites and times will be given 
at the first class meeting.
Prereq: Program admission; C or better in 
NUR200 and NUR205.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(3 lec/6 lab) 
5 sem hrs"
NUR 275,Advanced Concepts of ,5,"Nursing
This course focuses on the transition of the 
student nurse to the role of graduate nurse 
managing the care of a group of clients. 
Quality improvement, safety, delegation, 
ethical, legal, political, disaster, global and 
social issues affecting health care are explored. 
Emphasis is placed on building a relationship 
with each client to plan holistic care using 
assessment, prioritization, clinical decision-
making, evidence-based research, and client 
education. Therapeutic communication, 
professional behaviors, integrity, teamwork, 
and accountability are reviewed. Pediatric 
and geriatric concepts are integrated. Clinical 
experience is provided in a variety of settings.
Note: Clinical may be scheduled early mornings, 
afternoons, evenings or weekends and is 
dependent on clinical site and may be provided 
in a variety of settings. Clinical sites and times 
will be given at the first class meeting.
Prereq: Program admission; C or better in 
NUR200 and NUR205.
Coreq: Current American Heart Association 
Basic Life Support for Health Care Providers 
(CPR) or equivalent and documentation of 
current immunizations.
(2 lec/8 lab) 
5 sem hrs
140
2023/2024
Course Descriptions
Paralegal
Paralegal  (PLG)"
PLG 100,Introduction to the Paralegal ,3,"Profession
This course is an overview of the paralegal field 
and assists students to become familiar with 
aspects of the legal system. Topics include the 
functions of law, courts and lawyers in modern 
society, practice areas within the law, and 
sources of law. The Professional responsibilities 
of the lawyer and the training and role of a 
paralegal will also be covered.
(3 lec/0 lab) 
3 sem hrs"
PLG 105,Civil Litigation I,3,"This course provides an overview of the 
role of the paralegal in the litigation process 
including pre-trial fact-gathering through 
post-trial proceedings. Content also includes 
the analysis of civil procedure and the drafting 
of documents used in lawsuits. This course 
introduces students to legal terminology.
Recommended Coreq: PLG100.
(3 lec/0 lab) 
3 sem hrs"
PLG 106,Civil Litigation III,N/A,"This course is the continuation of PLG 105 and 
provides an overview of the role of the paralegal 
in the civil litigation process. Trial Binder 
preparation is an essential paralegal skill and 
students will prepare a Trial Binder for the final 
project containing their drafted artifacts from"
PLG 105,and PLG 106..,3,"Prereq: PLG 105.
(3 lec/0 lab) 
3 sem hrs"
PLG 110,Legal Research and Writing I,3,"Using legal research methods, students will 
locate mandatory primary sources in order to 
write a legal memorandum that focuses on a 
local legal issue. Students will learn to identify 
the elements of a law to support facts acquired 
from client interviews and match facts to 
relevant case law.
Recommended Coreq: PLG100 and ENG101 or 
ENG152.
(3 lec/0 lab) 
3 sem hrs"
PLG 115,Legal Technology,3,"This course introduces students to legal 
software applications used in the paralegal 
profession. Emphasis is on the use of software 
for time keeping, billing, case management, and 
litigation graphics. Ethical considerations with 
electronic technology are also covered.
3 lec/0 lab) 
 
          3 sem hrs"
PLG 200,Professional Responsibility ,3,"and Legal Ethics
This course introduces students to the 
knowledge and reference sources needed 
to navigate complex ethical issues that may 
arise in the law office. Students will learn to: 
identify the unauthorized practice of law; 
apply the American Bar Association's Rules of 
Professional Conduct; interpret disciplinary 
procedures and understand malpractice; use 
the Attorney Registration & Disciplinary 
Commission's Client Trust Account Handbook 
to ensure the use of ethical billing practices; and 
assess actions that can lead to confidentiality 
breaches and conflicts of interest. Through 
interactive activities, students will learn to 
apply ethical principles and legal professional 
standards to real-world scenarios.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 205,Environmental Law,3,"This course introduces students to the study of 
environmental law, with emphasis on the role 
of the paralegal. Topics include the Clean Air 
Act, the Clean Water Act, the Comprehensive 
Environmental Response, Compensation and 
Liability Act, the Endangered Species Act, 
wetlands, asbestos and environmental racism. 
Ethical issues dealing with environmental law 
are also discussed.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 210,Legal Research and Writing II,3,"Students will learn to apply the law to various 
legal issues at the federal district and appellate 
court levels. They will deconstruct the elements 
of the law to apply precedent to research 
and prepare briefs on national substantive or 
procedural legal issues.The course culminates 
with writing a legal brief for the federal court.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 215,Immigration Law,3,"This course is an introduction to immigration 
law and policy in an historical and 
constitutional context with emphasis on 
paralegal skills training and practice. Content 
focuses on immigrants and non-immigrants 
and applicable laws to visit and gain permanent 
resident status. Additional topics include 
admission and deportation procedures, asylum 
and refugees.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 220,Real Estate Law,3,"This course reviews the role of the paralegal in 
the practice of real estate law. Topics include 
the importance of title searches and surveys, 
leases, easements, covenants, deeds, mortgages 
and foreclosure proceedings. Processes in 
commercial real estate are also covered.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 225,Family Law,3,"This course examines the role of the paralegal 
in family law. Content includes domestic 
relations law with emphasis on marriage, 
divorce, annulment, separation agreements, 
adoption, wills and trusts and other legal 
matters involving the family.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 230,"Tort, Injury, and Insurance ",3,"Law
This course covers the basic elements of 
tort law which protects victims involved 
in a wrongful act. Focus also includes 
personal injury and insurance law. Additional 
topics include intent, negligence, damages, 
malpractice and liability in tort law. Ethical 
considerations unique to tort law are also 
covered.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs"
PLG 235,Criminal Law for the ,3,"Paralegal
This course introduces students to the criminal 
law process with an emphasis on the role of the 
paralegal. The criminal law process from arrest 
through trial will be examined for common 
crimes in Illinois. Statutes and cases will be 
applied to criminal law fact patterns to produce 
pattern jury instructions and a motion to quash.
Prereq: PLG110.
(3 lec/0 lab) 
3 sem hrs
Philosophy  (PHL)"
PHL 100,Introduction to Philosophy,3,"This course provides an overview of the major 
fields of philosophy including metaphysics, 
epistemology, logic and ethics. Fundamental 
questions may include: What is the meaning 
of life? Does God exist? Are we free? What can 
we know? What makes a good argument? How 
should we live?
IAI: H4 900.
(3 lec/0 lab) 
3 sem hrs
141
www.waubonsee.edu
Course Descriptions
Phlebotomy"
PHL 101,Introduction to Logic,3,"This course focuses on the nature of logical 
inference including both formal and informal 
reasoning and deductive versus inductive 
lines of thought. Topics include: 1) the use of 
symbolic languages to make evident the logical 
essentials of language and meaning, 2) the 
essentials of both good and bad arguments, 
fallacious and non-fallacious reasoning, 3) 
formal and informal inferences, and 4) the 
essentials of proof and evidence. This is done 
through translating ordinary language sentences 
into their truth-functional form and evaluating 
the validity of arguments through such things as 
truth tables and truth trees.
IAI: H4 906.
(3 lec/0 lab) 
3 sem hrs"
PHL 105,Introduction to Ethics,3,"A study of the principal ethical theories and 
concepts of human conduct and character, as 
well as a critical evaluation of these theories 
and concepts as they apply to particular moral 
issues and decisions. Students study ethical 
theories such as ethical egoism, utilitarianism, 
Kantianism, virtue ethics, Divine Command 
Theory, and moral relativism, and consider 
how these views apply to moral issues related 
to such topics as suicide, sex and marriage, war, 
terrorism, legal punishment, animal rights, 
the environment, and other current moral 
problems.
IAI: H4 904.
(3 lec/0 lab) 
3 sem hrs"
PHL 107,Introduction to Medical ,3,"Ethics
This course examines a selection of problems in 
biomedical ethics, alongside the philosophical 
issues they raise. A case based approach will 
be taken while discussing issues such as the 
responsibility of health care workers to their 
patients, truthfulness, confidentiality, informed 
consent, human research, abortion, euthanasia, 
death and dying, genetic choices, cloning, stem 
cell research, organ transplantation, and the 
allocation of health care resources.
(3 lec/0 lab) 
3 sem hrs"
PHL 110,Introduction to Critical ,3,"Thinking
This course focuses on the practical value 
of critical thinking in a variety of personal, 
professional and social situations. Students 
study such things as the structure of arguments, 
the critical analysis and evaluation of 
arguments, inductive and deductive reasoning, 
formal and informal logical fallacies, problem 
solving and decision making, and rhetorical 
strategies. Specific topics may include critically 
analyzing advertisements, political speech, 
debate techniques, gender stereotypes, human 
psychology, journalistic reporting, criminal 
investigations, etc.
IAI: H4 906.
(3 lec/0 lab) 
3 sem hrs"
PHL 120,I ntroduction to World ,3,"Religions
This course gives a philosophical introduction 
to the comparative study of the major world 
religions including Hinduism, Buddhism, 
Confucianism, Taoism, Judaism, Christianity, 
and Islam.
IAI: H5 904N.
(3 lec/0 lab) 
3 sem hrs"
PHL 140,Philosophy of Art,3,"This course examines philosophical issues and 
theories related to the creation, display, and 
evaluation of works of art, focusing primarily, 
but not exclusively, on the tradition of Western 
art. Emphasis is placed on, but not limited to, 
the visual arts. Additionally, issues related to 
defining art, distinguishing good from bad art, 
forgery, expertise, the art market, authentic 
performances, etc. are included.
(3 lec/0 lab) 
3 sem hrs"
