Course Code,Course Title,Credit Hours,Description
PHY 101H Honors,Physical Science I ,3,". This general education science course provides a fundamental understanding 
of the physical universe. Students are introduced to topics that enable them to better understand the world of nature and 
the laws that govern them. Topics covered included force, motion, gravitation, energy, energy in action, electricity and 
magnetism, waves, the nucleus, and the atom. Prerequisite: None."
PHY 101L Physical,Science Lab I ,1,". A laboratory course to accompany PHY 101, Survey of Physical Sciences I. This 
hands-on experience illustrates basic principles of measurements, kinematics & dynamics of motion, fluids, heat and 
thermodynamics, electricity and magnetism, optics, and matter. Prerequisite: None. Corequisites: PHY 101."
PHY 102 ,Physical Science II ,3,". A course encompassing selected topics in the field of chemistry, geology, 
meteorology, and astronomy. Topics to be covered include: the periodic law, crystals, ions, solutions, chemical reactions, 
the atmosphere and hydrosphere, earth materials, the changing crust, earth and the sky, the solar system, the stars, and 
the structure and evolution of the universe. Prerequisite: None. Corequisites: PHY 102L."
PHY 102L Physical,Science Lab II ,1,". The laboratory course to accompany PHY 102 Survey of Physical Sciences. This 
hands-on experience illustrates basic principles of chemistry, geology, astronomy, and weather. Prerequisite: None. 
Corequisites: PHY 102."
PHY 201 ,General Physics with Trigonometry I ,4,". An algebra-based Physics course designed for majors in 
agriculture, family and consumer sciences, food science, and environmental science. Its emphasis is on particle motion 
with uniform acceleration, Newton’s Laws of motion, force, work, power and energy, mechanical energy, collision, laws 
of conservation of energy, circular motion, angular velocity, angular momentum, centripetal force, Hook’s law, simple 
harmonic motion, fluid statics, pressure, law of flotation, heat, concept of temperature and heat transfer, specific heat, 
and gas laws. At least ten experiments will be performed in the laboratory. Prerequisite: MTH 112, MTH 113."
PHY 202 ,General Physics with Trigonometry II ,4,". The second part of an algebra-based physics course covering 
static electricity, Coulomb’s law, potential, electrical field, Gauss’s law, current electricity, Ohm’s law, simple circuits, 
Kirchoff’s law, heating effect, Joule’s law, magnetic effect, Ampere’s law, induction, magnetic properties of materials, 
electrolysis, geometrical optics, reflection at plane and spherical boundaries, thin lenses, lens maker’s equation, optical 
instruments, speed of light, and light as a wave. At least ten experiments will be performed in the laboratory. 
Prerequisite: PHY 201."
PHY 213 ,General Physics with Calculus I ,4,". This is the first part of a calculus-based physics course designed for 
sciences, engineering and technical majors. The goal is to acquaint students with the language, notation, and nature of 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 338 ~ 
 
physics. The approach to the mathematical solution of physics problems is strongly emphasized throughout the course. 
Topics to be covered will include mechanics, fluid heat, and thermodynamics. At least ten experiments will be performed 
by the student. Prerequisite: None. Corequisites: MTH 125."
PHY 214 ,General Physics with Calculus II ,4,". The second part of a calculus–based physics course designed for 
sciences, engineering and technical majors. The goal is the same as for Physics 1. Topics to be covered will include 
electricity, magnetism, and light. At least ten experiments will be performed by the student. Prerequisite: PHY 213. 
Corequisites: MTH 126."
PHY 218 ,Modern Physics ,3,". A study of space and time, conservation laws, classical relativity, Galilean and Lorentz 
Transformation, Michelson-Morley Experiment, relativistic mechanics, black-body radiation, photoelectric effect, x-
rays, Bragg’s Law and Compton effect, atomic structure, atomic spectra, Bohr model, hydrogen atom and singly ionized 
helium atom, Stark effect, and Zeeman effect. Prerequisite: PHY 213, PHY 214."
PHY 220 ,Introduction to Astronomy ,3,". This course covers the history of astronomy and the development of 
astronomical thought leading to the birth of modern astronomy and its most recent development. Emphasis is placed on 
the coverage of astronomical instruments and measuring technologies, the solar system, the Milky Way galaxy, 
important extra galactic objects and cosmology. Some of the topics covered include: gravitation, energy, gravity, light, 
the solar system (planets, asteroids and comets), stars and galaxies. Kepler’s Laws of Planetary Motion, Newton’s Laws 
of Motion, universal gravitation, principles of optics, telescopes; the Doppler effect, various objects in the solar system, 
star formation, and stellar evolution, Milky Way and other galaxies. Prerequisite: MTH 101."
PHY 220L Introduction,to Astronomy Lab ,1,"(2 clock hours per week). This course covers the hands-on conceptual 
learning of lenses, mirrors, telescopes, measuring distances using parallax, spectroscopy, stellar spectral types, Doppler 
shift, expansion of the universe. Prerequisite: MTH 101."
PHY 252L Modern,Physics Lab ,3,". An experimental course consisting of at least ten experiments selected from 
advanced topics in physics. The purpose of this course is to provide general insight into advanced experimental 
techniques involving refined electronic equipment and other sensitive apparatus. The experiments chosen each time the 
course is offered will be announced in advance. Prerequisite: PHY 218."
PHY 310 ,Scientific Computing and Visualization ,3,". This course is intended to familiarize students with the 
computational tools used by professional scientists. We will use high-level tools such as matLab)Octave and 
Mathematica. Topics covered will include Linear Algebra, Interpolation and Extrapolation, Integration, Differential 
Equations, Matrix Algebra, Monte Carlo Methods, Computer Algebra, and Chaos. Prerequisite: CS 102, PHY 214."
PHY 321 ,Mechanics I ,3,". A course covering Galilean invariance, absolute and relative velocity, simple problems in 
non-realistic dynamics, energy conservation, momentum conservation, rigid body dynamics, rotational and transitional 
motion, Coriolis force, harmonic oscillator, force oscillations, combinations of harmonic oscillators, central force 
problems, and gravitation. Prerequisite: PHY 213, PHY 214."
PHY 322 ,Mechanics II ,3,". A continuation of PHY 321. The course will generally start with general motion of a rigid 
body and will include matrices for solving rigid body dynamics, inertia tensor, theory of vibrations, Lagrange’s 
equations, generalized co-ordinates and dignorable co-ordinates, applications of Lagrange’s equations to simple systems, 
Hamilton’s functions, Hamilton’s variational principle, Hamiltonian and Hamilton’s equations, Special Theory of 
relativity, Einstein’s postulates, Lorentz transformation, length contraction and time dilation, and elementary relativistic 
kinematics. Prerequisite: PHY 321."
PHY 331 ,Electricity and Magnetism I ,3,". An intermediate level course covering electric force (Coulomb’s Law), 
electric field (Gauss’ Law), electrical potential (Poisson’s and Laplace’s equation and method of images), electric field in 
dielectrics, capacitors, electrostatic energy, and electric current (Ohm’s Law and Kirchoff Law). Prerequisite: PHY 213,"
PHY 332 ,Electricity and Magnetism II ,3,". The study of magnetic field (Biot’s and Savart’s Law, Ampere’s law), 
Faraday’s Law of Induction, Inductance, and magnetic energy, AC circuits, Maxwell’s equations, electromagnetic 
waves, and electrodynamics. Prerequisite: PHY 331."
PHY 333 ,Intro to Sensors and Applications ,3,". This course focuses on fundamentals, and basic physics behind 
sensors and technologies that enable the detection of the presence of human, chemical, explosive, nuclear agents and 
other applications. The objective is to empower the students with the basic knowledge of sensor science behind their 
application and use in instruments and devices including to address threats. This course will be more extensive rather 
than intensive. Prerequisite: PHY 213."
PHY 341 ,Heat and Thermodynamics ,3,". An intermediate course which deals with reversible heat processes 
accompanying physical and chemical reactions involving gases, liquids, and solids. Topics include calorimetry, 
thermometry, heat transfer and expansion, specific heat, laws of thermodynamics and applications, and introduction to 
kinetic theory. Prerequisite: PHY 213, PHY 214."
PHY 350 ,Selected Supplementary Topics in Science ,3,". This course is designed to cover selected topics in science. 
Specifically, the course will focus on biology, chemistry, and earth/space science supporting competencies for physics 
and is designed for physics education majors. Supporting biology competencies covered in this class consist of 
bioenergetics, organization of life, biomechanics, and cycles of matter. Supporting chemistry competencies covered in 
the course consist of organization of matter and energy, electrochemistry, thermodynamics, and bonding. Supporting 
earth science competencies covered in the course consist of structure of the universe, energy, and interactions of matter. 
Further, this course will focus on implementation and utilization of science specific technology. Prerequisite: Admission 
to EPP."
PHY 365 ,Introduction to Radiation Detectors ,3,". This course will be a survey of the major important radiation 
detectors used in nuclear nonproliferation technologies. The objective is to provide students with a base knowledge of 
radiation detection principles, review different types of radiation detectors and classes of materials used as radiation 
detectors. Emphasis on gamma and neutron detection will be covered at a broader topic within this course. Prerequisite:"
PHY 401 ,Optics ,3,". A brief review of geometrical optics, physical optics, introduction to optics and spectroscopy. 
Prerequisite: PHY 213, PHY 214."
PHY 421 ,Introduction to Quantum Mechanics ,3,". This course covers Thomson’s electron diffraction experiment; 
postulates of quantum mechanics; operator concept; expectation values; particle in a box; uncertainty principle; 
Schrodinger equation and Eigen value problems: harmonic oscillator; square well potential; and elements of matrix 
mechanics. Prerequisite: PHY 218, (PHY 303 or MTH 303)."
PHY 431 ,Statistical Physics ,3,". A fundamental course to describe macroscopic systems from microscopic point of 
view. Topics to be covered include characteristic features of macroscopic systems, concepts of probability, postulates of 
the statistical theory, fundamental concepts of entropy, of absolute temperature, and of the canonical distribution; 
relations between microscopic theory and macroscopic measurements; applications of statistical physics: equipartition 
theorem of solids, Gibbs free energy, phase equilibrium, and kinetic theory of transport process. applications to diatomic 
molecules, magnetization. Fermi-Dirac and Bose-Einstein statistics. Prerequisite: PHY 213, PHY 214, PHY 341."
PHY 441 ,Introduction to the Lower Atmosphere ,3,". The neutral atmosphere and its layers. Atmospheric composition. 
Altitudinal variation of density. The hydrostatic equation and the perfect gas law. The scale height and geopotential 
height. Kinetic theory and velocity distribution.  Atmospheric water. Atmospheric electricity and lightning discharge. 
Rotation of the Earth and Coriolis force. Atmospheric motion and general circulation of the atmosphere. Weather and 
climate. Solar radiation and the effects of the solar cycle on atmospheric parameters. Atmospheric trace gases and 
anthropogenic effects. Atmospheric models. Prerequisite: PHY 213."
PHY 442 ,Introduction to Aeronomy ,3,". The neutral atmosphere and its layers. The hydrostatic  equation and the 
perfect gas law. Diffusive separation. Thermosphere and exosphere. Atmospheric drag and orbital decay of satellites. 
Atmospheric models. Formation of the ionosphere by solar extreme ultraviolet radiation. The Chapman layer. 
Morphology of the ionosphere. Ionospheric measurements. Ground based measurements and measurements using 
rockets and satellites. Far ultraviolet remote sensing techniques. Transport processes in the ionosphere. Geomagnetic 
control of the ionosphere. The ""fountain effect"" and equatorial anomaly. Solar flare effects on the ionosphere. 
Prerequisite: PHY 213."
PHY 443 ,Introduction to the Solar System ,4,". Historical perspective. Bode's law.  General description of the 
members of the solar system: The sun, the planets, satellites, asteroids and comets. Detailed description of the physical 
properties of the planets and planetary orbits. Terrestrial and Jovian planets. Planetary satellites. Origin of the moon. 
Asteroids and comets. The sun and its stellar classification. Features of the Sun's surface. The sunspot cycle. The solar 
wind. Filament eruptions and coronal mass ejections. Prerequisite: PHY 213."
PHY 444 ,Introduction to Orbital Mechanics ,4,". Historical perspective. Kepler's laws of planetary motion. Minimum 
launch velocity to orbit, escape velocity and time to reach the moon. Low Earth orbit; Geo-synchronous orbit; Geo-
stationary orbit; and Sun-synchronous orbit. The central force problem. The two-body problem and reduced mass. 
Orbital maneuvers: In-plane and out-of-plane orbital changes. Perturbations of orbits. The orbital elements. Orbit 
determination. The three-body problem and Lagrange libration points. Orbital decay due to atmospheric drag. 
Prerequisite: PHY 321 or PHY 213."
PHY 445 ,Elements of Magnetospheric Physics ,3,". Formation of the magnetosphere by the interaction of solar wind 
plasma with the Earth’s magnetic field. The structure of the magnetosphere: the inner and outer magnetospheres and the 
magnetotail. Magnetosphere- ionosphere coupling and the generation of electric currents between the magnetosphere and 
the ionosphere. Waves in the magnetospheric plasma and geomagnetic pulsations. Geomagnetic disturbances, auroras 
and geomagnetic storms. Particle acceleration in the magnetosphere and radiation belt formation. The effects of 
geomagnetic activity and radiation belts on humans, ground-based facilities and satellites. Diurnal, seasonal and solar 
cycle variations of geomagnetic activity. Space weather and forecast of geomagnetic activity. The magnetospheres and 
geomagnetic disturbances on other planes of the solar system. Prerequisite: PHY 331, PHY 332."
PHY 451 ,Introduction to Solid State Physics ,3,". A course including crystal structure, lattice dynamics, electron states 
in periodic potential, semiconductor, magnetism, magnetic resonance, superconductivity, and point defects in solids. 
Prerequisite: PHY 421."
PHY 453 ,Introduction to Nuclear Physics ,3,". A course including radioactivity; half-life, passage of radiation through 
matter; isotopes; chart of nuclides; nucleus; mass charge; radii; alpha emission; beta decay theory; Fermi’s theory; 
internal conversion; Electron capture; Deuteron problem; neutron; slowing down; chain reacting pile; and elementary 
particles. Prerequisite: PHY 218, PHY 421."
PHY 455 ,Fundamentals of Nano-Technology ,3,". This is an interdisciplinary course dealing with applications of 
nanotechnology to sciences and engineering. Topics include instrumentation in Nanotechnology like electron 
microscopes, atomic force microscopes and molecular beam epitaxy; fabrication of nanopowders, carbon nanotubes, 
nanomaterials and their applications to insulation materials, machine tools, batteries and medical implants; electrical and 
mechanical properties of carbon nanotubes, nanobiosensors, photonic applications of nanotechnology including 
nanolithography; nanoelectronics with nanofabrication using E- beam and UV lithography, single electron transistors, 
new effects of nanoparticle coatings including application to solar cells; future applications including quantum 
computing, nanorobots and nanomedicine."
PHY 460 ,Selected Topics in Physics ,3,". A course designed to provide students an opportunity to study applied  topics 
that are not offered in other existing physics courses. When this course is offered, the particular topic to be studied will 
be reflected in the course title. Prerequisite: PHY 213, PHY 214, PHY 201. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 341 ~"
PHY 465 ,Spectroscopy for Physicists ,3,". This course presents spectroscopy from its fundamental concept in physics 
and extends toward modern applications and spectroscopic techniques. It is intended to provide students with the 
underlying physics concept to improve their knowledge and subsequent applications in spectroscopy. Among the topics 
that will be covered will be: absorption & emission of radiation, principles of structure and symmetry, nuclear magnetic 
resonance (NMR), paramagnetic electron resonance, basics of optical spectroscopy, optical techniques including laser 
spectroscopy and NLO, Mossbauer spectroscopy, and mass spectroscopy. Prerequisite: PHY 331 and PHY 401."
PHY 490 ,The Physics of Sports ,3,". The subject area covers many popular sports events in the Olympics including 
Track and Field events and popular American ball games. Special topics include kinematics of sports projectiles; 
kinematics of the 100 m and 200 m dash; physics of the long jump, high jump, pole vault, triple jump, shot put, discus 
and javelin. Physics of Basketball shooting, dribbling, passing and rebounding; baseball pitching and hitting and the fly 
ball trajectory; throwing the football; athletic performance trends in the Olympics, and probability and statistics in sports. 
Other topics may be covered depending on demand. Prerequisite: PHY 321 or (PHY 213 and a Mechanics course such as"
PSC 201 ,Introduction to Political Science ,3,". An introduction to the discipline of political science. The course 
provides an understanding of the basic foundations and fundamentals of the discipline and delineates the scope, 
approaches, and concepts of political science. Included is a survey of major areas and aspects of the political process 
ranging from political analysis to international relations. This course is a prerequisite for all other political science 
courses. Prerequisite: None."
PSC 205 ,American Government ,3,". A study of the constitutional framework, its origin, nature, and organization. The 
rights and duties of citizens of the United States and the administration and functions of the government as they affect 
citizens and their institutions are emphasized. Prerequisite: None."
PSC 206 ,State and Local Government ,3,". A study of the institutions, structures, and functions of the American 
political process from the perspective of states and local communities. Prerequisite: None."
PSC 307 ,Comparative Government ,3,". A study of the varied institutions through which people have attempted to 
regulate their affairs. The major world governments are analyzed with considerable attention given to newly emerging 
countries. Prerequisite: None."
PSC 309 ,Introduction to African Politics ,3,". An introductory analysis of African politics. This course covers the 
traditional African political past and extends its impact to the contemporary period. The course focuses on major political 
developments, ranging from colonialism to independence to the era of the military coup. Included are discussions of 
major personalities as well as the diverse political-economic ideological variants that have emerged on the African 
continent. Prerequisite: None."
PSC 310 ,African American Politics ,3,". A political history of Black Americans from reconstruction to the present. 
Prerequisite: PSC 205."
PSC 312 ,Revolutions in the Third World ,3,". A survey of revolutionary movements in selected Third World 
countries: China, Vietnam, Mexico, Cuba, and three African nations. Prerequisite: None."
PSC 314 ,Politics of the Middle East ,3,". A survey course of key Middle East countries, including Saudi Arabia, 
Syria, Iraq, Jordan, United Arab Emirates, Egypt, and Israel. The course covers the historical background of the region, 
as well as an up-to-date analysis of contemporary issues and problems. Prerequisite: None."
PSC 315 ,Urban Politics ,3,". An introductory inquiry into the politics of urban areas. While the primary focus is the 
study and use of power and influence in American cities, emphasis is also given to identifying historical and 
contemporary forces which have led to the development of the urban place as a primary form of spatial and political 
organization. Prerequisite: None."
PSC 320 ,International Political Economy ,3,". To provide a critical understanding of the theories, institutions, 
structures, and relationships found in international political economy and how they inform, shape, influence, or 
determine the choices and actions of the relevant constituent actors. The course will therefore focus on theoretical 
frameworks, international production and trade, states and markets, North-South cooperation/divide, and global 
problems. Prerequisite: None."
PSC 401 ,Western Political Thought ,3,". A survey of political thought contained in the western intellectual tradition. 
By examining the major contributions and controversies generated by a select group of political philosophers, emphasis 
is placed upon the idea that politics and government represent problematical exercises which require serious intellectual 
reflection and inquiry. Prerequisite: PSC."
PSC 402 ,Seminar on American Politics ,3,". A survey analysis of contemporary problems and issues. The course first 
treats the broad ideological and historical forces which have helped to shape the contemporary American political 
setting. This is followed by an in-depth focus and discussion of the fundamental issues and problems of this era. 
Prerequisite: PSC 201."
PSC 403 ,Constitutional Law ,3,". A focus on the decision-making process of the United States Supreme Court. The 
course will include the analysis of major court cases through examination of the justices’ majority and minority opinions. 
The cases and opinions will provide insight into the legal resolution of key social political and economic issues that 
confront the nation. The course will also examine the operation of the federal court system with a specific focus on the 
behind-the-scenes operation of the Supreme Court. Prerequisite: PSC 201."
PSC 404 ,American Political Thought ,3,". A survey of American political thought from America’s beginning as a 
colony to the present. Among the themes to be addressed are the nature and evolution of liberalism, the fusion of 
liberalism and capitalism, and the accommodation between democracy and liberalism-capitalism. Prerequisite: PSC 201."
PSC 408 ,International Relations ,3,". A critical analysis of the policies implemented by the major countries of the 
world in their relationship with each other, from the eighteenth century to the present. Emphasis is placed on the causes 
and consequences of war and on war as an instrument of national policy. Prerequisite: PSC 201."
PSC 415 ,Principles of Public Administration ,3,". A study of the basic concepts of public administration and the 
administrative problems of organization, procedure, personnel, financial administration, administrative law, and public 
relations. Prerequisite: PSC 201."
PSY 201 ,General Psychology ,3,". A survey course designed to introduce basic concepts, principles, and phenomena 
in the science of behavior. Basic topics of psychological measurement, scientific methodology, human growth and 
development, sensory systems, motivation, emotion, perception, learning, and behavioral deviancy are presented. 
Prerequisite: None."
PSY 202 ,History and Systems of Psychology ,3,". A study of the historical origins of psychology and the development 
and content of systematic philosophical and scientific bases. Primary schools of psychological thought are considered in 
terms of content and contribution to contemporary psychology. Prerequisite: PSY 201."
PSY 303 ,Applied Psychology ,3,". A survey course emphasizing the application of basic principles of behavior to life 
situations. Of specific concern in such application is consideration of business, industry, advertising, public relations, 
consumer, and educational situations. Prerequisite: PSY 201."
PSY 307 ,Introduction to Research ,3,". An introduction to basic concepts of scientific research methodology and 
statistical analysis. Individualized research projects allow students to collect and analyze data using relevant 
methodological and statistical concepts. Students will deal with general procedural problems and the writing of research 
reports. Prerequisite: PSY 201, PSY 265."
PSY 320 ,Cognitive Psychology ,3,". An introduction to the study of the relationship between mental processes. Major 
topics discussed include information processing, perception, thought and memory."
PSY 325 ,Behavior Disorders in Children ,3,". A survey course of the major forms of childhood psychopathology, 
methods of identification, and present methods of prevention and treatment."
PSY 340 ,Principles of Learning ,3,". An empirical and theoretical study of the basic principles of conditioning and 
phenomena of the learning process. Emphasis is placed on classical conditioning, operant conditioning, and 
observational practices. Primary phenomena considered include acquisition, consolidation, transfer, extinction, 
spontaneous recovery, and relearning. Supplementary consideration of theoretical accountability of basic phenomena 
will be include. Prerequisite: PSY 201."
PSY 350 ,Conditioning of Behavior ,3,". This is an investigation of behavior control, manipulation, and modification."
PSY 360 ,Personality Theories ,3,". Focus on the major theories of personality in psychology. Emphasis is placed upon 
the original theorists, as well as the development and application of each major theory."
PSY 365 ,Psychology and the Law ,3,". This course examines the legal system through the uses of psychological 
concepts, methods, and finds."
PSY 402 ,Psychology of Adjustment ,3,". A survey course presenting human behavior as a constant adjustment to 
internal and external conditions. Basic adjustive processes and responses are discussed with emphasis on reactions to 
frustration and conflict. Defense mechanisms and behavioral abnormalities are also considered. Prerequisite: PSY 201. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 344 ~"
PSY 404 ,Seminar in Psychology ,3,". A life-oriented consideration of problems and issues in contemporary 
psychology. Discussion areas include graduate school opportunities, career opportunities,  overviews of specific areas of 
psychology, trends in research and applications, historical significant contributions to psychological knowledge, and 
topics of student-specified interest. Required of majors and open only to juniors and seniors. Prerequisite: PSY 201 and 
junior or senior standing."
PSY 405 ,Individual Study in Psychology ,3,". A course designed to encourage, facilitate, and guide individual 
research in specific interest areas dictated by the advanced psychology student. A one-to-one student-faculty ratio is 
provided to allow individual attention. Prerequisite: PSY 201, senior standing, instructor consent."
PSY 406 ,Industrial Psychology ,3,". A course emphasizing the role of human factors in the industrial world. It 
addresses the problems of training personnel and improving working conditions. Prerequisite: PSY 201."
PSY 410 ,Helping Skills and Techniques ,3,". A fundamental course which teaches basic helping skills to students who 
will be working with others in some ""helping"" capacity. Students learn how and when to apply listening and 
communication skills, action skills, helping strategies, and intervention strategies."
PSY 415 ,Physiological Psychology ,3,". A functional analysis of the internal systems with process sensory input. 
Specific attention will be given the CNS and PNS processing of information and the endocrine system as it influences 
behavior. Topics include the composition and functions of neural systems and the relationship of motivation, emotions, 
and personality to internal processes. Prerequisite: PSY 201. Corequisites: PSY 415L."
PSY 415L ,Physiological Psychology Lab ,1,. Various laboratory exercises on the various topics covered. Prerequisite:
PSY 416 ,Experimental Psychology ,3,". An application of scientific methodology to investigation of basic behavioral 
phenomena and principles. Controlled laboratory experiences are designed to illustrate the derivation, testing, and 
evaluation of psychological knowledge. Empiricism is stressed in laboratory investigation of motor learning, verbal 
learning, psychophysics, parapsychology, and individual differences. Various research designs and techniques are 
considered. Prerequisite: PSY 201, PSY 307. Corequisites: PSY 416L."
PSY 416L ,Experimental Psychology Lab ,1,". Laboratory investigation of verbal learning, psychophysics, 
parapsychology, and individual differences. Prerequisite: PSY 201. Corequisites: PSY 416."
PSY 421 ,Psychology Internship I ,3,". Field placement of advanced standing psychology majors. This course is 
designed to provide supervised practical experience on a paraprofessional level in a clinical, education, or research 
setting of relevance to psychology. Open only to senior majors with consent of advisor. Prerequisite: PSY 201."
PSY 422 ,Psychology Internship II ,3,". Same as PSY 421, but allowing additional hours credit. Prerequisite: PSY 201."
PSY 423 ,Adolescent Psychology ,3,". A study of the developmental changes between 12 and 19 years of age. Topics 
include physical, mental, emotional, social, and moral aspects of development as well as factors that influence 
development. Various technological orientations will be discussed and integrated. Prerequisite: PSY 201."
PSY 471 ,Abnormal Psychology ,3,". An introduction to deviant behavioral patterns. Primary attention is devoted to 
etiology, dynamics, incidence, prognosis, and treatment of human psychopathology. The concept of normality is 
considered in terms of social norms, socioeconomic, and group pressures. Conventional therapeutic measures are 
discussed, as well as contemporary movement in mental health and outpatient treatment. Prerequisite: PSY 201."
PSY 482 ,Human Sexuality ,3,". An intense study of the physiological, psychological, sociological, and ethical 
considerations of human sexuality. Prerequisite: PSY 201. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 345 ~"
PSY 485 ,Psychological Testing ,3,". This course is designed to familiarize the students with the history of 
psychological testing, the theory behind it and the various objective and projective instruments used to assess intellectual 
and personality functioning. 
 
Secondary Education"
SED 409 ,Reading in the Content Area ,3,". A course focusing on the basic reading and study skills that students need, 
regardless of the content area. It also provides concrete suggestions for ascertaining reading interests and activities of 
secondary students. The course will be presented in a non-technical manner that stresses a practical approach. 
Prerequisite: Formal admission to the teacher education program."
SED 325T ,Knowing and Learning in Mathematics and Science ,3,". Students focus on knowing and learning in 
secondary mathematics and science as understood from a multi-disciplinary perspective. Students identify theories and 
employ these theories to guide their own practice. They develop their teaching practice and theory in a way that builds 
upon each other. Students develop a teaching practice that is guided by theories of how people learn. Students become 
thoughtful and reflective practitioners, and develop the knowledge, dispositions, and skills needed to be effective 
teachers in middle and high schools. Prerequisite: Formal admission to the teacher education program."
SED 421 ,Materials and Methods of Teaching English in Secondary Schools ,3,". An analysis of objectives of the high 
school curriculum in English and a study of methods and practices effective in the teaching of language and literature. 
Prerequisite: Formal admission to the teacher education program."
SED 422 ,Materials and Methods of Teaching Mathematics in Secondary Schools ,3,". A methods course designed for 
persons interested in teaching mathematics in high schools. Emphasis will be given to the logic of arithmetic, algebra, 
and geometry. The following topics are representative of the areas to be covered: mathematics as a study which 
contributes to the realization of the general aims of education, the specific aims of mathematics teaching, the proper 
place of mathematics in the secondary school curriculum, sources of materials and aids in the teaching of mathematics; 
mathematics organizations (professional and student), mathematics literature (professional and lay), and tests in 
mathematics. Prerequisite: Formal admission to the teacher education program."
SED 423 ,Materials and Methods of Teaching the Social Sciences in Secondary Schools ,3,". A study of the aims and 
function of the social sciences in the modern secondary school and the curriculum and methods appropriate to the 
attainment of these objectives. Prerequisite: Formal admission to the teacher education program."
SED 424 ,Teaching Science in Secondary Schools ,3,". An in-depth study of the current methods of teaching the 
science disciplines (biology, chemistry, physics). During the course, candidates demonstrate understandings of the 
central concepts, principles, theories, and laws of their science discipline, the interrelationships of science fields to 
supporting disciplines, the central concepts of supporting disciplines, the role of science-specific technology, how 
students develop and learn science, and how state and national standards impact the content knowledge necessary for"
SED 494 ,Pre-clinical Experiences in Secondary Schools ,3,"(6 clock hour field experience per week). The course is a 
pre-clinical field experiences class, to be taken simultaneously with other methods courses (e.g., SED 409 and [SED 421 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 346 ~"
SED 495 ,Internship ,11,". There are multiple internship courses based on the specific content area. This course entails 
one semester of full-time teaching under the immediate direction of cooperating teachers and university supervisors in 
the P-12 public schools.  A fee for the edTPA portfolio assessment is proposed for candidates to purchase who are 
enrolled in the internship course (student teaching). The Alabama State Department of Education is requiring the edTPA 
assessment starting September 1, 2018 for teacher candidates to receive certification. The cost for the edTPA portfolio 
submission to Pearson is $300.00. Prerequisite: Candidate must be enrolled in internship. Corequisites: Submit edTPA."
SED 496 ,Senior Seminar ,1,". This course is designed to assist candidates with preparation and submission for 
evaluation of edTPA Portfolios. Prerequisite: Completion of all program courses. Corequisites: SED 495. 
 
Sociology"
SOC 201 ,Introduction to Sociology ,3,". A course providing an analysis of social interaction, the social process, 
society, culture, social structures, and other concepts fundamental to sociological understanding. Prerequisite: None."
SOC 210 ,Social Problems ,3,". The setting of social problems and the analysis of the major problems of contemporary 
America are considered.  The conditions surrounding problems, theories about causation and amelioration are included. 
Prerequisite: None."
SOC 212 ,Marriage and the Family ,3,". A consideration of the basic social institution in all its ramifications; the 
processes of mate selection, socialization of children, adjustments inherent in marriage and family life and the impact of 
social change from the vantage of the professional sociologist. Prerequisite: None."
SOC 310 ,Social Change and Collective Behavior ,3,". A course involving an analysis of the linkage between science 
and technology by focusing on collective behavior as the consequences of the interplay between abstract principles and 
practical application. Social change is treated as inherent in the characteristics of social systems (i.e., social organization 
and social behavior aspects of human experience) such that the various collective activities are ordered in some sequence 
of a cyclical pattern of recurrence. Prerequisite: None."
SOC 325 ,Rural Sociology ,3,". Sociological analysis of rural life with emphasis on the rural-urban dichotomy, the 
effects of personality, and the urbanization of rural society. This is a junior-level course. Prerequisite: None."
SOC 326 ,Urban Sociology ,3,". A course providing an analysis of urban concepts and the impact of urbanization on 
social relations, social institutions, and the national interest. This is a junior-level course. Prerequisite: None."
SOC 327 ,Medical Sociology ,3,". This course is designed to introduce students to the field of medical sociology. The 
course will address, and understand, a range of concepts, theories and contemporary issues relating to health and illness. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 347 ~"
SOC 328 ,Social Organization ,3,". A course dealing with the major trends in political, economic, and social values and 
perspectives of the emerging American scene considered in relation to changes in the distribution of power, technology, 
and character development in terms of small groups and complex organization. Prerequisite: None."
SOC 332 ,Educational Sociology ,3,". Socialization in the educational institution, and upon the structure (status and 
roles), interactional patterns, and culture of the school. Prerequisite: None."
SOC 334 ,Cultural Anthropology ,3,". A consideration of the different ways man copes with his natural setting and 
social milieu; different bodies of customs, variations in the socialization process, and the transmission of the culture 
heritage. Primitive societies are the major ones considered. Prerequisite: None."
SOC 434 ,Social  Stratification ,3,". A study of social inequalities and differentiation as related to social structures and 
social systems, analysis of patterns of interaction within and between social classes and the implications of stratification 
of human group behavior. Prerequisite: None."
SOC 441 ,Sociological Theory ,3,". An examination of the classical and contemporary theoretical models in sociology 
and investigations of the development of sociological thought. Prerequisite: None."
SOC 445 ,Population Problems ,3,". An introduction to demography and population research. The course includes 
population theory, trends and rates in natural increase, population composition, distribution, planning, and human 
ecology. Prerequisite: None."
