code,name,credits,description
SED 1110,Foundations of Mathematics ,credit,"This course investigates a variety of topics necessary for future elementary school teachers. 
Topics covered include numbers, measurement, probability, statistics, geometry, patterns, 
spatial relationships, and logic. This is not a methods class; it is a mathematics content 
class. Prerequisites: 12 credit hours; Basic Algebra and SED 1000. Three credit hours 
 
 
 "
SED 3310,Literacy I (Foundations of Reading) ,Three,"This course is designed to teach prospective elementary teachers to understand the foundations of 
reading development grounded in scientifically based reading research. Candidates will comprehend 
sound-symbol relationships of the English language that will lead to the attainment of independence in 
reading. The basics of phonemic blending, as well as the basics of decoding written words, are 
presented. Philosophies and strategies for teaching the skills of phonics are included.  There is emphasis 
on development of literacy through language and listening, reading, and writing while integrating skills 
from the other curriculum content areas. Subscription to Chalk & Wire is required.  Prerequisites: 
SED1000, candidacy status. Three hours. 
 "
SED 3320,Literacy II (Literature and Writing) ,Three,"This course is a survey of literature for children from preschool through sixth grade, including a study of 
objective standards and evaluation. A wide reading of children’s books, traditional and modern, and the 
development of an appreciation of prose and poetry suitable for children of different ages is expected. 
Writing techniques will also be addressed as candidates identify evidence-based practices used to create 
a literacy-rich classroom environment.  Subscription to Chalk & Wire is required.  Prerequisites: SED 
1000, SED 3310, candidacy status. Three hours.  
Grace College and Seminary Catalog | 2023-2025 
 
School of Education   
  11 "
SED 3330,Literacy III (Diagnosis and Correction) ,Three,"This course is a study of the various approaches to reading, methods of instruction, and foundations for 
reading in the content areas. Instruction in the use of reading tests and diagnostic procedures for 
remediation is included. Candidates will understand the components of effective differentiated reading 
instruction to meet the needs of all learners and recognize the components of and need for evidence-
based intervention programs. Students participate in teaching and testing in the local schools. 
Subscription to Chalk & Wire is required.  Prerequisites: SED1000, SED 3310, SED 3320, candidacy status. 
Three hours.   
 "
SED 3331,Literacy III Practicum ,0,"Candidates spend Wednesday mornings in K-6 classrooms teaching whole and small group lessons. 
Candidates will foster learning through interactive read aloud, guided reading, and writing lessons. 
Candidates are supervised by college faculty and K-6 classroom teachers. 
 "
SED 3800,Classroom Assessment and Environment ,Three,"This course presents best practices in classroom assessment, environment, and behavior management.  
Topics include relationship development, organization of the classroom learning environment, 
classroom procedure development, and approaches for managing individual and large group student 
behaviors.  Various strategies to instruction and assessment will be explored.  Candidates will develop 
and teach lessons utilizing formative and summative assessment tools.  Candidates will understand how 
these assessments inform the teaching and learning process. Subscription to Chalk & Wire is required.  
Prerequisites: SED1000, candidacy status. Three hours.   
 "
SED 4210,Methods of Teaching Mathematics ,0,"This course involves an examination of the instructional process appropriate for elementary children in 
their learning of mathematics. Considerable time is spent with the actual content of the elementary 
curriculum. Methods that facilitate evidence-based instruction in mathematical concepts, skills, problem 
solving, and critical thinking are developed along with the content. Candidates will practice strategies 
and skills for effectively assessing students’ mastery of concepts and skills using Response to 
Intervention procedures. Subscription to Chalk & Wire is required.  Prerequisites: SED 1000, SED 1110, "
SED 4230,"Methods of Teaching Science, Health, and Physical Education ",Three,"This course evaluates methods and materials needed for teaching science, health and physical 
education.  A large emphasis will be placed on STEM and the learning theories, techniques, process 
skills, and laboratory work in the field of science.  Students will observe and teach on the local STEM 
bus.  Integration among health and physical education across the curriculum will be included.  Course 
content is based on the Indiana Academic Standards and Core Standards.  Individual and group units of 
study are prepared. Subscription to Chalk & Wire is required.  Prerequisites: SED1000, SED 2200, 
SED2600, candidacy status. Three hours.   
 "
SED 4240,Methods of Teaching Social Studies and Fine Arts ,0,"This course of study investigates various teaching techniques, learning theories, and curriculum 
materials necessary to teach social studies.  Music, visual arts, dance, and drama will provide the base to 
create evidence-based methods of teaching and integrating of the arts within the elementary classroom.  
Course content is based on the Indiana Academic Standards, Core Standards, and Pearson Professional 
Grace College and Seminary Catalog | 2023-2025 
 
School of Education   
  12 "
SED 4310,Methods of Teaching Language Arts ,Three,"This course involves a broad and comprehensive understanding of the fundamental concepts and 
processes of expressive and receptive language. The Indiana State and Core Standards are addressed as 
evidence-based instructional strategies in the areas of oral and written communication, listening, 
spelling, and handwriting are introduced. There is concentration on collecting ideas and materials. 
Students observe in local schools. Subscription to Chalk & Wire is required.   Prerequisites: SED1000, SED 
2200, SED2600, candidacy status. Three hours.  
 "
SED 4311,Methods Block Practicum ,12,"Candidates participate in the analysis, planning, and instruction of language arts curriculum to 
elementary students with and without exceptional needs. Candidates spend Mondays in K-6 classrooms 
teaching within a rich literacy framework. Candidates analyze data and teach whole and small group 
lessons. Candidates are supervised by college faculty and K-6 classroom teachers. 
  
CONTENT CONCENTRATION AREA (Required for Elementary Education) 
12 hours of coursework in the concentration is required.  The following courses are suggested.  Others 
may be considered. 
Option 1: Language Arts (see course descriptions under Language, Literature and Communication 
Department) "
LIT 3650,Young Adult Literature ,0,ENG 3170 Creative Writing &Workshop 
LIT 2200,American Literature I or LIT 2210 American Literature II ,0,Choose one of the following 
COM 2020,Advanced Presentation Skills ,0,"COM 2130 Interpersonal Communication 
Option 2: Mathematics (see course descriptions under Mathematics Department) "
MAT 2100,Introductions to Proofs ,0,MAT 3200 Probability and Statistics 
MAT 3280,College Geometry ,0,Choose one of the following 
MAT 1120,College Algebra ,0,Option 3: Science (see course descriptions under Science Department) 
SCI 2360,Astronomy ,0,SCI 2230 Physical Geography 
HIS 1160,World History ,0,POS 2200 Introduction to American Government 
POS 3010,State and Local Government ,0,GEO 1010 World Geography 
SED 4900,Student Teaching and Seminar ,0,"Grace College and Seminary Catalog | 2023-2025 
 
School of Education   
  13 "
SED 1110,Foundations of Mathematics ,credit,"This course investigates a variety of topics necessary for future elementary school teachers. 
Topics covered include numbers, measurement, probability, statistics, geometry, patterns, 
spatial relationships, and logic. This is not a methods class; it is a mathematics content 
class. Prerequisites: 12 credit hours; Basic Algebra and SED 1000. Three credit hours  
 "
SED 2410,Policy & Practices in Special Education ,Three,"This course is an introductory study of historical, political, and socio-cultural influences in special 
education. Students will develop an understanding of the implications of special education policy for 
learners with exceptional needs.  This course also includes an in-depth study of the etiology and 
characteristics of high-incidence disabilities, including learning disabilities, behavioral disorders, 
emotional disabilities, and mild cognitive disabilities.  Also addressed are identification and eligibility 
considerations in special education.  Practices covered include least restrictive environment, response to 
intervention, and the IEP process. Membership in CEC is required. Subscription to Chalk & Wire is 
required.  Prerequisite: SED 1000 and SED 2400. Three hours.   
 "
SED 2420,Strategies for Mild Intervention ,Three,"This course focuses on providing mild intervention to the K-6 student with learning and behavioral 
needs.  This includes educational organization, curricular modifications, and research-based 
instructional strategies.  Students learn to individualize instruction based on the individualized education 
plan.  Students have the opportunity to apply course knowledge through applied learning experiences. 
Subscription to Chalk & Wire is required.   Prerequisite: SED 1000, SED 2400 and SED 2410. Three hours.   
 "
SED 2421,Strategies for Mild Intervention Practicum ,0,"Clinical practicum for SED 2420. Candidates apply knowledge in authentic experiences supervised by 
fully licensed teachers in mild intervention. Prerequisite: SED 1000, SED 2400 and SED 2410.   
 "
SED 3410,Teaching Students with Emotional and Behavioral Problems ,Three,"This course deals with issues of definition, incidence, and prevalence of emotional and behavioral 
disabilities. Students will learn how to implement positive behavior supports and interventions to 
improve behaviors and socialization.  Students apply knowledge through a behavior change project in an 
applied learning experience. Subscription to Chalk & Wire is required.  Prerequisite: SED 1000, SED 2400 
and SED 2420, candidacy status. Three hours.   
 "
SED 3411,Teaching Students with Emotional and Behavioral Problems Practicum ,0,"Clinical practicum for SED 3410. Candidates apply knowledge by participating in residential and self-
contained settings for students with emotional and behavioral disabilities. These experiences are 
supervised by fully licensed teachers. Prerequisite: SED 1000, SED 2400 and SED 2420, candidacy status. 
Grace College and Seminary Catalog | 2023-2025 
 
School of Education   
  14 "
SED 3420,Inclusion & Collaboration ,Three,"This course is a study of the integration of special education in the regular classroom setting. Service 
delivery models for students with special needs are identified and explored. Importance is placed on 
collaborative procedures, special services and instructional modifications that regular and special 
education teachers use to meet the learning needs of special needs students in regular education 
classes. Subscription to Chalk & Wire is required.  Prerequisite: SED 1000, SED 2400 and SED 2420, 
candidacy status. Three hours.  
 "
SED 4420,"Assessment, Evaluation & Remediation of Students with Exceptional Needs ",Three,"This course is a study of the principles and practices of diagnostic procedures in special education. 
Formal and informal assessments, standardized tests, test administration, test interpretation and 
summary writing in the academic areas of reading, math, and written expression are examined. Utilizing 
assessment as a means for formulating educational goals and instructional objectives are explored. 
Subscription to Chalk & Wire is required.  Prerequisite: SED 1000, SED 2400 and SED 2420, candidacy 
status.  Three hours.  
 "
SED 4430,Seminar in Secondary Special Education ,Three,"This course addresses topics in secondary special education. The focus of this course is on transition 
models, individualized transition plans, assistive technologies, and instructional strategies specific to 
secondary students with disabilities needing mild intervention.  Students will explore inter-agencies, 
community, and vocational services that support transition into adulthood.  30-36-hour practicum in 
secondary special education is also required. Subscription to Chalk & Wire is required.  Prerequisite: SED 
1000, SED 2400 and SED 2420, candidacy status.  Three hours.  
 "
SED 4431,Practicum for Secondary Special Education ,0,"Students will participate in a 30-36-hour practicum in secondary special education.  This practicum will 
be integrated into SED 4430.  Students will apply their knowledge and skills in a secondary special 
education setting and will be expected to participate in transition planning, instruction, and typical tasks 
required of secondary special educators. 
 
COURSE DESCRIPTIONS for INTENSE INTERVENTION 
 "
SED 5450,Policy & Practices in Intense Intervention ,Three,"This course provides an in-depth study of the cognitive, social, communication, and learning 
characteristics and development of students with intense or complex support needs. These 
exceptionalities include moderate and severe cognitive disabilities, severe emotional disorders, multiple 
disabilities, orthopedic impairments, autism, and traumatic brain injury. Academic, communication and 
functional needs as related to disabilities are explored. Etiology, definitions, and diagnostic criteria as 
well as federally mandated eligibility requirements are explored. Discussion focuses on implications for 
instruction, intervention, and related services for individuals with significant disabilities. These 
implications are studied through significant historical, social, political, cultural and legal perspectives. 
Also includes application of professional and ethical practice within the field of special education. Three 
hours.  
 "
SED 5460,"Assessment, Instruction & Intervention Supports for Significant Disabilities ",0,"This course will employ an evidence-based approach to assessment, instruction, and intervention for 
students with significant disabilities. Students will learn to move from research to practice by developing 
Grace College and Seminary Catalog | 2023-2025 
 
School of Education   
  15 "
SED 5470,"Seminar in Intense Intervention: Communication, Behavior & Health ",Three,"Designed as an exploration of key components in meeting the complex needs of individuals. Students 
learn and apply principles of positive behavior interventions and supports, understand the implications 
of health issues related to significant disabilities, and learn to use augmentative and assistive technology 
to meet communication needs. Prerequisite SED 5460. Three hours.  
 "
SED 5480,Collaboration & Transition Across the Life Span ,Three,"A study of the transition needs for individuals with significant disabilities and the collaborative strategies 
necessary to meet those needs as they occur across the life span. This course teaches students how to 
assess and support the transition needs of students and their families through the federally mandated 
transition planning process. Students apply these skills through case study, writing a transition plan, and 
developing curriculum that focuses on postsecondary outcomes. Topics of interagency collaboration, 
curriculum development, cultural competency, and community-based instruction are explored.  
Prerequisite SED 5470. Three hours. 
 "
SED 5490,Clinical Practice in Intense Intervention ,0,"Field-based experience in a school setting that requires intense intervention and supports. Practicum is 
under the direction of a faculty member. Prerequisite SED 5480. 
 
School of 
Ministry Studies
Grace College and Theological Seminary Catalog
2023-2024
Grace College and Seminary Catalog | 2023-2025 
School of Ministry Studies  
1 
 
 "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB  2310 History of Christianity 
BBL 3010,Defining Doctrines of the Christian Faith ,0,BBL 3090 Spiritual Formation 
BBL 3140,Biblical Backgrounds ,0,BIB 2250 Understanding and Engaging Culture 
BBL 4810,Senior Seminar ,0,Specialization Courses 
BBL 3000,Theological Systems ,0,PHI 3050 Apologetics  
BIB 3290,NT Bible Exposition  ,0,BIB 3310 OT Bible Exposition 
BIB 4060,Expository Preaching  ,3,"MIS 3220 Principles & Practice of Prayer  
 
Applied Learning  3 hours 
Intercultural Studies Major  
The requirement for a major in Intercultural Studies is 57 hours in the department, including the 
following courses:  
Bible Courses "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB 3290 NT Bible Exposition 
BIB 3310,OT Bible Exposition ,0,BBL 3000 Theological Systems 
BBL 3010,Defining Doctrines of the Christian Faith ,0,BBL 3140 Biblical Backgrounds  
BBL 4810,Senior Seminar ,0,"Specialization Courses 
   MIS 2010 Intro to World Missions "
MIS 2080,Teamwork & Leadership Training  ,0,ICS 3110 Intercultural Communication 
ICS 3210,Applied Cultural Anthropology ,0,"MIS 3220 Principles & Practice of Prayer 
  Choose one of the following: "
ICS 3300,Eastern World Religions ,0,"ICS 3350 Middle Eastern World Religions 
 
Applied Learning 9 hrs 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
5 "
MIS 4960,Cross Cultural Internship ,0,The following two courses are taken as independent study during applied learning on the internship. 
BBL 3090,Spiritual Formation ,45,"MIS 2100 History of World Missions  
Youth Ministries Major 
The requirement for a major in Youth Ministries is 45 hours in the department, including the following 
courses:  
Bible Courses "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB  2310 History of Christianity 
BBL 3090,Spiritual Formation ,0,"BBL 3010 Defining Doctrines of the Christian Faith 
MIS  3220 Principles & Practice of Prayer "
BBL 4810,Senior Seminar ,0,Specialization Courses 
BIB 2090,Contemporary Issues ,0,BIB 2140 Evangelism &  Discipleship 
YMI 2140,Foundations/Phil. of Youth Ministry ,0,YMI 2240 Strategies for Church and Campus Youth Programs 
YMI 3240,Counseling and Communicating with Contemporary Youth ,0,YMI 4100 Youth Ministry Internship 
YMI 3140,Cross Cultural Youth Ministry ,9,"     
Applied Learning  9 hours 
Educational Ministries Major 
The requirement for a major in Educational Ministries is 45 hours in the department, including the 
following courses:  
Bible Courses "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB 3290 New Testament Bible Exposition 
BIB 3310,Old Testament Bible Exposition ,0,BBL 3090 Spiritual Formation 
BIB 2250,Understanding and Engaging Culture ,0,"BBL 4810 Senior Seminar 
Specialization Courses "
PSY 3260,Biblical Psychology ,0,PSY 2360 Child and Adolescent Psychology 
BBL 2050,Relational Skills for Ministry ,0,BBL 2030 Foundations of Educational Ministry 
BBL 2040,Foundations of Ministry Leadership ,0,"ICS  3110 Intercultural Communication 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
6 "
PHI 3050,Apologetics ,0,BIB 2310 History of Christianity 
BBL 3000,Theological Systems ,0,BBL 3010 Defining Doctrines of the Christian Faith 
BBL 3140,Biblical Backgrounds ,0,BIB 4060 Expository Preaching 
ICS 3300,Eastern World Religions ,0,ICS 3350 Middle Eastern Religions 
MIS 2080,Teamwork and Leadership Training ,0,MIS 2010 Introduction to World Missions 
MIS 3220,Principles and Practice of Prayer ,0,BHS 2520 Leadership Principles and Development 
SOC 2100,Marriage and the Family ,0,COM 2160 Small Group Communication 
COM 3460,Organizational Communication and Behavior ,0,COM 3030 Persuasion 
BHS 4050,Addiction Treatment  ,0,PSY 3440 Process and Techniques of Counseling 
SED 1000,Teaching School in America ,0,SED 2200 The School Age Child 
SED 2210,Responsive and Differentiated Instruction ,0,SED 2400 Exceptional Needs 
SED 2500,Teaching in a Pluralistic Society ,3,"SED 2600 Teaching and Learning 
 
Applied Learning 3 hours 
 
 
Bible Major 
Designed for NON Biblical Studies Majors wishing to double major in Bible. 
The requirement for a major in Bible is 33 hours in the department, including the following courses:  
Bible Courses "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB 2310 History of Christianity 
BBL 3010,Defining Doctrines of the Christian Faith ,0,BBL 3090 Spiritual Formation 
BIB 2250,Understanding and Engaging Culture ,0,"Specialization Courses 
BBL3140 Biblical Backgrounds "
BIB 3290,NT Bible Exposition  ,0,BIB 3310 OT Bible Exposition 
MIS 3220,Principles & Practice of Prayer ,0,"Sport Ministry Studies Major 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
7 "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,BIB 3290 NT Bible Exposition  
BIB 3310,OT Bible Exposition ,0,MIS 3220 Principles & Practice of Prayer  
BIB 4060,Expository Teaching & Preaching  ,0,"BIB 2650 Introduction to Sport Ministry 
Specialization Courses "
SMT 1100, Introduction to Sport Management ,0,SMT 2050 Risk Management  
SMT 3060,Event Management  ,0,SMT 3080 Event Management Lab  
SMT 3550,Sport in American Society (Senior Seminar) ,0,SMT 3610 Sport Marketing    
SMT 4000,Sport Media ,9,"Senior Seminar Course 
Choose 1 of the following 
   BBL 4810 Senior Seminar in Bible 
   SMT 4200 Sport Governance 
 
Applied Learning  9 hours 
   SMT 1140 Practicum 
   SMT 2090 Practicum in Sport Management 
   SMT 4930 Internship 
 
 
Bible Translation Major1 
The requirement for a major in Bible Translation is 55 hours in the department, including the following 
courses:  
Bible Courses "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the New Testament ,0,ICS 3110 Intercultural Communication 
BBL 3010,Defining Doctrines of the Christian Faith ,0,BIB 3290 NT Bible Exposition  
BIB 3310,OT Bible Exposition ,0,ICS 3210 Applied Cultural Anthropology 
BBL 3140,Biblical Backgrounds ,0,"Specialization Courses 
                                                        
1 The LNG courses will be taken during the summer through the Summer Institute of Linguistices at the Dallas 
International University.  The student will pay a summer fee that will cover tuition and room and board while at 
DIU. 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
8 "
GRE 1030,Greek 3   ,0,GRE 2010 Greek Exegesis I 
HEB 1010,Hebrew I ,0,HEB 1020 Hebrew II 
HEB 1030,Hebrew III ,0,HEB 2020 Hebrew Exegesis I 
LNG 4500,Articulatory Phonetics  ,0,LNG 4520 Syntax and Morphology 
LNG 4700,Introduction to Sociolinguistics ,3,"LNG 4800 Learner-Directed Second-Language Acquisition 
   
Applied Learning  3 hours 
MINORS 
Biblical Studies Minor 
The requirement for a minor in Biblical Studies is 24 hours in the department, including the following 
courses:  "
BBL 2011,Understanding the Old Testament I ,0,BBL 2013 Understanding the Old Testament II 
BBL 2020,Understanding the NT  ,0,BIB 2310 History of Christianity  
BBL 3010,Defining Doctrines of the Christian Faith  ,0,BBL 3140 Biblical Backgrounds 
BIB 3290,New Testament Bible Exposition  ,18,"BIB 3310 Old Testament Bible Exposition  
Intercultural Studies Minor 
The requirement for a minor in Intercultural Studies is 18 hours in the department, including the 
following courses: "
ICS 3110,Intercultural Communication  ,0,ICS 3210 Applied Cultural Anthropology  
MIS 2010,Introduction to World Missions   ,0,MIS 2080 Teamwork and Leadership Training 
MIS 2100,History of World Missions  ,18,"Choose one of the following: 
   ICS 3300 Eastern World Religions 
   ICS 3350 Middle Eastern World Religions 
 
Youth Ministry Studies Minor 
The requirement for a minor in Youth Ministry Studies is 18 hours in the department, including the 
following courses: "
BBL 3010,Defining Doctrines of the Christian Faith  ,0,BIB 2140 Evangelism and Discipleship  
YMI 2140,Foundations and Philosophy of Youth Ministry ,0,YMI 2240 Strategies for Church and Campus Youth Ministry 
YMI 3240,Counseling and Communicating with Contemporary Youth ,0,"Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
9 "
YMI 3140,Cross Cultural Youth Ministry ,24,"  
Applied Learning 6 hrs 
 
 
Biblical Languages Minor 
The requirement for a minor in Intercultural Studies is 21 or 24 hours in the department, including the 
following courses: 
Option 1 (Greek Emphasis) "
GRE 1010,Greek I ,0,GRE 1020 Greek II 
GRE 2010,Greek Exegesis I ,0,GRE 2040 Greek Exegesis II 
BBL 3140,Biblical Backgrounds ,0,Choose two of the following 
BIB 3290,New Testament Bible Exposition ,0,BIB 3310 Old Testament Bible Exposition  
ICS 3110,Intercultural Communication  ,0,Option 2 (Hebrew Emphasis) 
HEB 1010,Hebrew I  ,0,HEB 1020 Hebrew II  
HEB 1030,Hebrew III ,0,HEB 2020 Hebrew Exegesis I 
BBL 3140,Biblical Backgrounds ,0,Choose two of the following: 
BIB 3290,New Testament Bible Exposition ,0,BIB 3310 Old Testament Bible Exposition  
HEB 2080,Hebrew Exegesis II ,0,"ICS 3110 Intercultural Communication 
 
Option 3 (Both Languages) "
GRE 1010,Greek I ,0,GRE 1020 Greek II 
GRE 2010,Greek Exegesis I ,0,GRE 2040 Greek Exegesis II 
HEB 1010,Hebrew I  ,0,HEB 1020 Hebrew II 
HEB 1030,Hebrew III ,0,"HEB 2020 Hebrew Exegesis I 
 
Master of Arts in Ministry Studies 
The MA in Ministry Studies is a 36-hour online program designed to provide professional and practical 
training for those who are pursuing or are already involved in church ministry. This degree will prepare 
and equip ministry leaders with the necessary personal, professional, and theological training for your 
unique Christian calling within church ministry or human services.  The program goals are designed to 
augment and support the mission of Grace College and Seminary 
 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
10 "
MIN 6010,Spiritual Formation ,18," 
Christian Ministry Concentration Courses: 18 Hours "
MIN 5100,Bible Study Methods ,0,MIN 5310 Ministry & Cultural Diversity 
MIN 5320,Ministry Leadership ,18,"PM 7120       Local Church Ministry in the 21st Century 
PM 5570  
Communication in Ministry 
PM 6170 
Ministry Administration 
 
Women’s Leadership Studies Concentration: 18 Hours 
The first four courses below (5110, 5360, 5600, 5820) are required and offered as weekend seminars: "
MIN 5110,     Equipping Others for Ministry ,0,MIN 5360    Women & Scripture 
MIN 5600,   Biblical Foundations of Leadership ,0,"MIN 5820    Soul Care & Leadership 
Choose two of the following: "
MIN 5100,    Bible Study Methods ,18,"MIN 5310     Ministry and Cultural Diversity 
PM 5570     Communication in Ministry 
 
Counseling Concentration Courses: 18 Hours 
PM 6160      Biblical Psychology "
MIN 5500,   Counseling Theories ,0,MIN 5700    Counseling Methods & Techniques 
MIN 5900,   Pre-Marital & Marital Counseling ,18,"MIN 6200    Counseling Common Problems 
PM 6060     Legal and Ethical Issues in Pastoral Counseling 
 
Technology Concentration Courses: 18 Hours 
PM 5180      Technology and Media in Ministry 
PM 5190      Worship Arts 
PM 6070     Creative Communication Strategies  
PM 6180      Organizational Tools 
PM 6240     Developing Tech Talent 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
11 "
BBL 2011,Understanding the Old Testament I ,Three,"An introduction to the Pentateuch and the Historical Books of the Old Testament with special reference 
to background, historical setting, literary composition, theology and message. After successfully 
completing this course, the student should be able to demonstrate a knowledge of background issues 
which introduce one to the study of various concepts of the Old Testament, the historical milieu of each 
Old Testament book studied, the purpose and general content of each Old Testament book studied, the 
use of the Old Testament in modern ministry, and the foundation the Old Testament provides for the 
New Testament. Three hours. 
 "
BBL 2013,Understanding the Old Testament II ,Three,"An introduction to the Poetic and Prophetic books of the Old Testament with special reference to 
background, historical setting, literary composition, theology and message. After successfully 
completing this course, the student should be able to demonstrate a knowledge of background issues 
which introduce one to the study of various concepts of the Old Testament, the historical milieu of each 
Old Testament book studied, the purpose and general content of each Old Testament book studied, the 
use of the Old Testament in modern ministry, and the foundation the Old Testament provides for the 
New Testament. Three hours. 
 "
BBL 2020,Understanding the New Testament ,Three,"This course introduces the New Testament with special reference to background, historical setting, literary 
composition, theology, and message. After successfully completing this course, the student should be able to 
demonstrate a knowledge of background issues which introduce one to the study of various concepts of the 
New Testament, the historical milieu of each New Testament book studied, the purpose and general content 
of each New Testament book studied, the relationship between the New and Old Testaments, and the use of 
the New Testament in modern ministry. Three hours. 
 "
BBL 3000,Theological Systems ,Three,"Students will explore the theological methods and presuppositions practiced by the diversity of 
theological systems. Students will seek answers to questions such as, how is presuppositional 
apologetics different from evidential apologetics. How is systematic theology different from biblical 
theology? How is dispensational theology different from covenant theology? How is reformed theology 
different from Armenian theology? How is progressive dispensationalism different from classic 
dispensationalism? Students will study the methods and presuppositions of leading theologians, from 
the Apostle Paul to the present. Prerequisite: BIB1050. This is an upper level course available to juniors 
and seniors. It is also offered at a graduate level. Three hours. 
 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
12 "
BBL 3010,Defining Doctrines of the Christian Faith ,Three,"Students will identify the central affirmations of Christianity that distinguish orthodoxy from heresy, 
heterodoxy, liberalism, and neo-orthodoxy. Students will be able to support each defining doctrine from 
Scripture. The role of creeds, church councils, and doctrinal statements in defining and preserving 
orthodoxy will be explored. Students will appreciate the diversity within Christian orthodoxy, while the 
central affirmations are preserved. Prerequisite: BIB1050. Three hours. 
 "
BBL 3090,Spiritual Formation ,Three,"Students will explore the various dynamics that converge to produce maturity in the life of a Christian. 
They will seek to construct a theory of spiritual formation based on a practical knowledge of God, a 
realistic awareness of self, a full-orbed understanding of pertinent scriptural insights, and a historical 
perspective of various approaches to spirituality. They will examine the necessity of the integration of 
the individual pursuit of spiritual maturity with the corporate dimension. The approach of the course will 
include practical application along with classroom discussion and outside research. Prerequisite: BIB 
2010. Three hours. 
 "
BBL 3140,Biblical Backgrounds ,Three,"Students will seek to understand how people thought, communicated, and lived in the ancient world 
during the OT, NT and Intertestamental Periods.  Special emphasis will be placed on key people groups 
and political, cultural, theological, and literary developments that form the background to the Bible.  
Students will learn to use insights from geography, cultural anthropology, archaeology, sociology, 
philosophy, politics, literature, and history for the interpretation of Scripture in light of the history and 
culture of the people to whom it was addressed.  Three hours. 
 "
BBL 4310,Women and Scripture ,Three,"Students will explore the various roles women played in the OT against the backdrop of the ancient 
world. They will investigate ways that Jesus elevated the status of women and how NT passages 
describe the function of women within the Christian community. Using modern theories on the role of 
women—hierarchical, complementarian, and egalitarian—students will seek to define a biblical 
approach to contemporary questions about the role of women. Three hours. 
 "
BBL 4810,Senior Seminar  ,Three,"This course is designed to facilitate senior level students in the application of theory to ministry practice. 
The learner will be challenged to integrate biblical/theological knowledge gained in a variety of courses 
together with specialized research that pertains to specific ministry issues. Three hours. 
 "
BIB 1050,Exploring the Bible ,Three,"A general overview of the Bible which orients the student to the overall presentation of the program of 
God from the Creation through the Consummation of Christ. Emphasis will be placed on the themes, 
timeline, structure, and coherence of the entire Biblical revelation. This course is required in the liberal 
arts core curriculum. Three hours. 
 "
BIB 2010,Scripture and Interpretation ,0,"Foundational principles of effective Bible study will be applied for personal study and small group Bible 
study leadership. Observational skills of the English text will be developed through hands-on activities 
and assignments. Hermeneutical principles will be applied to various biblical genres with the goal of 
equipping the learner to interpret the text based on its historical/cultural and literary context. 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
13 "
BIB 2050,Understanding and Engaging Culture ,Three,"This course examines culture.  It explores the roots of culture as a foundational and overarching 
expression of humanities vocations as “imaging” of God in Scripture. The subsequent harmonies and 
dissonances between historical expressions of culture and Christianity are analyzed and discussed.  Also, 
contemporary expressions of popular digital culture, film, video and music, will be selectively surveyed 
with an eye to developing the capacity to constructively and critically engage culture as 
Christians.  Three hours. 
 "
BIB 2090,Contemporary Issues ,Three,"Students will interact with controversial issues facing young Christians, weighing carefully biblical and 
ethical criteria for those issues. Careful distinction will be made between explicit biblical teaching, 
traditional Christian practices, and personal convictions. Typical issues to be analyzed in the course 
include: decision making and the will of God, spiritual gifts, gender issues, media and culture, sexuality 
and alternative lifestyles. Three hours. 
 "
BIB 2140,Evangelism and Discipleship ,Three,"Students will explore foundational issues for developing an approach to evangelism. Questions that will be 
considered include: What constitutes true conversion? Is becoming a Christian a process or an event? What 
about lordship salvation? What is the relationship between evangelism and the sovereignty of God? How do 
trends and needs in society shape a strategy for evangelism? Second, students will examine various methods 
of evangelism, for example, lifestyle evangelism. Third, students will study the concept and methods of 
discipleship as an integral part of evangelism.. Three hours. 
 "
